B00, 100
B00, Trade, 4319352.943, 70, S02, B00, 1
B00, Trade, 4319365.393, 78, B00, S06, 1
B00, Trade, 4319367.843, 71, S05, B00, 1
B00, Trade, 4319373.143, 60, S00, B00, 1
B00, Trade, 4319377.893, 91, S04, B00, 1
B00, Trade, 4319383.043, 95, S03, B00, 1
B00, Trade, 4319385.843, 68, S00, B00, 1
B00, Trade, 4319392.593, 61, S09, B00, 1
B00, Trade, 4319396.193, 64, B00, S03, 1
B00, Trade, 4319401.543, 84, S00, B00, 1
B00, Trade, 4319410.793, 69, S03, B00, 1
B00, Trade, 4319413.343, 87, S06, B00, 1
B00, Trade, 4319418.693, 69, B00, S07, 1
B00, Trade, 4319428.943, 65, B00, S09, 1
B00, Trade, 4319436.893, 80, B00, S00, 1
B00, Trade, 4319447.593, 61, S09, B00, 1
B00, Trade, 4319458.743, 60, S07, B00, 1
B00, Trade, 4319465.493, 60, S02, B00, 1
B00, Trade, 4319468.643, 64, S05, B00, 1
B00, Trade, 4319480.643, 91, S00, B00, 1
B00, Trade, 4319484.293, 63, S02, B00, 1
B00, Trade, 4319491.343, 90, B00, S01, 1
B00, Trade, 4319501.493, 64, S00, B00, 1
B00, Trade, 4319507.643, 100, B00, S01, 1
B00, Trade, 4319510.843, 67, S07, B00, 1
B00, Trade, 4319514.543, 87, S05, B00, 1
B00, Trade, 4319518.743, 126, B00, S02, 1
B00, Trade, 4319525.793, 63, S01, B00, 1
B00, Trade, 4319536.543, 90, B00, S07, 1
B00, Trade, 4319545.643, 115, B00, S07, 1
B00, Trade, 4319553.993, 119, B00, S03, 1
B00, Trade, 4319559.593, 97, B00, S09, 1
B00, Trade, 4319565.043, 106, B00, S08, 1
B00, Trade, 4319569.393, 67, B00, S01, 1
B00, Trade, 4319574.543, 62, S06, B00, 1
B00, Trade, 4319583.043, 68, S03, B00, 1
B00, Trade, 4319587.393, 88, B00, S05, 1
B00, Trade, 4319595.293, 86, B00, S06, 1
B00, Trade, 4319602.443, 96, B00, S05, 1
B00, Trade, 4319606.543, 82, B00, S07, 1
B00, Trade, 4319615.543, 60, S06, B00, 1
B00, Trade, 4319624.143, 83, B00, S02, 1
B00, Trade, 4319649.043, 89, B00, S04, 1
