B00, 100
B00, Trade, 4318598.243, 62, S02, B00, 1
B00, Trade, 4318697.593, 126, B00, S01, 1
B00, Trade, 4318704.543, 140, B00, S05, 1
B00, Trade, 4318763.043, 124, B00, S08, 1
B00, Trade, 4318774.493, 76, B00, S05, 1
B00, Trade, 4318776.093, 62, S01, B00, 1
B00, Trade, 4318783.643, 104, B00, S01, 1
B00, Trade, 4318847.943, 140, B00, S00, 1
B00, Trade, 4318866.443, 88, B00, S05, 1
B00, Trade, 4318877.743, 140, B00, S06, 1
B00, Trade, 4318954.593, 116, B00, S03, 1
B00, Trade, 4318958.043, 65, S08, B00, 1
B00, Trade, 4318964.193, 67, B00, S06, 1
B00, Trade, 4318967.843, 60, S04, B00, 1
B00, Trade, 4318970.893, 60, S09, B00, 1
B00, Trade, 4318982.093, 64, S05, B00, 1
B00, Trade, 4318986.943, 60, S09, B00, 1
B00, Trade, 4318989.643, 60, S02, B00, 1
B00, Trade, 4318995.643, 60, S09, B00, 1
B00, Trade, 4319003.443, 60, S06, B00, 1
B00, Trade, 4319004.693, 62, S01, B00, 1
B00, Trade, 4319010.243, 64, S03, B00, 1
B00, Trade, 4319012.393, 63, S07, B00, 1
B00, Trade, 4319019.843, 62, S02, B00, 1
B00, Trade, 4319022.493, 60, S04, B00, 1
B00, Trade, 4319032.393, 61, S00, B00, 1
B00, Trade, 4319042.143, 61, S07, B00, 1
B00, Trade, 4319045.393, 63, S07, B00, 1
B00, Trade, 4319051.443, 62, S08, B00, 1
B00, Trade, 4319056.043, 64, S08, B00, 1
B00, Trade, 4319060.593, 64, S08, B00, 1
B00, Trade, 4319066.593, 62, S08, B00, 1
B00, Trade, 4319072.093, 65, S05, B00, 1
B00, Trade, 4319074.443, 60, S06, B00, 1
B00, Trade, 4319078.243, 66, S03, B00, 1
B00, Trade, 4319085.943, 104, B00, S03, 1
B00, Trade, 4319171.243, 62, S08, B00, 1
B00, Trade, 4319190.643, 140, B00, S05, 1
B00, Trade, 4319262.893, 137, B00, S07, 1
B00, Trade, 4319269.043, 66, S00, B00, 1
B00, Trade, 4319275.293, 74, S00, B00, 1
B00, Trade, 4319278.493, 60, S09, B00, 1
B00, Trade, 4319283.893, 61, S07, B00, 1
B00, Trade, 4319287.843, 64, S08, B00, 1
B00, Trade, 4319295.993, 62, S03, B00, 1
B00, Trade, 4319302.093, 60, S02, B00, 1
B00, Trade, 4319305.593, 60, S02, B00, 1
B00, Trade, 4319308.643, 62, S09, B00, 1
B00, Trade, 4319313.943, 60, S00, B00, 1
B00, Trade, 4319317.943, 60, S01, B00, 1
B00, Trade, 4319323.993, 60, S04, B00, 1
B00, Trade, 4319330.293, 63, S09, B00, 1
B00, Trade, 4319337.893, 60, S01, B00, 1
B00, Trade, 4319344.043, 60, S00, B00, 1
B00, Trade, 4319348.043, 62, S04, B00, 1
B00, Trade, 4319352.443, 60, S04, B00, 1
B00, Trade, 4319358.193, 61, S01, B00, 1
B00, Trade, 4319362.143, 60, S06, B00, 1
B00, Trade, 4319366.693, 61, S00, B00, 1
B00, Trade, 4319374.093, 60, S08, B00, 1
B00, Trade, 4319379.693, 60, S09, B00, 1
B00, Trade, 4319382.393, 61, S08, B00, 1
B00, Trade, 4319387.343, 63, S06, B00, 1
B00, Trade, 4319390.043, 61, S03, B00, 1
B00, Trade, 4319398.493, 60, S05, B00, 1
B00, Trade, 4319406.893, 60, S04, B00, 1
B00, Trade, 4319412.543, 64, S09, B00, 1
B00, Trade, 4319416.643, 60, S02, B00, 1
B00, Trade, 4319425.493, 60, S08, B00, 1
