B00, 0
B01, 0
B02, 0
B03, 100
B03, Trade, 1579220.451, 86, B03, S00, 1
B03, Trade, 1580432.351, 86, S02, B03, 1
B03, Trade, 1580434.401, 86, S00, B03, 1
B03, Trade, 1582053.151, 86, S00, B03, 1
B03, Trade, 1582113.701, 86, B03, S01, 1
B03, Trade, 1582115.051, 86, S02, B03, 1
B03, Trade, 1583382.251, 86, B03, S03, 1
B03, Trade, 1799786.251, 85, B03, S02, 1
B03, Trade, 1824071.151, 86, S02, B03, 1
B03, Trade, 1876438.401, 78, S02, B03, 1
B03, Trade, 1886810.951, 86, S03, B03, 1
B03, Trade, 1903405.751, 84, S02, B03, 1
B03, Trade, 2021638.151, 85, S02, B03, 1
B03, Trade, 2023143.351, 83, S02, B03, 1
B03, Trade, 2049860.701, 86, B03, S00, 1
B03, Trade, 2087205.801, 85, B03, S00, 1
B03, Trade, 2117972.701, 85, S01, B03, 1
B03, Trade, 2118286.801, 85, S01, B03, 1
B03, Trade, 2138780.001, 85, S01, B03, 1
B03, Trade, 2189534.251, 86, B03, S03, 1
B03, Trade, 2268353.551, 86, B03, S02, 1
B03, Trade, 2274322.901, 84, B03, S02, 1
B03, Trade, 2274329.851, 84, B03, S00, 1
B03, Trade, 2276747.501, 85, B03, S02, 1
B03, Trade, 2297323.951, 86, B03, S03, 1
B03, Trade, 2301034.151, 83, S01, B03, 1
B03, Trade, 2335756.800, 86, S00, B03, 1
B03, Trade, 2335777.000, 86, S00, B03, 1
B03, Trade, 2335800.350, 85, B03, S00, 1
B03, Trade, 2339486.400, 86, S02, B03, 1
B03, Trade, 2347890.800, 86, S01, B03, 1
B03, Trade, 2359896.300, 86, B03, S03, 1
B03, Trade, 2388618.850, 86, S02, B03, 1
B03, Trade, 2390267.650, 85, B03, S02, 1
B03, Trade, 2452607.750, 83, S01, B03, 1
B03, Trade, 2454803.250, 86, B03, S03, 1
B03, Trade, 2497341.000, 86, B03, S03, 1
B03, Trade, 2500010.150, 83, B03, S01, 1
B03, Trade, 2531671.250, 86, S02, B03, 1
B03, Trade, 2531694.700, 85, S02, B03, 1
B03, Trade, 2531696.250, 85, S01, B03, 1
B03, Trade, 2551132.100, 83, B03, S00, 1
B03, Trade, 2562549.850, 86, B03, S02, 1
B03, Trade, 2577967.150, 86, B03, S01, 1
B03, Trade, 2581671.100, 86, S02, B03, 1
B03, Trade, 2581683.050, 86, S00, B03, 1
B03, Trade, 2581699.300, 86, S00, B03, 1
B03, Trade, 2581713.650, 86, S01, B03, 1
B03, Trade, 2582723.550, 86, B03, S02, 1
B03, Trade, 2582731.650, 86, S00, B03, 1
B03, Trade, 2582744.950, 86, S02, B03, 1
B03, Trade, 2584809.550, 86, S01, B03, 1
B03, Trade, 2594855.250, 86, B03, S02, 1
B03, Trade, 2620615.399, 86, S00, B03, 1
B03, Trade, 2620627.599, 86, S01, B03, 1
B03, Trade, 2620659.649, 86, S02, B03, 1
B03, Trade, 2620678.999, 86, S01, B03, 1
B03, Trade, 2638112.899, 82, S00, B03, 1
B03, Trade, 2643755.399, 76, S00, B03, 1
B03, Trade, 2651868.299, 84, S02, B03, 1
B03, Trade, 2662662.299, 86, S02, B03, 1
B03, Trade, 2716768.549, 83, B03, S01, 1
B03, Trade, 2722584.949, 86, S01, B03, 1
B03, Trade, 2722601.449, 86, S00, B03, 1
