B00, 70
B00, Trade, 334812.850, 60, B00, S00, 1
B00, Trade, 647810.900, 60, B00, S00, 1
B00, Trade, 995876.050, 60, B00, S00, 1
B00, Trade, 1002079.850, 60, B00, S00, 1
B00, Trade, 1060635.900, 60, B00, S00, 1
B00, Trade, 1061599.650, 60, B00, S00, 1
B00, Trade, 1062756.250, 60, B00, S00, 1
B00, Trade, 1158368.601, 60, B00, S00, 1
B00, Trade, 1267882.451, 60, B00, S00, 1
B00, Trade, 1267911.551, 60, B00, S00, 1
B00, Trade, 1268165.151, 60, B00, S00, 1
B00, Trade, 1268817.901, 60, B00, S00, 1
B00, Trade, 1271387.451, 60, B00, S00, 1
B00, Trade, 1272141.301, 60, B00, S00, 1
B00, Trade, 1272951.651, 60, B00, S00, 1
B00, Trade, 1273754.201, 60, B00, S00, 1
B00, Trade, 1278547.001, 60, B00, S00, 1
B00, Trade, 1395961.701, 60, B00, S00, 1
B00, Trade, 1512782.801, 60, B00, S00, 1
B00, Trade, 1513858.601, 60, B00, S00, 1
B00, Trade, 1514750.351, 60, B00, S00, 1
B00, Trade, 1516244.101, 60, B00, S00, 1
B00, Trade, 1674038.951, 60, S00, B00, 1
B00, Trade, 1698813.251, 60, B00, S00, 1
B00, Trade, 1800797.051, 60, B00, S00, 1
B00, Trade, 1929584.951, 60, B00, S00, 1
B00, Trade, 1934621.701, 60, B00, S00, 1
B00, Trade, 1941112.401, 60, B00, S00, 1
B00, Trade, 2038288.801, 60, B00, S00, 1
B00, Trade, 2071202.501, 60, B00, S00, 1
B00, Trade, 2109344.001, 60, B00, S00, 1
B00, Trade, 2200485.201, 60, B00, S00, 1
B00, Trade, 2250382.951, 60, B00, S00, 1
B00, Trade, 2520870.950, 60, B00, S00, 1
B00, Trade, 2552559.950, 60, B00, S00, 1
B00, Trade, 2553251.350, 60, B00, S00, 1
B00, Trade, 2554242.400, 60, B00, S00, 1
B00, Trade, 2597140.800, 60, B00, S00, 1
B00, Trade, 2638660.649, 60, B00, S00, 1
B00, Trade, 2640141.849, 60, B00, S00, 1
B00, Trade, 3351496.447, 60, B00, S00, 1
B00, Trade, 3352786.747, 60, B00, S00, 1
B00, Trade, 3354651.897, 60, B00, S00, 1
B00, Trade, 3355613.047, 60, B00, S00, 1
B00, Trade, 3375784.797, 60, B00, S00, 1
B00, Trade, 3380972.447, 60, B00, S00, 1
B00, Trade, 3397621.447, 60, B00, S00, 1
B00, Trade, 3423882.196, 60, B00, S00, 1
B00, Trade, 3436804.446, 60, B00, S00, 1
B00, Trade, 3479910.146, 60, B00, S00, 1
