B00, 1
B00, Trade, 404079.650, 60, S00, B00, 1
B01, 1
B01, Trade, 1459923.251, 66, S00, B01, 1
B02, 100
B02, Trade, 4206482.844, 72, B02, S01, 1
B02, Trade, 4206776.794, 76, B02, S01, 1
B02, Trade, 4207924.744, 76, B02, S01, 1
B02, Trade, 4208768.694, 75, B02, S01, 1
B02, Trade, 4210219.294, 76, B02, S01, 1
B02, Trade, 4210891.894, 76, B02, S01, 1
B02, Trade, 4212006.944, 69, S01, B02, 1
B02, Trade, 4219717.893, 76, B02, S01, 1
B02, Trade, 4220538.893, 73, S01, B02, 1
B02, Trade, 4220589.393, 70, S01, B02, 1
B02, Trade, 4221495.693, 76, B02, S01, 1
B02, Trade, 4222481.343, 76, B02, S01, 1
B02, Trade, 4222939.043, 76, B02, S01, 1
B02, Trade, 4223858.143, 76, B02, S00, 1
B02, Trade, 4224234.543, 75, B02, S01, 1
B02, Trade, 4224488.793, 75, B02, S01, 1
B02, Trade, 4226455.243, 76, B02, S01, 1
B02, Trade, 4226882.093, 76, B02, S01, 1
B02, Trade, 4227161.043, 76, B02, S01, 1
B02, Trade, 4227479.393, 76, B02, S01, 1
B02, Trade, 4228143.643, 76, B02, S01, 1
B02, Trade, 4228709.843, 75, B02, S01, 1
B02, Trade, 4228761.843, 74, B02, S01, 1
B02, Trade, 4228808.043, 76, B02, S01, 1
B02, Trade, 4228841.793, 76, B02, S01, 1
B02, Trade, 4228937.093, 76, B02, S01, 1
B02, Trade, 4229535.443, 76, B02, S01, 1
B02, Trade, 4229769.293, 75, B02, S01, 1
B02, Trade, 4229919.193, 76, B02, S01, 1
B02, Trade, 4230046.943, 76, B02, S01, 1
B02, Trade, 4230459.993, 75, B02, S01, 1
B02, Trade, 4231317.043, 76, B02, S01, 1
B02, Trade, 4231627.293, 76, B02, S01, 1
B02, Trade, 4231664.693, 76, B02, S01, 1
B02, Trade, 4231697.543, 75, B02, S01, 1
B02, Trade, 4231821.193, 76, B02, S01, 1
B02, Trade, 4231989.143, 76, B02, S01, 1
B02, Trade, 4232007.943, 75, B02, S01, 1
B02, Trade, 4232165.993, 76, B02, S01, 1
B02, Trade, 4232201.893, 75, B02, S01, 1
B02, Trade, 4232387.043, 76, B02, S01, 1
B02, Trade, 4232423.643, 76, B02, S01, 1
B02, Trade, 4232518.793, 76, B02, S01, 1
B02, Trade, 4232709.343, 76, B02, S01, 1
B02, Trade, 4233358.143, 76, B02, S01, 1
B02, Trade, 4233531.443, 76, B02, S01, 1
B02, Trade, 4233593.343, 76, B02, S01, 1
B02, Trade, 4240000.343, 76, B02, S01, 1
B02, Trade, 4241252.743, 75, B02, S01, 1
B02, Trade, 4241268.743, 75, B02, S01, 1
B02, Trade, 4241452.143, 74, B02, S01, 1
B02, Trade, 4241656.843, 74, B02, S01, 1
B02, Trade, 4241977.643, 71, S01, B02, 1
B02, Trade, 4242469.243, 73, S01, B02, 1
B02, Trade, 4242872.843, 74, B02, S01, 1
B02, Trade, 4243199.943, 76, B02, S01, 1
B02, Trade, 4244918.843, 76, B02, S01, 1
B02, Trade, 4245229.593, 74, B02, S01, 1
B02, Trade, 4245392.893, 75, B02, S01, 1
B02, Trade, 4245716.243, 75, B02, S01, 1
B02, Trade, 4245832.593, 75, B02, S01, 1
B02, Trade, 4245868.743, 75, B02, S01, 1
B02, Trade, 4245902.793, 74, B02, S01, 1
B02, Trade, 4246239.243, 76, B02, S01, 1
B02, Trade, 4246271.443, 75, B02, S01, 1
B02, Trade, 4246302.793, 75, B02, S01, 1
B02, Trade, 4246586.593, 75, B02, S01, 1
B02, Trade, 4246787.493, 72, S01, B02, 1
B02, Trade, 4246849.193, 68, S01, B02, 1
B02, Trade, 4248569.493, 76, B02, S01, 1
B02, Trade, 4252747.743, 76, B02, S01, 1
B02, Trade, 4255259.793, 76, B02, S01, 1
B02, Trade, 4255329.943, 76, B02, S01, 1
B02, Trade, 4255461.743, 74, B02, S01, 1
B02, Trade, 4256449.343, 76, B02, S01, 1
B02, Trade, 4257198.593, 74, B02, S01, 1
B02, Trade, 4257395.143, 75, B02, S01, 1
B02, Trade, 4258186.993, 76, B02, S01, 1
B02, Trade, 4258281.793, 76, B02, S01, 1
B02, Trade, 4258374.593, 73, S01, B02, 1
B02, Trade, 4258494.943, 76, B02, S01, 1
B02, Trade, 4259145.343, 76, B02, S01, 1
B02, Trade, 4259883.593, 76, B02, S01, 1
B02, Trade, 4261226.843, 76, B02, S01, 1
B02, Trade, 4262076.643, 76, B02, S01, 1
B02, Trade, 4262826.443, 75, B02, S01, 1
B02, Trade, 4266659.543, 76, B02, S01, 1
