B00, 100
B00, Trade, 4319112.843, 94, S06, B00, 1
B00, Trade, 4319119.893, 107, B00, S03, 1
B00, Trade, 4319127.443, 127, B00, S06, 1
B00, Trade, 4319145.843, 121, B00, S07, 1
B00, Trade, 4319154.743, 112, S01, B00, 1
B00, Trade, 4319162.743, 81, S09, B00, 1
B00, Trade, 4319167.293, 113, B00, S06, 1
B00, Trade, 4319192.793, 99, B00, S00, 1
B00, Trade, 4319206.443, 66, B00, S08, 1
B00, Trade, 4319217.593, 119, B00, S03, 1
B00, Trade, 4319226.293, 126, B00, S03, 1
B00, Trade, 4319230.193, 89, B00, S08, 1
B00, Trade, 4319236.643, 80, B00, S05, 1
B00, Trade, 4319239.293, 117, B00, S07, 1
B00, Trade, 4319252.943, 128, B00, S04, 1
B00, Trade, 4319262.593, 85, B00, S01, 1
B00, Trade, 4319265.393, 114, B00, S03, 1
B00, Trade, 4319271.143, 117, B00, S03, 1
B00, Trade, 4319279.843, 105, B00, S01, 1
B00, Trade, 4319291.793, 102, B00, S01, 1
B00, Trade, 4319308.443, 125, B00, S00, 1
B00, Trade, 4319319.993, 104, S01, B00, 1
B00, Trade, 4319337.243, 126, B00, S09, 1
B00, Trade, 4319341.643, 119, B00, S05, 1
B00, Trade, 4319344.893, 134, B00, S02, 1
B00, Trade, 4319352.243, 92, B00, S08, 1
B00, Trade, 4319372.293, 103, B00, S05, 1
B00, Trade, 4319384.043, 93, S07, B00, 1
B00, Trade, 4319389.343, 98, B00, S09, 1
B00, Trade, 4319391.443, 61, S07, B00, 1
B00, Trade, 4319398.443, 82, S02, B00, 1
B00, Trade, 4319420.343, 103, S01, B00, 1
B00, Trade, 4319430.593, 93, B00, S00, 1
B00, Trade, 4319439.893, 94, B00, S08, 1
B00, Trade, 4319461.893, 98, B00, S00, 1
B00, Trade, 4319467.293, 95, B00, S05, 1
B00, Trade, 4319469.493, 119, B00, S01, 1
B00, Trade, 4319478.393, 98, B00, S05, 1
B00, Trade, 4319485.993, 104, B00, S03, 1
B00, Trade, 4319487.693, 77, S06, B00, 1
B00, Trade, 4319494.943, 129, B00, S00, 1
B00, Trade, 4319503.093, 109, B00, S06, 1
B00, Trade, 4319507.693, 90, S06, B00, 1
B00, Trade, 4319517.943, 115, S01, B00, 1
B00, Trade, 4319520.343, 120, B00, S08, 1
B00, Trade, 4319524.193, 85, B00, S05, 1
B00, Trade, 4319535.793, 113, B00, S03, 1
B00, Trade, 4319546.693, 97, B00, S01, 1
B00, Trade, 4319557.093, 127, B00, S06, 1
B00, Trade, 4319565.893, 92, B00, S02, 1
B00, Trade, 4319579.943, 75, B00, S02, 1
B00, Trade, 4319583.043, 116, B00, S07, 1
B00, Trade, 4319585.143, 115, B00, S03, 1
B00, Trade, 4319597.243, 108, B00, S08, 1
B00, Trade, 4319600.493, 71, S00, B00, 1
B00, Trade, 4319605.793, 101, B00, S02, 1
B00, Trade, 4319615.543, 95, S05, B00, 1
B00, Trade, 4319620.893, 102, S04, B00, 1
B00, Trade, 4319627.343, 109, B00, S06, 1
B00, Trade, 4319632.393, 107, B00, S01, 1
B00, Trade, 4319638.793, 82, S05, B00, 1
B00, Trade, 4319642.193, 88, B00, S05, 1
B00, Trade, 4319648.043, 73, S03, B00, 1
B00, Trade, 4319666.743, 100, S05, B00, 1
B00, Trade, 4319672.543, 126, B00, S02, 1
B00, Trade, 4319682.193, 84, S09, B00, 1
B00, Trade, 4319691.543, 115, B00, S04, 1
B00, Trade, 4319733.493, 94, B00, S04, 1
B00, Trade, 4319735.043, 108, B00, S01, 1
B00, Trade, 4319741.693, 85, B00, S08, 1
B00, Trade, 4319761.293, 66, B00, S00, 1
B00, Trade, 4319764.393, 109, S09, B00, 1
B00, Trade, 4319775.543, 119, B00, S07, 1
B00, Trade, 4319784.393, 95, B00, S04, 1
B00, Trade, 4319786.043, 78, B00, S00, 1
B00, Trade, 4319792.093, 108, B00, S07, 1
B00, Trade, 4319817.893, 130, B00, S00, 1
B00, Trade, 4319827.943, 72, S00, B00, 1
B00, Trade, 4319835.643, 122, B00, S05, 1
B00, Trade, 4319840.143, 89, B00, S00, 1
B00, Trade, 4319855.193, 69, B00, S00, 1
B00, Trade, 4319859.493, 109, S08, B00, 1
B00, Trade, 4319867.793, 101, B00, S05, 1
B00, Trade, 4319872.893, 104, B00, S03, 1
B00, Trade, 4319874.793, 128, B00, S01, 1
B00, Trade, 4319880.843, 75, S00, B00, 1
B00, Trade, 4319886.693, 105, B00, S00, 1
B00, Trade, 4319907.043, 99, B00, S02, 1
B00, Trade, 4319916.993, 100, B00, S08, 1
B00, Trade, 4319918.993, 117, S09, B00, 1
B00, Trade, 4319922.093, 123, B00, S00, 1
B00, Trade, 4319930.243, 118, B00, S00, 1
B00, Trade, 4319934.393, 104, B00, S08, 1
B00, Trade, 4319936.843, 109, B00, S09, 1
B00, Trade, 4319948.843, 123, B00, S05, 1
B00, Trade, 4319961.843, 133, B00, S03, 1
B00, Trade, 4319964.693, 123, B00, S02, 1
B00, Trade, 4319968.793, 122, B00, S03, 1
B00, Trade, 4319984.743, 75, S06, B00, 1
B00, Trade, 4319988.243, 85, B00, S03, 1
B01, 100
B01, Trade, 4319151.643, 110, B01, S00, 1
B01, Trade, 4319159.593, 75, B01, S00, 1
B01, Trade, 4319168.593, 111, B01, S03, 1
B01, Trade, 4319190.943, 87, B01, S03, 1
B01, Trade, 4319198.693, 78, S01, B01, 1
B01, Trade, 4319200.543, 60, S00, B01, 1
B01, Trade, 4319215.743, 92, B01, S08, 1
B01, Trade, 4319220.243, 109, B01, S00, 1
B01, Trade, 4319228.193, 106, B01, S03, 1
B01, Trade, 4319231.843, 104, B01, S05, 1
B01, Trade, 4319241.493, 109, B01, S02, 1
B01, Trade, 4319250.393, 93, S04, B01, 1
B01, Trade, 4319264.043, 79, S07, B01, 1
B01, Trade, 4319272.393, 105, B01, S06, 1
B01, Trade, 4319280.643, 123, S06, B01, 1
B01, Trade, 4319284.543, 87, B01, S09, 1
B01, Trade, 4319290.993, 80, B01, S00, 1
B01, Trade, 4319299.243, 113, B01, S01, 1
B01, Trade, 4319306.643, 93, B01, S06, 1
B01, Trade, 4319311.393, 83, B01, S01, 1
B01, Trade, 4319320.193, 96, B01, S03, 1
B01, Trade, 4319328.243, 125, B01, S07, 1
B01, Trade, 4319331.643, 110, B01, S02, 1
B01, Trade, 4319336.743, 85, B01, S04, 1
B01, Trade, 4319341.893, 99, B01, S06, 1
B01, Trade, 4319349.743, 115, B01, S03, 1
B01, Trade, 4319352.743, 80, B01, S07, 1
B01, Trade, 4319365.243, 104, B01, S08, 1
B01, Trade, 4319371.943, 112, B01, S00, 1
B01, Trade, 4319376.043, 93, B01, S06, 1
B01, Trade, 4319382.743, 91, B01, S00, 1
B01, Trade, 4319396.093, 109, B01, S03, 1
B01, Trade, 4319403.143, 73, B01, S00, 1
B01, Trade, 4319409.143, 97, B01, S09, 1
B01, Trade, 4319414.343, 87, S01, B01, 1
B01, Trade, 4319419.093, 105, B01, S00, 1
B01, Trade, 4319429.793, 73, B01, S05, 1
B01, Trade, 4319434.443, 87, B01, S08, 1
B01, Trade, 4319436.343, 90, B01, S05, 1
B01, Trade, 4319442.643, 90, B01, S04, 1
B01, Trade, 4319453.293, 114, B01, S00, 1
B01, Trade, 4319460.593, 107, B01, S04, 1
B01, Trade, 4319470.043, 114, B01, S02, 1
B01, Trade, 4319495.243, 110, B01, S04, 1
B01, Trade, 4319508.193, 78, B01, S00, 1
B01, Trade, 4319512.243, 115, B01, S06, 1
B01, Trade, 4319516.443, 89, B01, S00, 1
B01, Trade, 4319519.593, 68, B01, S01, 1
B01, Trade, 4319526.293, 94, B01, S00, 1
B01, Trade, 4319534.593, 111, B01, S02, 1
B01, Trade, 4319537.543, 104, B01, S00, 1
B01, Trade, 4319544.493, 124, B01, S02, 1
B01, Trade, 4319556.643, 101, B01, S05, 1
B01, Trade, 4319564.793, 120, B01, S08, 1
B01, Trade, 4319570.243, 73, B01, S06, 1
B01, Trade, 4319584.393, 74, B01, S09, 1
B01, Trade, 4319590.293, 67, B01, S03, 1
B01, Trade, 4319599.593, 82, B01, S06, 1
B01, Trade, 4319604.193, 82, B01, S03, 1
B01, Trade, 4319610.243, 117, B01, S01, 1
B01, Trade, 4319617.793, 98, B01, S01, 1
B01, Trade, 4319624.343, 114, B01, S05, 1
B01, Trade, 4319630.893, 119, B01, S01, 1
