B00, 100
B00, Trade, 4319442.993, 61, S09, B00, 1
B00, Trade, 4319452.843, 137, B00, S01, 1
B00, Trade, 4319465.043, 139, B00, S09, 1
B00, Trade, 4319470.143, 140, B00, S02, 1
B00, Trade, 4319472.493, 140, B00, S07, 1
B00, Trade, 4319480.943, 140, B00, S07, 1
B00, Trade, 4319483.293, 140, B00, S08, 1
B00, Trade, 4319488.793, 140, B00, S04, 1
B00, Trade, 4319494.043, 139, B00, S03, 1
B00, Trade, 4319498.993, 133, S04, B00, 1
B00, Trade, 4319501.993, 139, B00, S02, 1
B00, Trade, 4319511.943, 140, B00, S06, 1
B00, Trade, 4319518.443, 60, S05, B00, 1
B00, Trade, 4319521.693, 61, S08, B00, 1
B00, Trade, 4319529.593, 60, S06, B00, 1
B00, Trade, 4319533.193, 62, S08, B00, 1
B00, Trade, 4319543.443, 60, S07, B00, 1
B00, Trade, 4319545.143, 63, S08, B00, 1
B00, Trade, 4319549.943, 64, S08, B00, 1
B00, Trade, 4319556.943, 72, S01, B00, 1
B00, Trade, 4319557.643, 60, S07, B00, 1
B00, Trade, 4319563.193, 61, S05, B00, 1
B00, Trade, 4319572.043, 140, B00, S07, 1
B00, Trade, 4319574.493, 140, B00, S09, 1
B00, Trade, 4319582.443, 138, B00, S02, 1
B00, Trade, 4319590.693, 139, B00, S02, 1
B00, Trade, 4319594.493, 139, B00, S03, 1
B00, Trade, 4319603.043, 137, B00, S07, 1
B00, Trade, 4319609.443, 66, S08, B00, 1
B00, Trade, 4319611.843, 140, B00, S01, 1
B00, Trade, 4319618.993, 138, B00, S00, 1
B00, Trade, 4319621.643, 137, S04, B00, 1
B00, Trade, 4319624.443, 140, B00, S08, 1
B00, Trade, 4319632.793, 137, B00, S00, 1
B00, Trade, 4319639.593, 139, B00, S01, 1
B00, Trade, 4319642.293, 138, B00, S05, 1
B00, Trade, 4319648.743, 140, B00, S07, 1
B00, Trade, 4319652.243, 138, B00, S09, 1
B00, Trade, 4319660.893, 140, B00, S01, 1
B00, Trade, 4319664.193, 139, B00, S01, 1
B00, Trade, 4319668.293, 139, B00, S05, 1
B00, Trade, 4319678.343, 140, B00, S09, 1
B00, Trade, 4319684.393, 140, B00, S02, 1
B00, Trade, 4319689.693, 140, B00, S00, 1
B00, Trade, 4319693.593, 140, B00, S09, 1
B00, Trade, 4319699.993, 138, B00, S00, 1
B00, Trade, 4319705.343, 140, B00, S07, 1
B00, Trade, 4319709.643, 69, S02, B00, 1
B00, Trade, 4319714.393, 61, S09, B00, 1
B00, Trade, 4319718.893, 124, S01, B00, 1
B00, Trade, 4319725.293, 140, B00, S03, 1
B00, Trade, 4319727.143, 140, B00, S08, 1
B00, Trade, 4319733.243, 140, B00, S08, 1
B00, Trade, 4319739.593, 139, B00, S08, 1
B00, Trade, 4319743.443, 140, B00, S03, 1
B00, Trade, 4319747.993, 139, B00, S07, 1
B00, Trade, 4319755.843, 138, B00, S09, 1
B00, Trade, 4319758.193, 140, B00, S09, 1
B00, Trade, 4319763.393, 60, S00, B00, 1
B00, Trade, 4319777.643, 139, B00, S05, 1
B00, Trade, 4319782.493, 140, B00, S00, 1
B00, Trade, 4319787.193, 62, S02, B00, 1
B00, Trade, 4319793.043, 60, S08, B00, 1
B00, Trade, 4319798.493, 64, S07, B00, 1
B00, Trade, 4319807.043, 140, B00, S01, 1
B00, Trade, 4319810.143, 65, S05, B00, 1
B00, Trade, 4319812.093, 66, S02, B00, 1
B00, Trade, 4319820.893, 137, B00, S03, 1
B00, Trade, 4319823.293, 139, B00, S09, 1
B00, Trade, 4319832.943, 104, S01, B00, 1
B00, Trade, 4319838.893, 139, B00, S08, 1
B00, Trade, 4319843.843, 140, B00, S00, 1
B00, Trade, 4319846.793, 140, B00, S01, 1
B00, Trade, 4319853.343, 140, B00, S05, 1
B00, Trade, 4319859.343, 139, B00, S02, 1
B00, Trade, 4319868.543, 140, B00, S00, 1
B00, Trade, 4319871.843, 63, S05, B00, 1
B00, Trade, 4319880.293, 60, S09, B00, 1
B00, Trade, 4319885.543, 140, B00, S01, 1
B00, Trade, 4319898.893, 140, B00, S01, 1
B00, Trade, 4319900.693, 140, B00, S02, 1
B00, Trade, 4319906.343, 140, B00, S07, 1
B00, Trade, 4319909.643, 139, B00, S02, 1
B00, Trade, 4319916.493, 140, B00, S01, 1
B00, Trade, 4319925.343, 140, B00, S05, 1
B00, Trade, 4319926.543, 60, S00, B00, 1
B00, Trade, 4319934.393, 60, S09, B00, 1
B00, Trade, 4319940.143, 65, S02, B00, 1
B00, Trade, 4319941.193, 62, S01, B00, 1
B00, Trade, 4319949.043, 60, S08, B00, 1
B00, Trade, 4319953.193, 63, S02, B00, 1
B00, Trade, 4319959.693, 60, S06, B00, 1
B00, Trade, 4319962.193, 60, S00, B00, 1
B00, Trade, 4319968.993, 140, B00, S08, 1
B00, Trade, 4319972.193, 64, S08, B00, 1
B00, Trade, 4319978.943, 137, B00, S09, 1
B00, Trade, 4319983.893, 62, S09, B00, 1
B00, Trade, 4319987.943, 70, S01, B00, 1
B00, Trade, 4319993.543, 140, B00, S02, 1
B00, Trade, 4319997.043, 139, B00, S09, 1
B01, 100
B01, Trade, 4319354.893, 60, S06, B01, 1
B01, Trade, 4319361.293, 60, S08, B01, 1
B01, Trade, 4319365.943, 63, S01, B01, 1
B01, Trade, 4319373.793, 61, S02, B01, 1
B01, Trade, 4319374.693, 62, S00, B01, 1
B01, Trade, 4319383.643, 64, S09, B01, 1
B01, Trade, 4319384.543, 63, S00, B01, 1
B01, Trade, 4319389.393, 60, S05, B01, 1
B01, Trade, 4319399.993, 139, B01, S02, 1
B01, Trade, 4319405.193, 60, S02, B01, 1
B01, Trade, 4319411.843, 67, S05, B01, 1
B01, Trade, 4319416.893, 86, B01, S02, 1
B01, Trade, 4319422.843, 62, S09, B01, 1
B01, Trade, 4319430.993, 140, B01, S01, 1
B01, Trade, 4319447.393, 109, B01, S07, 1
B01, Trade, 4319455.243, 131, B01, S05, 1
B01, Trade, 4319459.293, 60, S09, B01, 1
B01, Trade, 4319463.493, 61, S00, B01, 1
B01, Trade, 4319477.043, 126, B01, S06, 1
B01, Trade, 4319486.143, 104, B01, S01, 1
B01, Trade, 4319489.793, 104, B01, S05, 1
B01, Trade, 4319492.043, 138, B01, S05, 1
B01, Trade, 4319499.743, 73, S01, B01, 1
B01, Trade, 4319502.443, 136, B01, S06, 1
B01, Trade, 4319514.943, 118, B01, S08, 1
B01, Trade, 4319519.193, 72, S00, B01, 1
B01, Trade, 4319526.243, 61, S06, B01, 1
B01, Trade, 4319530.943, 68, S02, B01, 1
B01, Trade, 4319537.243, 84, B01, S02, 1
B01, Trade, 4319538.493, 137, B01, S07, 1
B01, Trade, 4319544.693, 67, S09, B01, 1
B01, Trade, 4319552.443, 85, S01, B01, 1
B01, Trade, 4319556.043, 62, S05, B01, 1
B01, Trade, 4319560.293, 85, S01, B01, 1
B01, Trade, 4319565.393, 60, S00, B01, 1
B01, Trade, 4319570.543, 140, B01, S05, 1
B01, Trade, 4319575.593, 131, B01, S07, 1
B01, Trade, 4319585.843, 95, S01, B01, 1
B01, Trade, 4319592.693, 140, B01, S01, 1
B01, Trade, 4319597.993, 136, B01, S03, 1
B01, Trade, 4319603.493, 129, B01, S06, 1
B01, Trade, 4319607.143, 82, S01, B01, 1
B01, Trade, 4319619.843, 139, B01, S05, 1
B01, Trade, 4319631.193, 124, B01, S05, 1
B01, Trade, 4319636.593, 131, B01, S03, 1
B01, Trade, 4319644.143, 112, B01, S07, 1
B01, Trade, 4319650.193, 130, B01, S01, 1
B01, Trade, 4319653.143, 68, S02, B01, 1
B01, Trade, 4319668.743, 128, B01, S09, 1
B01, Trade, 4319674.043, 140, B01, S00, 1
B01, Trade, 4319679.443, 140, B01, S00, 1
B01, Trade, 4319680.443, 122, B01, S06, 1
B01, Trade, 4319693.293, 139, B01, S07, 1
B01, Trade, 4319700.443, 127, B01, S07, 1
B01, Trade, 4319705.393, 136, B01, S05, 1
B01, Trade, 4319707.993, 66, S08, B01, 1
B01, Trade, 4319714.893, 99, S03, B01, 1
B01, Trade, 4319715.093, 61, S00, B01, 1
B01, Trade, 4319728.043, 81, B01, S05, 1
B01, Trade, 4319728.793, 113, B01, S06, 1
B01, Trade, 4319736.943, 75, B01, S07, 1
B01, Trade, 4319739.493, 140, B01, S00, 1
B01, Trade, 4319744.693, 139, B01, S01, 1
B01, Trade, 4319750.643, 134, B01, S00, 1
B01, Trade, 4319762.043, 63, S07, B01, 1
B01, Trade, 4319772.893, 138, B01, S09, 1
B01, Trade, 4319779.893, 134, B01, S02, 1
B01, Trade, 4319787.593, 66, S00, B01, 1
B01, Trade, 4319791.093, 62, S08, B01, 1
B01, Trade, 4319794.143, 63, S02, B01, 1
B01, Trade, 4319801.493, 60, S08, B01, 1
B01, Trade, 4319804.293, 69, S09, B01, 1
B01, Trade, 4319810.343, 67, S00, B01, 1
B01, Trade, 4319817.093, 64, S02, B01, 1
B01, Trade, 4319827.093, 135, B01, S03, 1
B01, Trade, 4319832.343, 60, S09, B01, 1
B01, Trade, 4319832.593, 65, S07, B01, 1
B01, Trade, 4319848.893, 128, B01, S00, 1
B01, Trade, 4319854.243, 126, B01, S06, 1
B01, Trade, 4319860.293, 60, S05, B01, 1
B01, Trade, 4319866.343, 111, B01, S02, 1
B01, Trade, 4319872.743, 94, S01, B01, 1
B01, Trade, 4319877.143, 74, S06, B01, 1
B01, Trade, 4319885.393, 74, S06, B01, 1
B01, Trade, 4319895.393, 105, B01, S00, 1
B01, Trade, 4319901.593, 114, B01, S05, 1
B01, Trade, 4319909.743, 137, B01, S01, 1
B01, Trade, 4319916.943, 139, B01, S02, 1
B01, Trade, 4319926.043, 131, B01, S02, 1
B01, Trade, 4319927.543, 62, S08, B01, 1
B01, Trade, 4319934.993, 69, S08, B01, 1
B01, Trade, 4319942.493, 71, S06, B01, 1
B01, Trade, 4319947.143, 60, S00, B01, 1
B01, Trade, 4319956.143, 61, S06, B01, 1
B01, Trade, 4319965.043, 65, S06, B01, 1
B01, Trade, 4319969.943, 138, B01, S09, 1
B01, Trade, 4319974.543, 130, B01, S03, 1
B01, Trade, 4319980.693, 73, S01, B01, 1
B01, Trade, 4319989.093, 60, S00, B01, 1
B01, Trade, 4319994.543, 136, B01, S03, 1
B02, 100
B02, Trade, 4319139.143, 122, B02, S09, 1
B02, Trade, 4319159.443, 106, B02, S04, 1
B02, Trade, 4319164.343, 122, B02, S05, 1
B02, Trade, 4319197.543, 60, S07, B02, 1
B02, Trade, 4319204.893, 90, B02, S00, 1
B02, Trade, 4319209.793, 62, S00, B02, 1
B02, Trade, 4319217.043, 62, S01, B02, 1
B02, Trade, 4319220.343, 60, S02, B02, 1
B02, Trade, 4319227.043, 63, S00, B02, 1
B02, Trade, 4319233.043, 75, B02, S08, 1
B02, Trade, 4319237.493, 61, S06, B02, 1
B02, Trade, 4319243.043, 93, S01, B02, 1
