B00, 100
B00, Trade, 445091.750, 60, B00, S00, 1
B00, Trade, 469320.750, 60, S00, B00, 1
B00, Trade, 474229.800, 60, S00, B00, 1
B00, Trade, 475267.000, 60, B00, S00, 1
B00, Trade, 476341.350, 60, B00, S00, 1
B00, Trade, 476686.350, 60, B00, S00, 1
B00, Trade, 477625.600, 60, B00, S00, 1
B00, Trade, 478906.000, 60, B00, S00, 1
B00, Trade, 481516.350, 60, B00, S00, 1
B00, Trade, 481975.000, 60, B00, S00, 1
B00, Trade, 481986.750, 60, B00, S00, 1
B00, Trade, 482101.300, 60, B00, S00, 1
B00, Trade, 560170.600, 60, B00, S00, 1
B00, Trade, 561759.050, 60, B00, S00, 1
B00, Trade, 561932.200, 60, B00, S00, 1
B00, Trade, 562328.400, 60, B00, S00, 1
B00, Trade, 562584.450, 60, B00, S00, 1
B00, Trade, 562674.450, 60, B00, S00, 1
B00, Trade, 562920.650, 60, B00, S00, 1
B00, Trade, 563339.450, 60, B00, S00, 1
B00, Trade, 565280.700, 60, B00, S00, 1
B00, Trade, 565567.500, 60, B00, S00, 1
B00, Trade, 566105.400, 60, B00, S00, 1
B00, Trade, 566999.600, 60, B00, S00, 1
B00, Trade, 567848.850, 60, B00, S00, 1
B00, Trade, 567936.700, 60, B00, S00, 1
B00, Trade, 568073.850, 60, B00, S00, 1
B00, Trade, 568571.000, 60, B00, S00, 1
B00, Trade, 568751.000, 60, B00, S00, 1
B00, Trade, 575154.900, 60, B00, S00, 1
B00, Trade, 583722.400, 60, B00, S00, 1
B00, Trade, 587342.850, 60, B00, S00, 1
B00, Trade, 587544.650, 60, B00, S00, 1
B00, Trade, 587712.850, 60, S00, B00, 1
B00, Trade, 589958.250, 60, B00, S00, 1
B00, Trade, 594409.300, 60, B00, S00, 1
B00, Trade, 600272.850, 60, S00, B00, 1
B00, Trade, 604883.700, 60, B00, S00, 1
B00, Trade, 706598.500, 60, B00, S00, 1
B00, Trade, 708346.350, 60, B00, S00, 1
B00, Trade, 715186.300, 60, S00, B00, 1
B00, Trade, 749625.900, 60, B00, S00, 1
B00, Trade, 750399.300, 60, S00, B00, 1
B00, Trade, 752014.750, 60, B00, S00, 1
B00, Trade, 752114.150, 60, B00, S00, 1
B00, Trade, 752852.850, 60, B00, S00, 1
B00, Trade, 752986.350, 60, B00, S00, 1
B00, Trade, 753446.550, 60, B00, S00, 1
B00, Trade, 753584.800, 60, B00, S00, 1
B00, Trade, 753985.200, 60, B00, S00, 1
B00, Trade, 754759.350, 60, B00, S00, 1
B00, Trade, 755781.950, 60, B00, S00, 1
B00, Trade, 755829.750, 60, B00, S00, 1
B00, Trade, 792196.000, 60, B00, S00, 1
B00, Trade, 792478.750, 60, B00, S00, 1
B00, Trade, 792680.250, 60, B00, S00, 1
B00, Trade, 793037.450, 60, S00, B00, 1
B00, Trade, 793430.400, 60, B00, S00, 1
B00, Trade, 793649.200, 60, B00, S00, 1
B00, Trade, 793868.950, 60, S00, B00, 1
B00, Trade, 793899.150, 60, B00, S00, 1
B00, Trade, 794171.900, 60, B00, S00, 1
B00, Trade, 794228.800, 60, B00, S00, 1
B00, Trade, 794672.700, 60, B00, S00, 1
B00, Trade, 795682.000, 60, B00, S00, 1
B00, Trade, 795716.850, 60, B00, S00, 1
B00, Trade, 795951.400, 60, B00, S00, 1
B00, Trade, 796281.350, 60, B00, S00, 1
B00, Trade, 796560.400, 60, B00, S00, 1
B00, Trade, 796652.700, 60, B00, S00, 1
B00, Trade, 797046.450, 60, B00, S00, 1
B00, Trade, 797164.450, 60, B00, S00, 1
B00, Trade, 797492.650, 60, B00, S00, 1
B00, Trade, 798498.550, 60, B00, S00, 1
B00, Trade, 798603.300, 60, B00, S00, 1
B00, Trade, 798792.750, 60, B00, S00, 1
B00, Trade, 798859.300, 60, B00, S00, 1
B00, Trade, 798909.850, 60, B00, S00, 1
B00, Trade, 913142.300, 60, B00, S00, 1
B00, Trade, 1063999.200, 60, B00, S00, 1
B00, Trade, 1196229.701, 60, S00, B00, 1
B00, Trade, 1245753.151, 60, B00, S00, 1
B00, Trade, 1280872.201, 60, B00, S00, 1
B00, Trade, 1531129.201, 60, B00, S00, 1
B00, Trade, 1531350.551, 60, B00, S00, 1
B00, Trade, 1539302.951, 60, B00, S00, 1
B00, Trade, 1566987.801, 60, B00, S00, 1
