B00, 0
B01, 0
B02, 17
B02, Trade, 155520.300, 76, B02, S01, 1
B02, Trade, 155544.700, 75, B02, S01, 1
B02, Trade, 156395.000, 76, B02, S01, 1
B02, Trade, 159058.400, 76, B02, S01, 1
B02, Trade, 191657.000, 76, B02, S01, 1
B02, Trade, 433055.100, 76, B02, S01, 1
B02, Trade, 649545.250, 75, B02, S01, 1
B02, Trade, 791085.950, 76, B02, S01, 1
B02, Trade, 951978.300, 76, S01, B02, 1
B02, Trade, 952991.300, 76, S01, B02, 1
B02, Trade, 953761.100, 72, S01, B02, 1
B02, Trade, 997163.050, 76, S01, B02, 1
B02, Trade, 1004069.200, 76, S01, B02, 1
B02, Trade, 2089582.701, 76, B02, S01, 1
B02, Trade, 2598508.950, 75, S01, B02, 1
B02, Trade, 2667491.399, 76, B02, S01, 1
B02, Trade, 3059299.048, 76, B02, S01, 1
B03, 100
B03, Trade, 4272133.743, 78, B03, S02, 1
B03, Trade, 4272215.093, 86, B03, S02, 1
B03, Trade, 4272383.293, 86, B03, S02, 1
B03, Trade, 4272674.093, 86, B03, S02, 1
B03, Trade, 4272715.593, 86, B03, S02, 1
B03, Trade, 4273430.893, 86, B03, S02, 1
B03, Trade, 4274068.243, 86, B03, S02, 1
B03, Trade, 4274388.343, 86, B03, S02, 1
B03, Trade, 4274497.343, 86, B03, S02, 1
B03, Trade, 4274515.793, 86, B03, S02, 1
B03, Trade, 4274893.193, 86, B03, S02, 1
B03, Trade, 4275519.693, 86, B03, S02, 1
B03, Trade, 4275963.193, 86, B03, S02, 1
B03, Trade, 4276560.843, 86, B03, S02, 1
B03, Trade, 4284370.243, 86, B03, S02, 1
B03, Trade, 4284712.493, 85, B03, S02, 1
B03, Trade, 4284795.593, 86, B03, S02, 1
B03, Trade, 4285014.443, 86, B03, S02, 1
B03, Trade, 4285042.843, 86, B03, S02, 1
B03, Trade, 4285201.493, 84, B03, S02, 1
B03, Trade, 4285403.393, 86, B03, S02, 1
B03, Trade, 4285581.593, 86, B03, S02, 1
B03, Trade, 4286162.043, 86, B03, S02, 1
B03, Trade, 4286204.543, 86, B03, S02, 1
B03, Trade, 4286662.043, 86, B03, S02, 1
B03, Trade, 4286794.543, 86, B03, S02, 1
B03, Trade, 4286819.043, 86, B03, S02, 1
B03, Trade, 4287004.843, 86, B03, S02, 1
B03, Trade, 4287352.143, 85, B03, S02, 1
B03, Trade, 4287387.943, 86, B03, S03, 1
B03, Trade, 4288313.593, 85, B03, S02, 1
B03, Trade, 4288574.643, 86, B03, S02, 1
B03, Trade, 4288801.593, 86, B03, S02, 1
B03, Trade, 4289178.393, 86, B03, S02, 1
B03, Trade, 4289613.093, 85, B03, S02, 1
B03, Trade, 4289708.893, 86, B03, S02, 1
B03, Trade, 4289882.393, 84, B03, S02, 1
B03, Trade, 4290465.193, 86, B03, S02, 1
B03, Trade, 4290778.793, 86, B03, S02, 1
B03, Trade, 4290963.843, 77, S02, B03, 1
B03, Trade, 4291068.443, 86, B03, S02, 1
B03, Trade, 4291261.543, 86, B03, S02, 1
B03, Trade, 4291360.043, 85, B03, S02, 1
B03, Trade, 4291587.893, 86, B03, S02, 1
B03, Trade, 4291591.993, 86, B03, S02, 1
B03, Trade, 4292264.943, 85, B03, S02, 1
B03, Trade, 4292490.043, 86, B03, S02, 1
B03, Trade, 4292667.393, 86, B03, S02, 1
B03, Trade, 4292711.243, 86, B03, S02, 1
B03, Trade, 4292828.893, 86, B03, S02, 1
B03, Trade, 4293471.293, 86, B03, S02, 1
B03, Trade, 4293613.543, 86, B03, S02, 1
B03, Trade, 4293761.093, 86, B03, S02, 1
B03, Trade, 4294113.293, 86, B03, S02, 1
B03, Trade, 4294137.443, 83, S02, B03, 1
B03, Trade, 4294800.643, 86, B03, S02, 1
B03, Trade, 4294926.393, 86, B03, S02, 1
B03, Trade, 4295610.043, 85, B03, S02, 1
B03, Trade, 4296427.493, 86, B03, S02, 1
B03, Trade, 4296567.893, 86, B03, S02, 1
B03, Trade, 4296737.093, 86, B03, S02, 1
B03, Trade, 4297176.243, 86, B03, S02, 1
B03, Trade, 4297218.893, 86, B03, S02, 1
B03, Trade, 4297316.793, 86, B03, S02, 1
B03, Trade, 4297330.393, 86, B03, S02, 1
B03, Trade, 4297339.743, 84, B03, S02, 1
B03, Trade, 4297607.743, 86, B03, S02, 1
B03, Trade, 4298087.943, 86, B03, S02, 1
B03, Trade, 4298150.943, 86, B03, S02, 1
B03, Trade, 4298226.493, 85, B03, S02, 1
B03, Trade, 4298230.643, 77, S02, B03, 1
B03, Trade, 4305632.943, 86, B03, S02, 1
B03, Trade, 4305815.693, 84, S01, B03, 1
B03, Trade, 4306364.043, 86, B03, S02, 1
B03, Trade, 4306454.593, 86, B03, S02, 1
B03, Trade, 4307053.993, 86, B03, S02, 1
B03, Trade, 4307276.843, 86, B03, S02, 1
B03, Trade, 4307491.793, 86, B03, S02, 1
B03, Trade, 4307804.943, 86, B03, S02, 1
B03, Trade, 4307811.743, 82, S02, B03, 1
B03, Trade, 4307929.543, 86, B03, S02, 1
B03, Trade, 4308134.643, 86, B03, S02, 1
B03, Trade, 4308474.143, 86, B03, S02, 1
B03, Trade, 4308515.143, 86, B03, S02, 1
B03, Trade, 4308559.843, 85, B03, S02, 1
B03, Trade, 4308985.293, 85, B03, S02, 1
B03, Trade, 4309584.543, 84, B03, S02, 1
B03, Trade, 4309995.543, 85, B03, S02, 1
B03, Trade, 4310728.393, 86, B03, S02, 1
B03, Trade, 4311234.543, 86, B03, S02, 1
B03, Trade, 4311389.793, 86, B03, S02, 1
B03, Trade, 4312096.193, 86, B03, S02, 1
B03, Trade, 4312494.943, 86, B03, S02, 1
B03, Trade, 4312593.693, 84, B03, S02, 1
B03, Trade, 4312637.793, 84, B03, S02, 1
B03, Trade, 4312763.443, 80, S02, B03, 1
B03, Trade, 4313110.243, 86, B03, S00, 1
B03, Trade, 4316983.893, 86, B03, S03, 1
B03, Trade, 4316985.143, 86, B03, S01, 1
B03, Trade, 4319570.443, 85, B03, S02, 1
B04, 100
B04, Trade, 4319130.043, 95, B04, S04, 1
B04, Trade, 4319132.893, 95, B04, S01, 1
B04, Trade, 4319155.843, 95, S03, B04, 1
B04, Trade, 4319160.643, 95, B04, S02, 1
B04, Trade, 4319164.993, 95, B04, S04, 1
B04, Trade, 4319167.343, 95, B04, S02, 1
B04, Trade, 4319176.893, 92, B04, S02, 1
B04, Trade, 4319184.843, 93, S01, B04, 1
B04, Trade, 4319188.143, 93, S02, B04, 1
B04, Trade, 4319195.393, 92, B04, S02, 1
B04, Trade, 4319197.293, 92, B04, S03, 1
B04, Trade, 4319204.543, 90, S01, B04, 1
B04, Trade, 4319207.243, 91, S00, B04, 1
B04, Trade, 4319215.193, 95, S01, B04, 1
B04, Trade, 4319222.343, 95, B04, S00, 1
B04, Trade, 4319226.843, 95, B04, S00, 1
B04, Trade, 4319235.093, 95, B04, S01, 1
