B00, 7
B00, Trade, 2529973.500, 60, S00, B00, 1
B00, Trade, 2795051.449, 60, B00, S00, 1
B00, Trade, 2795809.399, 60, B00, S00, 1
B00, Trade, 2983690.348, 60, B00, S00, 1
B00, Trade, 2985540.948, 60, B00, S00, 1
B00, Trade, 3121160.748, 60, B00, S00, 1
B00, Trade, 3617982.646, 60, B00, S00, 1
B01, 100
B01, Trade, 4217502.493, 67, B01, S00, 1
B01, Trade, 4217519.843, 66, B01, S00, 1
B01, Trade, 4217870.243, 64, B01, S00, 1
B01, Trade, 4221605.893, 66, B01, S00, 1
B01, Trade, 4222104.093, 66, B01, S00, 1
B01, Trade, 4222606.543, 67, B01, S00, 1
B01, Trade, 4222914.343, 67, B01, S00, 1
B01, Trade, 4223124.843, 67, B01, S00, 1
B01, Trade, 4223806.593, 66, B01, S00, 1
B01, Trade, 4224452.093, 65, B01, S00, 1
B01, Trade, 4224978.593, 65, B01, S00, 1
B01, Trade, 4225838.443, 66, B01, S00, 1
B01, Trade, 4229040.093, 67, B01, S00, 1
B01, Trade, 4229390.143, 67, B01, S00, 1
B01, Trade, 4229850.043, 67, B01, S00, 1
B01, Trade, 4231348.693, 65, B01, S00, 1
B01, Trade, 4231404.443, 64, B01, S00, 1
B01, Trade, 4234180.093, 66, B01, S00, 1
B01, Trade, 4235958.543, 67, B01, S00, 1
B01, Trade, 4238282.593, 67, B01, S00, 1
B01, Trade, 4239697.143, 67, B01, S00, 1
B01, Trade, 4240315.493, 66, B01, S00, 1
B01, Trade, 4244001.593, 66, B01, S00, 1
B01, Trade, 4244092.743, 66, B01, S00, 1
B01, Trade, 4244642.893, 66, B01, S00, 1
B01, Trade, 4247864.543, 65, B01, S00, 1
B01, Trade, 4248002.393, 65, B01, S00, 1
B01, Trade, 4248069.443, 64, B01, S00, 1
B01, Trade, 4248942.743, 65, B01, S00, 1
B01, Trade, 4248954.493, 65, B01, S00, 1
B01, Trade, 4249776.443, 67, B01, S00, 1
B01, Trade, 4250233.143, 66, B01, S00, 1
B01, Trade, 4250376.343, 65, B01, S00, 1
B01, Trade, 4250552.843, 60, S00, B01, 1
B01, Trade, 4251139.543, 67, B01, S00, 1
B01, Trade, 4253397.343, 67, B01, S00, 1
B01, Trade, 4253545.043, 67, B01, S00, 1
B01, Trade, 4253812.743, 66, B01, S00, 1
B01, Trade, 4253847.093, 66, B01, S00, 1
B01, Trade, 4254149.443, 65, B01, S00, 1
B01, Trade, 4255364.343, 66, B01, S00, 1
B01, Trade, 4255551.393, 66, B01, S00, 1
B01, Trade, 4257896.793, 67, B01, S00, 1
B01, Trade, 4257995.193, 67, B01, S00, 1
B01, Trade, 4258346.043, 67, B01, S00, 1
B01, Trade, 4258378.343, 62, S00, B01, 1
B01, Trade, 4258888.243, 67, B01, S00, 1
B01, Trade, 4261866.343, 67, B01, S00, 1
B01, Trade, 4262603.643, 67, B01, S00, 1
B01, Trade, 4263131.293, 61, S00, B01, 1
B01, Trade, 4265029.343, 67, B01, S00, 1
B01, Trade, 4265360.143, 67, B01, S00, 1
B01, Trade, 4265524.093, 66, B01, S00, 1
B01, Trade, 4265540.743, 65, B01, S00, 1
B01, Trade, 4266817.293, 67, B01, S00, 1
B01, Trade, 4268105.143, 67, B01, S00, 1
B01, Trade, 4271189.493, 67, B01, S00, 1
B01, Trade, 4271450.693, 67, B01, S00, 1
B01, Trade, 4271705.993, 66, B01, S00, 1
B01, Trade, 4271829.493, 65, B01, S00, 1
B01, Trade, 4273524.793, 67, B01, S00, 1
B01, Trade, 4273822.643, 67, B01, S00, 1
B01, Trade, 4275003.143, 67, B01, S00, 1
B01, Trade, 4275142.343, 67, B01, S00, 1
B01, Trade, 4278579.193, 67, B01, S00, 1
B01, Trade, 4279090.943, 66, B01, S00, 1
B01, Trade, 4280529.793, 66, B01, S00, 1
B01, Trade, 4281206.693, 65, B01, S00, 1
B01, Trade, 4281883.843, 64, B01, S00, 1
B01, Trade, 4284584.143, 64, B01, S00, 1
B01, Trade, 4285961.493, 67, B01, S00, 1
B01, Trade, 4287806.093, 66, B01, S00, 1
B01, Trade, 4293161.593, 67, B01, S00, 1
B01, Trade, 4294041.243, 67, B01, S00, 1
B01, Trade, 4295308.393, 66, B01, S00, 1
B01, Trade, 4299591.993, 67, B01, S00, 1
B01, Trade, 4300035.593, 67, B01, S00, 1
B01, Trade, 4300472.643, 67, B01, S00, 1
B01, Trade, 4300645.093, 67, B01, S00, 1
B01, Trade, 4301315.243, 67, B01, S00, 1
B01, Trade, 4302942.843, 67, B01, S00, 1
B01, Trade, 4304833.993, 66, B01, S00, 1
B01, Trade, 4306380.543, 66, B01, S00, 1
B01, Trade, 4308778.143, 65, B01, S00, 1
B01, Trade, 4308854.593, 64, B01, S00, 1
B01, Trade, 4309547.543, 66, B01, S00, 1
B01, Trade, 4310033.443, 67, B01, S00, 1
B01, Trade, 4310051.493, 67, B01, S00, 1
B01, Trade, 4310066.743, 67, B01, S00, 1
B01, Trade, 4311373.493, 67, B01, S00, 1
B01, Trade, 4312718.593, 66, B01, S00, 1
B01, Trade, 4313653.193, 66, B01, S00, 1
B01, Trade, 4316571.343, 67, B01, S00, 1
B01, Trade, 4316887.843, 67, B01, S00, 1
B01, Trade, 4317942.893, 65, S00, B01, 1
B01, Trade, 4318415.643, 67, B01, S00, 1
B01, Trade, 4319127.793, 67, B01, S00, 1
B01, Trade, 4319157.843, 61, S00, B01, 1
B01, Trade, 4319833.043, 61, S00, B01, 1
B01, Trade, 4319982.243, 67, B01, S00, 1
B02, 100
B02, Trade, 4310212.443, 76, B02, S01, 1
B02, Trade, 4310255.943, 65, S00, B02, 1
B02, Trade, 4310337.343, 76, B02, S00, 1
B02, Trade, 4310375.193, 74, B02, S00, 1
B02, Trade, 4310394.493, 73, B02, S00, 1
B02, Trade, 4310408.143, 73, B02, S00, 1
B02, Trade, 4310442.193, 71, B02, S00, 1
B02, Trade, 4310500.893, 76, B02, S00, 1
B02, Trade, 4310614.243, 75, B02, S00, 1
B02, Trade, 4310865.443, 74, B02, S00, 1
B02, Trade, 4311169.193, 75, B02, S01, 1
B02, Trade, 4311193.393, 73, B02, S00, 1
B02, Trade, 4311364.593, 70, B02, S00, 1
B02, Trade, 4311580.993, 76, B02, S00, 1
B02, Trade, 4311650.593, 75, B02, S00, 1
B02, Trade, 4312307.943, 75, B02, S00, 1
B02, Trade, 4312402.143, 76, B02, S00, 1
B02, Trade, 4312914.393, 75, B02, S00, 1
B02, Trade, 4313051.743, 76, B02, S00, 1
B02, Trade, 4313243.843, 75, B02, S01, 1
B02, Trade, 4313270.643, 74, B02, S00, 1
B02, Trade, 4313387.493, 76, B02, S00, 1
B02, Trade, 4313443.993, 75, B02, S00, 1
B02, Trade, 4313456.693, 75, B02, S00, 1
B02, Trade, 4313468.493, 74, B02, S00, 1
B02, Trade, 4313512.893, 73, B02, S00, 1
B02, Trade, 4313555.393, 74, B02, S00, 1
B02, Trade, 4313577.193, 75, B02, S00, 1
B02, Trade, 4313629.643, 74, B02, S00, 1
B02, Trade, 4313649.743, 74, B02, S01, 1
B02, Trade, 4313712.943, 76, B02, S00, 1
B02, Trade, 4313744.093, 75, B02, S00, 1
B02, Trade, 4313908.393, 74, B02, S00, 1
B02, Trade, 4314046.043, 76, B02, S00, 1
B02, Trade, 4314051.343, 74, B02, S01, 1
B02, Trade, 4314080.243, 74, B02, S00, 1
B02, Trade, 4314241.993, 73, B02, S00, 1
B02, Trade, 4314345.843, 75, B02, S01, 1
B02, Trade, 4314365.543, 76, B02, S00, 1
B02, Trade, 4314371.193, 75, B02, S01, 1
B02, Trade, 4314393.193, 74, B02, S00, 1
B02, Trade, 4314427.043, 76, B02, S01, 1
B02, Trade, 4314448.593, 75, B02, S00, 1
B02, Trade, 4314572.493, 76, B02, S00, 1
B02, Trade, 4314725.993, 73, B02, S01, 1
B02, Trade, 4314882.293, 76, B02, S00, 1
B02, Trade, 4314918.143, 75, B02, S01, 1
B02, Trade, 4315013.943, 76, B02, S00, 1
B02, Trade, 4315379.793, 75, B02, S00, 1
B02, Trade, 4315563.893, 75, B02, S00, 1
B02, Trade, 4315685.243, 76, B02, S01, 1
B02, Trade, 4315692.943, 75, B02, S00, 1
B02, Trade, 4315708.093, 75, B02, S00, 1
B02, Trade, 4315740.193, 76, B02, S00, 1
B02, Trade, 4315800.493, 76, B02, S01, 1
B02, Trade, 4315830.593, 75, B02, S00, 1
B02, Trade, 4315841.043, 74, B02, S00, 1
B02, Trade, 4315879.693, 76, B02, S00, 1
B02, Trade, 4315938.393, 75, B02, S00, 1
B02, Trade, 4316016.393, 76, B02, S01, 1
B02, Trade, 4316218.793, 76, B02, S00, 1
B02, Trade, 4316305.293, 76, B02, S01, 1
B02, Trade, 4316447.243, 76, B02, S00, 1
B02, Trade, 4316557.093, 76, B02, S00, 1
B02, Trade, 4316595.993, 76, B02, S00, 1
B02, Trade, 4316646.593, 75, B02, S00, 1
B02, Trade, 4316703.593, 75, B02, S00, 1
B02, Trade, 4316712.093, 76, B02, S00, 1
B02, Trade, 4316736.343, 75, B02, S00, 1
B02, Trade, 4316808.443, 76, B02, S00, 1
B02, Trade, 4316986.093, 76, B02, S00, 1
B02, Trade, 4316997.743, 71, B02, S00, 1
