t=,1, id=,B00, PRDE,actvstrat=,-0.035928, actvprof=,0.000000, id=,B01, PRDE,actvstrat=,-0.152778, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,-0.107547, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,-0.762659, actvprof=,0.000000, id=,B04, PRDE,actvstrat=,0.018561, actvprof=,0.000000, id=,B05, PRDE,actvstrat=,0.620229, actvprof=,0.000000, id=,B06, PRDE,actvstrat=,-0.451457, actvprof=,0.000000, id=,B07, PRDE,actvstrat=,-0.619473, actvprof=,0.000000, id=,B08, PRDE,actvstrat=,0.001784, actvprof=,0.000000, id=,B09, PRDE,actvstrat=,0.796317, actvprof=,0.000000, id=,S00, PRDE,actvstrat=,0.375470, actvprof=,0.000000, id=,S01, PRDE,actvstrat=,-0.109513, actvprof=,0.000000, id=,S02, PRDE,actvstrat=,0.289171, actvprof=,0.000000, id=,S03, PRDE,actvstrat=,-0.219292, actvprof=,0.000000, id=,S04, PRDE,actvstrat=,0.440317, actvprof=,0.000000, id=,S05, PRDE,actvstrat=,-0.413907, actvprof=,0.000000, id=,S06, PRDE,actvstrat=,-0.843498, actvprof=,0.000000, id=,S07, PRDE,actvstrat=,-0.737536, actvprof=,0.000000, id=,S08, PRDE,actvstrat=,-0.574559, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,-0.570338, actvprof=,0.000000, best_B_id=,B00, best_B_prof=,0.000000, best_B_strat=,-0.035928, best_S_id=,S00, best_S_prof=,0.000000, best_S_strat=,0.375470, 
t=,3600, id=,B00, PRDE,actvstrat=,-0.035928, actvprof=,1.961944, id=,B01, PRDE,actvstrat=,-0.152778, actvprof=,1.910833, id=,B02, PRDE,actvstrat=,-0.107547, actvprof=,1.890000, id=,B03, PRDE,actvstrat=,-0.762659, actvprof=,2.494722, id=,B04, PRDE,actvstrat=,0.018561, actvprof=,1.868889, id=,B05, PRDE,actvstrat=,0.620229, actvprof=,2.471111, id=,B06, PRDE,actvstrat=,-0.451457, actvprof=,1.772222, id=,B07, PRDE,actvstrat=,-0.619473, actvprof=,2.057500, id=,B08, PRDE,actvstrat=,0.001784, actvprof=,1.824167, id=,B09, PRDE,actvstrat=,0.796317, actvprof=,2.370833, id=,S00, PRDE,actvstrat=,0.375470, actvprof=,8.001667, id=,S01, PRDE,actvstrat=,-0.109513, actvprof=,5.767778, id=,S02, PRDE,actvstrat=,0.289171, actvprof=,7.521111, id=,S03, PRDE,actvstrat=,-0.219292, actvprof=,4.954167, id=,S04, PRDE,actvstrat=,0.440317, actvprof=,8.674722, id=,S05, PRDE,actvstrat=,-0.413907, actvprof=,4.283056, id=,S06, PRDE,actvstrat=,-0.843498, actvprof=,1.707222, id=,S07, PRDE,actvstrat=,-0.737536, actvprof=,2.831389, id=,S08, PRDE,actvstrat=,-0.574559, actvprof=,3.931389, id=,S09, PRDE,actvstrat=,-0.570338, actvprof=,4.238611, best_B_id=,B03, best_B_prof=,2.494722, best_B_strat=,-0.762659, best_S_id=,S04, best_S_prof=,8.674722, best_S_strat=,0.440317, 
t=,7200, id=,B00, PRDE,actvstrat=,0.693536, actvprof=,0.000000, id=,B01, PRDE,actvstrat=,-0.102531, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,0.169195, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,-0.900288, actvprof=,0.000000, id=,B04, PRDE,actvstrat=,-0.507906, actvprof=,0.000000, id=,B05, PRDE,actvstrat=,0.429600, actvprof=,0.000000, id=,B06, PRDE,actvstrat=,0.125272, actvprof=,0.000000, id=,B07, PRDE,actvstrat=,0.426569, actvprof=,0.000000, id=,B08, PRDE,actvstrat=,-0.935093, actvprof=,0.000000, id=,B09, PRDE,actvstrat=,0.484331, actvprof=,0.000000, id=,S00, PRDE,actvstrat=,-0.698248, actvprof=,0.000000, id=,S01, PRDE,actvstrat=,0.425867, actvprof=,0.000000, id=,S02, PRDE,actvstrat=,-0.575564, actvprof=,0.000000, id=,S03, PRDE,actvstrat=,0.118453, actvprof=,0.000000, id=,S04, PRDE,actvstrat=,0.972638, actvprof=,0.000000, id=,S05, PRDE,actvstrat=,-0.117229, actvprof=,0.000000, id=,S06, PRDE,actvstrat=,-0.322185, actvprof=,0.000000, id=,S07, PRDE,actvstrat=,0.310867, actvprof=,0.000000, id=,S08, PRDE,actvstrat=,0.515266, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,-0.497507, actvprof=,0.000000, best_B_id=,B00, best_B_prof=,0.000000, best_B_strat=,0.693536, best_S_id=,S00, best_S_prof=,0.000000, best_S_strat=,-0.698248, 
t=,10800, id=,B00, PRDE,actvstrat=,0.693536, actvprof=,2.158581, id=,B01, PRDE,actvstrat=,-0.102531, actvprof=,1.576645, id=,B02, PRDE,actvstrat=,0.169195, actvprof=,1.766364, id=,B03, PRDE,actvstrat=,-0.900288, actvprof=,2.662741, id=,B04, PRDE,actvstrat=,-0.507906, actvprof=,1.544701, id=,B05, PRDE,actvstrat=,0.429600, actvprof=,2.168581, id=,B06, PRDE,actvstrat=,0.125272, actvprof=,1.462757, id=,B07, PRDE,actvstrat=,0.426569, actvprof=,2.026361, id=,B08, PRDE,actvstrat=,-0.935093, actvprof=,2.836072, id=,B09, PRDE,actvstrat=,0.484331, actvprof=,2.133026, id=,S00, PRDE,actvstrat=,-0.698248, actvprof=,2.401633, id=,S01, PRDE,actvstrat=,0.425867, actvprof=,8.394050, id=,S02, PRDE,actvstrat=,-0.575564, actvprof=,2.528298, id=,S03, PRDE,actvstrat=,0.118453, actvprof=,6.447410, id=,S04, PRDE,actvstrat=,0.972638, actvprof=,10.685685, id=,S05, PRDE,actvstrat=,-0.117229, actvprof=,5.106318, id=,S06, PRDE,actvstrat=,-0.322185, actvprof=,3.712448, id=,S07, PRDE,actvstrat=,0.310867, actvprof=,7.935445, id=,S08, PRDE,actvstrat=,0.515266, actvprof=,8.540715, id=,S09, PRDE,actvstrat=,-0.497507, actvprof=,3.533284, best_B_id=,B08, best_B_prof=,2.836072, best_B_strat=,-0.935093, best_S_id=,S04, best_S_prof=,10.685685, best_S_strat=,0.972638, 
t=,14400, id=,B00, PRDE,actvstrat=,0.371075, actvprof=,0.000000, id=,B01, PRDE,actvstrat=,0.747072, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,0.169195, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.761274, actvprof=,0.000000, id=,B04, PRDE,actvstrat=,-0.844910, actvprof=,0.000000, id=,B05, PRDE,actvstrat=,-0.281465, actvprof=,0.000000, id=,B06, PRDE,actvstrat=,0.351012, actvprof=,0.000000, id=,B07, PRDE,actvstrat=,0.795022, actvprof=,0.000000, id=,B08, PRDE,actvstrat=,-0.108037, actvprof=,0.000000, id=,B09, PRDE,actvstrat=,0.084248, actvprof=,0.000000, id=,S00, PRDE,actvstrat=,0.914664, actvprof=,0.000000, id=,S01, PRDE,actvstrat=,-0.709719, actvprof=,0.000000, id=,S02, PRDE,actvstrat=,0.415543, actvprof=,0.000000, id=,S03, PRDE,actvstrat=,-0.638408, actvprof=,0.000000, id=,S04, PRDE,actvstrat=,0.799566, actvprof=,0.000000, id=,S05, PRDE,actvstrat=,-0.104264, actvprof=,0.000000, id=,S06, PRDE,actvstrat=,0.824316, actvprof=,0.000000, id=,S07, PRDE,actvstrat=,0.639141, actvprof=,0.000000, id=,S08, PRDE,actvstrat=,-0.140476, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,-0.497507, actvprof=,0.000000, best_B_id=,B00, best_B_prof=,0.000000, best_B_strat=,0.371075, best_S_id=,S00, best_S_prof=,0.000000, best_S_strat=,0.914664, 
t=,18000, id=,B00, PRDE,actvstrat=,0.371075, actvprof=,2.279135, id=,B01, PRDE,actvstrat=,0.747072, actvprof=,2.559409, id=,B02, PRDE,actvstrat=,0.169195, actvprof=,2.147192, id=,B03, PRDE,actvstrat=,0.761274, actvprof=,2.658574, id=,B04, PRDE,actvstrat=,-0.844910, actvprof=,3.552728, id=,B05, PRDE,actvstrat=,-0.281465, actvprof=,1.933862, id=,B06, PRDE,actvstrat=,0.351012, actvprof=,2.487188, id=,B07, PRDE,actvstrat=,0.795022, actvprof=,2.466632, id=,B08, PRDE,actvstrat=,-0.108037, actvprof=,1.897196, id=,B09, PRDE,actvstrat=,0.084248, actvprof=,2.086638, id=,S00, PRDE,actvstrat=,0.914664, actvprof=,10.616797, id=,S01, PRDE,actvstrat=,-0.709719, actvprof=,2.395245, id=,S02, PRDE,actvstrat=,0.415543, actvprof=,7.791281, id=,S03, PRDE,actvstrat=,-0.638408, actvprof=,2.826905, id=,S04, PRDE,actvstrat=,0.799566, actvprof=,10.146804, id=,S05, PRDE,actvstrat=,-0.104264, actvprof=,4.649102, id=,S06, PRDE,actvstrat=,0.824316, actvprof=,10.385967, id=,S07, PRDE,actvstrat=,0.639141, actvprof=,9.318482, id=,S08, PRDE,actvstrat=,-0.140476, actvprof=,4.659935, id=,S09, PRDE,actvstrat=,-0.497507, actvprof=,3.495229, best_B_id=,B04, best_B_prof=,3.552728, best_B_strat=,-0.844910, best_S_id=,S00, best_S_prof=,10.616797, best_S_strat=,0.914664, 
t=,21600, id=,B00, PRDE,actvstrat=,0.371075, actvprof=,2.345572, id=,B01, PRDE,actvstrat=,0.747072, actvprof=,2.629046, id=,B02, PRDE,actvstrat=,0.169195, actvprof=,2.114598, id=,B03, PRDE,actvstrat=,0.761274, actvprof=,2.601129, id=,B04, PRDE,actvstrat=,-0.844910, actvprof=,3.505024, id=,B05, PRDE,actvstrat=,-0.281465, actvprof=,1.881680, id=,B06, PRDE,actvstrat=,0.351012, actvprof=,2.501267, id=,B07, PRDE,actvstrat=,0.795022, actvprof=,2.462934, id=,B08, PRDE,actvstrat=,-0.108037, actvprof=,1.925013, id=,B09, PRDE,actvstrat=,0.084248, actvprof=,2.006681, id=,S00, PRDE,actvstrat=,0.914664, actvprof=,10.541462, id=,S01, PRDE,actvstrat=,-0.709719, actvprof=,2.471962, id=,S02, PRDE,actvstrat=,0.415543, actvprof=,7.692553, id=,S03, PRDE,actvstrat=,-0.638408, actvprof=,2.848909, id=,S04, PRDE,actvstrat=,0.799566, actvprof=,10.103681, id=,S05, PRDE,actvstrat=,-0.104264, actvprof=,4.643366, id=,S06, PRDE,actvstrat=,0.824316, actvprof=,10.407156, id=,S07, PRDE,actvstrat=,0.639141, actvprof=,9.347426, id=,S08, PRDE,actvstrat=,-0.140476, actvprof=,4.845173, id=,S09, PRDE,actvstrat=,-0.497507, actvprof=,3.325995, best_B_id=,B04, best_B_prof=,3.505024, best_B_strat=,-0.844910, best_S_id=,S00, best_S_prof=,10.541462, best_S_strat=,0.914664, 
t=,25200, id=,B00, PRDE,actvstrat=,0.712349, actvprof=,1.648935, id=,B01, PRDE,actvstrat=,0.426302, actvprof=,1.385038, id=,B02, PRDE,actvstrat=,-0.356248, actvprof=,1.037251, id=,B03, PRDE,actvstrat=,-0.234458, actvprof=,1.005028, id=,B04, PRDE,actvstrat=,1.000000, actvprof=,0.446401, id=,B05, PRDE,actvstrat=,-0.188071, actvprof=,1.026140, id=,B06, PRDE,actvstrat=,0.241508, actvprof=,1.255868, id=,B07, PRDE,actvstrat=,-0.075320, actvprof=,1.088364, id=,B08, PRDE,actvstrat=,0.438645, actvprof=,1.397539, id=,B09, PRDE,actvstrat=,0.866335, actvprof=,1.531431, id=,S00, PRDE,actvstrat=,-0.654786, actvprof=,3.607322, id=,S01, PRDE,actvstrat=,0.832396, actvprof=,11.631990, id=,S02, PRDE,actvstrat=,-1.000000, actvprof=,3.920387, id=,S03, PRDE,actvstrat=,0.178013, actvprof=,7.858829, id=,S04, PRDE,actvstrat=,-0.510535, actvprof=,4.041501, id=,S05, PRDE,actvstrat=,1.000000, actvprof=,11.877552, id=,S06, PRDE,actvstrat=,-0.329057, actvprof=,4.184838, id=,S07, PRDE,actvstrat=,-0.512055, actvprof=,3.882608, id=,S08, PRDE,actvstrat=,-0.625445, actvprof=,3.342037, id=,S09, PRDE,actvstrat=,-0.858073, actvprof=,0.832801, best_B_id=,B00, best_B_prof=,1.648935, best_B_strat=,0.712349, best_S_id=,S05, best_S_prof=,11.877552, best_S_strat=,1.000000, 
t=,28800, id=,B00, PRDE,actvstrat=,0.712349, actvprof=,1.719885, id=,B01, PRDE,actvstrat=,0.426302, actvprof=,1.445715, id=,B02, PRDE,actvstrat=,-0.356248, actvprof=,0.937652, id=,B03, PRDE,actvstrat=,-0.234458, actvprof=,1.070848, id=,B04, PRDE,actvstrat=,1.000000, actvprof=,0.513063, id=,B05, PRDE,actvstrat=,-0.188071, actvprof=,1.001819, id=,B06, PRDE,actvstrat=,0.241508, actvprof=,1.234184, id=,B07, PRDE,actvstrat=,-0.075320, actvprof=,1.107515, id=,B08, PRDE,actvstrat=,0.438645, actvprof=,1.486826, id=,B09, PRDE,actvstrat=,0.866335, actvprof=,1.535994, id=,S00, PRDE,actvstrat=,-0.654786, actvprof=,3.466993, id=,S01, PRDE,actvstrat=,0.832396, actvprof=,11.393075, id=,S02, PRDE,actvstrat=,-1.000000, actvprof=,3.976305, id=,S03, PRDE,actvstrat=,0.178013, actvprof=,7.923443, id=,S04, PRDE,actvstrat=,-0.510535, actvprof=,4.074640, id=,S05, PRDE,actvstrat=,1.000000, actvprof=,11.756830, id=,S06, PRDE,actvstrat=,-0.329057, actvprof=,4.358533, id=,S07, PRDE,actvstrat=,-0.512055, actvprof=,3.959222, id=,S08, PRDE,actvstrat=,-0.625445, actvprof=,3.499632, id=,S09, PRDE,actvstrat=,-0.858073, actvprof=,0.927652, best_B_id=,B00, best_B_prof=,1.719885, best_B_strat=,0.712349, best_S_id=,S05, best_S_prof=,11.756830, best_S_strat=,1.000000, 
t=,32400, id=,B00, PRDE,actvstrat=,0.693536, actvprof=,2.757146, id=,B01, PRDE,actvstrat=,-0.429763, actvprof=,2.138829, id=,B02, PRDE,actvstrat=,0.911608, actvprof=,1.950779, id=,B03, PRDE,actvstrat=,0.560533, actvprof=,2.626594, id=,B04, PRDE,actvstrat=,0.139073, actvprof=,2.160773, id=,B05, PRDE,actvstrat=,-0.829131, actvprof=,3.528791, id=,B06, PRDE,actvstrat=,-0.699508, actvprof=,2.787145, id=,B07, PRDE,actvstrat=,-0.722187, actvprof=,2.757423, id=,B08, PRDE,actvstrat=,-0.853469, actvprof=,3.294631, id=,B09, PRDE,actvstrat=,0.983705, actvprof=,0.971362, id=,S00, PRDE,actvstrat=,0.868504, actvprof=,10.218883, id=,S01, PRDE,actvstrat=,0.557404, actvprof=,8.700314, id=,S02, PRDE,actvstrat=,-0.549305, actvprof=,3.081859, id=,S03, PRDE,actvstrat=,0.911647, actvprof=,10.421655, id=,S04, PRDE,actvstrat=,0.036141, actvprof=,5.980667, id=,S05, PRDE,actvstrat=,0.992907, actvprof=,10.333324, id=,S06, PRDE,actvstrat=,-0.187051, actvprof=,3.872115, id=,S07, PRDE,actvstrat=,-0.309038, actvprof=,3.511569, id=,S08, PRDE,actvstrat=,-0.243251, actvprof=,3.788784, id=,S09, PRDE,actvstrat=,0.468002, actvprof=,8.359212, best_B_id=,B05, best_B_prof=,3.528791, best_B_strat=,-0.829131, best_S_id=,S03, best_S_prof=,10.421655, best_S_strat=,0.911647, 
t=,36000, id=,B00, PRDE,actvstrat=,0.693536, actvprof=,2.740057, id=,B01, PRDE,actvstrat=,-0.429763, actvprof=,2.122266, id=,B02, PRDE,actvstrat=,0.911608, actvprof=,1.903373, id=,B03, PRDE,actvstrat=,0.560533, actvprof=,2.634638, id=,B04, PRDE,actvstrat=,0.139073, actvprof=,2.154906, id=,B05, PRDE,actvstrat=,-0.829131, actvprof=,3.430210, id=,B06, PRDE,actvstrat=,-0.699508, actvprof=,2.791030, id=,B07, PRDE,actvstrat=,-0.722187, actvprof=,2.859226, id=,B08, PRDE,actvstrat=,-0.853469, actvprof=,3.409238, id=,B09, PRDE,actvstrat=,0.983705, actvprof=,1.004049, id=,S00, PRDE,actvstrat=,0.868504, actvprof=,10.308409, id=,S01, PRDE,actvstrat=,0.557404, actvprof=,8.703792, id=,S02, PRDE,actvstrat=,-0.549305, actvprof=,2.961728, id=,S03, PRDE,actvstrat=,0.911647, actvprof=,10.543414, id=,S04, PRDE,actvstrat=,0.036141, actvprof=,5.985125, id=,S05, PRDE,actvstrat=,0.992907, actvprof=,10.430495, id=,S06, PRDE,actvstrat=,-0.187051, actvprof=,3.986333, id=,S07, PRDE,actvstrat=,-0.309038, actvprof=,3.552157, id=,S08, PRDE,actvstrat=,-0.243251, actvprof=,3.868831, id=,S09, PRDE,actvstrat=,0.468002, actvprof=,8.312673, best_B_id=,B05, best_B_prof=,3.430210, best_B_strat=,-0.829131, best_S_id=,S03, best_S_prof=,10.543414, best_S_strat=,0.911647, 
