B00, 0
B01, 0
B02, 0
B03, 100
B03, Trade, 1078563.850, 86, B03, S03, 1
B03, Trade, 1092491.950, 85, B03, S01, 1
B03, Trade, 1108839.050, 85, S00, B03, 1
B03, Trade, 1153656.100, 86, B03, S03, 1
B03, Trade, 1155042.101, 86, B03, S01, 1
B03, Trade, 1176615.051, 85, S01, B03, 1
B03, Trade, 1200498.601, 84, S00, B03, 1
B03, Trade, 1220803.851, 86, S03, B03, 1
B03, Trade, 1221540.051, 86, B03, S03, 1
B03, Trade, 1260131.751, 86, S02, B03, 1
B03, Trade, 1260636.751, 86, B03, S03, 1
B03, Trade, 1294565.051, 86, B03, S02, 1
B03, Trade, 1298924.401, 86, B03, S03, 1
B03, Trade, 1343546.001, 86, B03, S03, 1
B03, Trade, 1365349.901, 86, B03, S02, 1
B03, Trade, 1378834.951, 86, B03, S02, 1
B03, Trade, 1473292.851, 86, B03, S03, 1
B03, Trade, 1478475.751, 83, S02, B03, 1
B03, Trade, 1512677.601, 80, B03, S01, 1
B03, Trade, 1588160.301, 86, B03, S03, 1
B03, Trade, 1667278.701, 86, B03, S01, 1
B03, Trade, 1699052.401, 86, B03, S01, 1
B03, Trade, 1740586.301, 86, S02, B03, 1
B03, Trade, 1749882.701, 86, S02, B03, 1
B03, Trade, 1749892.501, 85, B03, S02, 1
B03, Trade, 1766248.751, 86, B03, S01, 1
B03, Trade, 1766250.551, 86, B03, S02, 1
B03, Trade, 1766878.701, 86, S01, B03, 1
B03, Trade, 1766883.051, 86, S00, B03, 1
B03, Trade, 1766883.651, 86, S02, B03, 1
B03, Trade, 1769786.351, 86, B03, S01, 1
B03, Trade, 1770521.601, 84, S02, B03, 1
B03, Trade, 1777856.451, 86, B03, S01, 1
B03, Trade, 1869922.901, 86, S00, B03, 1
B03, Trade, 1869929.651, 86, S02, B03, 1
B03, Trade, 1873433.251, 86, B03, S01, 1
B03, Trade, 1924513.151, 86, B03, S03, 1
B03, Trade, 2184272.251, 86, S02, B03, 1
B03, Trade, 2194422.301, 86, S02, B03, 1
B03, Trade, 2225579.301, 86, B03, S03, 1
B03, Trade, 2250584.901, 85, B03, S02, 1
B03, Trade, 2310384.951, 85, B03, S02, 1
B03, Trade, 2311963.701, 85, S01, B03, 1
B03, Trade, 2349175.450, 85, B03, S02, 1
B03, Trade, 2370163.550, 86, S02, B03, 1
B03, Trade, 2408690.500, 83, S01, B03, 1
B03, Trade, 2477936.100, 86, S02, B03, 1
B03, Trade, 2502843.550, 86, S01, B03, 1
B03, Trade, 2522090.850, 84, S02, B03, 1
B03, Trade, 2541590.850, 83, S01, B03, 1
B03, Trade, 2545313.650, 86, B03, S00, 1
B03, Trade, 2558616.400, 86, B03, S03, 1
B03, Trade, 2609885.049, 86, B03, S01, 1
B03, Trade, 2609894.749, 86, S00, B03, 1
B03, Trade, 2617570.299, 86, B03, S02, 1
B03, Trade, 2673628.599, 86, B03, S03, 1
B03, Trade, 2764777.299, 86, S01, B03, 1
B03, Trade, 2786984.199, 86, S03, B03, 1
B03, Trade, 2793852.899, 83, S02, B03, 1
B03, Trade, 2851278.799, 86, S01, B03, 1
B03, Trade, 2943536.848, 86, S03, B03, 1
B03, Trade, 2948520.898, 84, S01, B03, 1
B03, Trade, 2999981.098, 82, B03, S01, 1
B03, Trade, 3018233.098, 86, B03, S01, 1
B03, Trade, 3059103.948, 86, S01, B03, 1
B03, Trade, 3060490.448, 84, B03, S02, 1
B03, Trade, 3081817.298, 82, S02, B03, 1
B03, Trade, 3104920.448, 86, S00, B03, 1
B03, Trade, 3194668.797, 83, S01, B03, 1
B03, Trade, 3210248.797, 86, S00, B03, 1
B03, Trade, 3277865.847, 86, B03, S02, 1
B03, Trade, 3334491.197, 86, B03, S03, 1
B03, Trade, 3346810.397, 86, S03, B03, 1
B03, Trade, 3393953.647, 84, S01, B03, 1
B03, Trade, 3527133.646, 86, B03, S00, 1
B03, Trade, 3640117.946, 78, S01, B03, 1
B03, Trade, 3668404.896, 86, B03, S03, 1
B03, Trade, 3695265.795, 86, S00, B03, 1
B03, Trade, 3722031.845, 86, B03, S02, 1
B03, Trade, 3732018.595, 86, B03, S01, 1
B03, Trade, 3735082.645, 86, B03, S01, 1
B03, Trade, 3735893.795, 86, S01, B03, 1
B03, Trade, 3735897.495, 86, S00, B03, 1
B03, Trade, 3737017.245, 86, S02, B03, 1
B03, Trade, 3737019.095, 86, S01, B03, 1
B03, Trade, 3737024.345, 86, S02, B03, 1
B03, Trade, 3776865.795, 86, B03, S03, 1
B03, Trade, 3781790.595, 86, B03, S03, 1
B03, Trade, 3806731.045, 85, S02, B03, 1
B03, Trade, 3938123.545, 82, S02, B03, 1
B03, Trade, 3966378.594, 86, S02, B03, 1
B03, Trade, 3986359.894, 85, B03, S02, 1
B03, Trade, 4084749.444, 86, B03, S03, 1
B03, Trade, 4130905.594, 85, S01, B03, 1
B03, Trade, 4172701.644, 86, B03, S01, 1
B03, Trade, 4210788.694, 82, S02, B03, 1
B03, Trade, 4227924.743, 86, B03, S03, 1
B03, Trade, 4229453.093, 86, B03, S02, 1
B03, Trade, 4235941.443, 85, S00, B03, 1
B03, Trade, 4240133.543, 83, S01, B03, 1
B04, 100
B04, Trade, 4309434.343, 93, B04, S01, 1
B04, Trade, 4309526.043, 94, B04, S03, 1
B04, Trade, 4309578.893, 92, B04, S03, 1
B04, Trade, 4309627.043, 94, B04, S03, 1
B04, Trade, 4310029.843, 93, B04, S02, 1
B04, Trade, 4310049.093, 92, B04, S01, 1
B04, Trade, 4310226.143, 94, B04, S01, 1
B04, Trade, 4310245.993, 94, B04, S02, 1
B04, Trade, 4310490.043, 94, B04, S01, 1
B04, Trade, 4310547.143, 94, B04, S03, 1
B04, Trade, 4310573.143, 93, B04, S00, 1
B04, Trade, 4310591.943, 92, B04, S03, 1
B04, Trade, 4311006.743, 92, S01, B04, 1
B04, Trade, 4311564.143, 94, B04, S03, 1
B04, Trade, 4311844.193, 93, B04, S03, 1
B04, Trade, 4312347.793, 90, S03, B04, 1
B04, Trade, 4312360.843, 94, B04, S03, 1
B04, Trade, 4312687.893, 94, B04, S03, 1
B04, Trade, 4312703.193, 94, B04, S01, 1
B04, Trade, 4312849.893, 94, B04, S03, 1
B04, Trade, 4312929.593, 94, B04, S02, 1
B04, Trade, 4312965.243, 93, B04, S03, 1
B04, Trade, 4313057.143, 94, B04, S01, 1
B04, Trade, 4313082.543, 94, B04, S02, 1
B04, Trade, 4313117.193, 94, B04, S03, 1
B04, Trade, 4313369.143, 92, B04, S01, 1
B04, Trade, 4313527.343, 93, B04, S01, 1
B04, Trade, 4313546.793, 94, B04, S03, 1
B04, Trade, 4313556.093, 92, B04, S01, 1
