B00, 0
B01, 100
B01, Trade, 4280459.443, 66, B01, S00, 1
B01, Trade, 4280482.893, 66, B01, S00, 1
B01, Trade, 4281615.543, 66, B01, S00, 1
B01, Trade, 4281782.443, 65, B01, S00, 1
B01, Trade, 4282008.393, 65, B01, S00, 1
B01, Trade, 4282550.343, 65, B01, S00, 1
B01, Trade, 4283001.993, 65, B01, S00, 1
B01, Trade, 4284093.693, 66, B01, S00, 1
B01, Trade, 4284542.943, 66, B01, S00, 1
B01, Trade, 4285062.893, 65, B01, S00, 1
B01, Trade, 4285623.943, 67, B01, S00, 1
B01, Trade, 4286395.443, 67, B01, S00, 1
B01, Trade, 4286489.143, 67, B01, S00, 1
B01, Trade, 4288065.893, 64, B01, S00, 1
B01, Trade, 4288519.093, 65, B01, S00, 1
B01, Trade, 4288641.643, 64, B01, S00, 1
B01, Trade, 4288850.593, 64, B01, S00, 1
B01, Trade, 4288934.543, 63, B01, S00, 1
B01, Trade, 4289021.393, 67, B01, S00, 1
B01, Trade, 4289198.693, 67, B01, S00, 1
B01, Trade, 4289901.293, 67, B01, S00, 1
B01, Trade, 4290005.293, 66, B01, S00, 1
B01, Trade, 4290126.993, 67, B01, S00, 1
B01, Trade, 4291617.643, 67, B01, S00, 1
B01, Trade, 4291762.443, 67, B01, S00, 1
B01, Trade, 4291827.393, 67, B01, S00, 1
B01, Trade, 4292387.993, 67, B01, S00, 1
B01, Trade, 4293290.293, 67, B01, S00, 1
B01, Trade, 4293522.443, 67, B01, S00, 1
B01, Trade, 4293610.043, 67, B01, S00, 1
B01, Trade, 4294682.143, 67, B01, S00, 1
B01, Trade, 4295180.343, 65, B01, S00, 1
B01, Trade, 4295203.393, 65, B01, S00, 1
B01, Trade, 4295401.093, 62, S00, B01, 1
B01, Trade, 4295548.193, 67, B01, S00, 1
B01, Trade, 4295594.693, 67, B01, S00, 1
B01, Trade, 4295875.643, 67, B01, S00, 1
B01, Trade, 4295888.243, 67, B01, S00, 1
B01, Trade, 4296307.193, 66, B01, S00, 1
B01, Trade, 4296480.193, 66, B01, S00, 1
B01, Trade, 4297867.343, 66, B01, S00, 1
B01, Trade, 4298407.943, 67, B01, S00, 1
B01, Trade, 4298990.593, 67, B01, S00, 1
B01, Trade, 4299616.993, 67, B01, S00, 1
B01, Trade, 4299791.993, 67, B01, S00, 1
B01, Trade, 4299950.493, 67, B01, S00, 1
B01, Trade, 4300413.493, 65, B01, S00, 1
B01, Trade, 4300634.493, 65, B01, S00, 1
B01, Trade, 4301574.043, 66, B01, S00, 1
B01, Trade, 4302009.393, 65, B01, S00, 1
B01, Trade, 4302440.843, 64, B01, S00, 1
B01, Trade, 4302975.893, 66, B01, S00, 1
B01, Trade, 4303334.193, 65, B01, S00, 1
B01, Trade, 4303453.893, 67, B01, S00, 1
B01, Trade, 4303496.693, 66, B01, S00, 1
B01, Trade, 4304199.243, 67, B01, S00, 1
B01, Trade, 4304272.293, 66, B01, S00, 1
B01, Trade, 4304407.993, 66, B01, S00, 1
B01, Trade, 4305369.293, 66, B01, S00, 1
B01, Trade, 4305966.293, 66, B01, S00, 1
B01, Trade, 4306407.993, 67, B01, S00, 1
B01, Trade, 4306519.443, 67, B01, S00, 1
B01, Trade, 4306915.793, 66, B01, S00, 1
B01, Trade, 4307130.343, 66, B01, S00, 1
B01, Trade, 4307457.043, 64, S00, B01, 1
B01, Trade, 4307900.693, 67, B01, S00, 1
B01, Trade, 4308096.643, 67, B01, S00, 1
B01, Trade, 4308218.693, 66, B01, S00, 1
