B00, 100
B00, Trade, 4319240.393, 107, B00, S08, 1
B00, Trade, 4319243.693, 100, B00, S07, 1
B00, Trade, 4319251.443, 95, B00, S08, 1
B00, Trade, 4319253.993, 105, B00, S05, 1
B00, Trade, 4319260.643, 64, B00, S01, 1
B00, Trade, 4319266.493, 106, B00, S05, 1
B00, Trade, 4319272.393, 104, B00, S09, 1
B00, Trade, 4319278.043, 112, B00, S07, 1
B00, Trade, 4319282.893, 108, B00, S00, 1
B00, Trade, 4319285.643, 77, B00, S09, 1
B00, Trade, 4319293.393, 74, B00, S08, 1
B00, Trade, 4319300.643, 82, B00, S05, 1
B00, Trade, 4319309.043, 102, B00, S05, 1
B00, Trade, 4319319.393, 111, B00, S05, 1
B00, Trade, 4319330.643, 79, B00, S09, 1
B00, Trade, 4319338.643, 90, B00, S04, 1
B00, Trade, 4319341.743, 73, S01, B00, 1
B00, Trade, 4319355.343, 73, S04, B00, 1
B00, Trade, 4319360.993, 109, B00, S04, 1
B00, Trade, 4319374.393, 109, B00, S08, 1
B00, Trade, 4319379.143, 118, B00, S07, 1
B00, Trade, 4319389.443, 78, B00, S05, 1
B00, Trade, 4319399.093, 78, B00, S07, 1
B00, Trade, 4319407.943, 118, B00, S09, 1
B00, Trade, 4319411.993, 117, B00, S01, 1
B00, Trade, 4319418.593, 81, B00, S05, 1
B00, Trade, 4319425.643, 82, B00, S09, 1
B00, Trade, 4319443.843, 103, B00, S02, 1
B00, Trade, 4319451.193, 90, B00, S05, 1
B00, Trade, 4319465.893, 126, B00, S05, 1
B00, Trade, 4319474.193, 64, B00, S07, 1
B00, Trade, 4319478.393, 116, B00, S04, 1
B00, Trade, 4319489.343, 95, B00, S08, 1
B00, Trade, 4319494.193, 90, B00, S05, 1
B00, Trade, 4319507.993, 88, B00, S07, 1
B00, Trade, 4319516.443, 73, B00, S05, 1
B00, Trade, 4319526.793, 89, B00, S01, 1
B00, Trade, 4319527.793, 103, B00, S01, 1
B00, Trade, 4319542.793, 118, B00, S07, 1
B00, Trade, 4319552.443, 121, B00, S04, 1
B00, Trade, 4319555.743, 108, B00, S00, 1
B00, Trade, 4319560.643, 86, B00, S05, 1
B00, Trade, 4319565.143, 95, B00, S01, 1
B00, Trade, 4319573.493, 110, B00, S07, 1
B00, Trade, 4319577.493, 121, B00, S04, 1
B00, Trade, 4319590.143, 74, B00, S07, 1
B00, Trade, 4319593.893, 97, B00, S03, 1
B00, Trade, 4319595.093, 91, B00, S07, 1
B00, Trade, 4319602.743, 107, B00, S02, 1
B00, Trade, 4319604.643, 96, B00, S09, 1
B00, Trade, 4319610.143, 79, B00, S06, 1
B00, Trade, 4319618.843, 68, S08, B00, 1
B00, Trade, 4319630.043, 96, B00, S05, 1
B00, Trade, 4319635.643, 75, B00, S07, 1
B00, Trade, 4319645.043, 92, B00, S04, 1
B00, Trade, 4319655.743, 71, B00, S07, 1
B00, Trade, 4319664.943, 106, B00, S07, 1
B00, Trade, 4319674.443, 73, B00, S04, 1
B00, Trade, 4319679.643, 83, B00, S07, 1
B00, Trade, 4319688.693, 101, B00, S08, 1
B00, Trade, 4319697.943, 99, B00, S04, 1
B00, Trade, 4319705.843, 109, B00, S02, 1
B00, Trade, 4319716.693, 79, B00, S03, 1
B00, Trade, 4319720.693, 68, B00, S07, 1
B00, Trade, 4319724.293, 100, B00, S04, 1
B00, Trade, 4319727.543, 120, B00, S07, 1
B00, Trade, 4319733.593, 74, B00, S07, 1
B00, Trade, 4319740.943, 79, B00, S09, 1
B00, Trade, 4319745.843, 85, B00, S03, 1
B00, Trade, 4319750.743, 104, B00, S00, 1
B00, Trade, 4319759.193, 112, B00, S05, 1
B00, Trade, 4319764.043, 81, B00, S03, 1
B00, Trade, 4319769.893, 114, B00, S09, 1
B00, Trade, 4319778.193, 100, B00, S08, 1
B00, Trade, 4319786.943, 112, B00, S00, 1
B00, Trade, 4319789.943, 105, B00, S01, 1
B00, Trade, 4319804.993, 95, B00, S05, 1
B00, Trade, 4319809.993, 94, B00, S04, 1
B00, Trade, 4319821.793, 80, S07, B00, 1
B00, Trade, 4319828.093, 106, B00, S05, 1
B00, Trade, 4319834.643, 86, B00, S06, 1
B00, Trade, 4319840.993, 116, B00, S03, 1
B00, Trade, 4319850.943, 94, B00, S02, 1
B00, Trade, 4319856.893, 87, B00, S07, 1
B00, Trade, 4319862.843, 105, B00, S04, 1
B00, Trade, 4319868.893, 73, B00, S08, 1
B00, Trade, 4319874.643, 82, B00, S09, 1
B00, Trade, 4319881.593, 97, B00, S05, 1
B00, Trade, 4319888.393, 99, B00, S07, 1
B00, Trade, 4319893.693, 123, B00, S01, 1
B00, Trade, 4319906.993, 103, B00, S04, 1
B00, Trade, 4319915.843, 110, B00, S00, 1
B00, Trade, 4319923.693, 92, B00, S06, 1
B00, Trade, 4319933.143, 82, B00, S05, 1
B00, Trade, 4319939.593, 84, B00, S02, 1
B00, Trade, 4319944.393, 113, B00, S04, 1
B00, Trade, 4319952.793, 77, B00, S05, 1
B00, Trade, 4319961.893, 108, B00, S07, 1
B00, Trade, 4319967.543, 81, B00, S03, 1
B00, Trade, 4319977.543, 108, B00, S01, 1
B01, 100
B01, Trade, 4319420.143, 77, S07, B01, 1
B01, Trade, 4319426.043, 118, B01, S08, 1
B01, Trade, 4319433.043, 81, S03, B01, 1
B01, Trade, 4319436.843, 110, S00, B01, 1
B01, Trade, 4319442.343, 125, B01, S04, 1
B01, Trade, 4319445.243, 64, S08, B01, 1
B01, Trade, 4319458.193, 123, B01, S09, 1
B01, Trade, 4319460.343, 97, B01, S03, 1
B01, Trade, 4319462.343, 95, S07, B01, 1
B01, Trade, 4319470.093, 89, S03, B01, 1
B01, Trade, 4319473.343, 69, B01, S08, 1
B01, Trade, 4319478.243, 122, B01, S02, 1
B01, Trade, 4319483.993, 104, S09, B01, 1
B01, Trade, 4319488.643, 111, S03, B01, 1
B01, Trade, 4319496.643, 126, B01, S09, 1
B01, Trade, 4319501.743, 130, B01, S02, 1
B01, Trade, 4319508.293, 66, S02, B01, 1
B01, Trade, 4319514.593, 121, S01, B01, 1
