t=,0, id=,B01, PRDE,actvstrat=,0.356057, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,-0.262264, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.024737, actvprof=,0.000000, id=,B06, PRDE,actvstrat=,0.686210, actvprof=,0.000000, id=,B08, PRDE,actvstrat=,-0.964689, actvprof=,0.000000, id=,S01, PRDE,actvstrat=,0.241840, actvprof=,0.000000, id=,S02, PRDE,actvstrat=,0.957097, actvprof=,0.000000, id=,S04, PRDE,actvstrat=,-0.929350, actvprof=,0.000000, id=,S05, PRDE,actvstrat=,-0.911648, actvprof=,0.000000, id=,S06, PRDE,actvstrat=,0.556114, actvprof=,0.000000, best_B_id=,B01, best_B_prof=,0.000000, best_B_strat=,0.356057, best_S_id=,S01, best_S_prof=,0.000000, best_S_strat=,0.241840, 
t=,3600, id=,B01, PRDE,actvstrat=,0.356057, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,-0.262264, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.024737, actvprof=,0.000833, id=,B06, PRDE,actvstrat=,0.686210, actvprof=,1.314148, id=,B08, PRDE,actvstrat=,-0.964689, actvprof=,0.965264, id=,S01, PRDE,actvstrat=,0.241840, actvprof=,3.673005, id=,S02, PRDE,actvstrat=,0.957097, actvprof=,4.314940, id=,S04, PRDE,actvstrat=,-0.929350, actvprof=,0.000000, id=,S05, PRDE,actvstrat=,-0.911648, actvprof=,0.000000, id=,S06, PRDE,actvstrat=,0.556114, actvprof=,0.001667, best_B_id=,B06, best_B_prof=,1.314148, best_B_strat=,0.686210, best_S_id=,S02, best_S_prof=,4.314940, best_S_strat=,0.957097, 
t=,7200, id=,B01, PRDE,actvstrat=,-0.878456, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,0.142869, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.993070, actvprof=,0.000000, id=,B06, PRDE,actvstrat=,-0.408659, actvprof=,0.000000, id=,B08, PRDE,actvstrat=,-0.403530, actvprof=,0.000000, id=,S01, PRDE,actvstrat=,-0.364536, actvprof=,0.000000, id=,S02, PRDE,actvstrat=,-0.549007, actvprof=,0.000000, id=,S04, PRDE,actvstrat=,0.821802, actvprof=,0.000000, id=,S05, PRDE,actvstrat=,-0.990728, actvprof=,0.000000, id=,S06, PRDE,actvstrat=,-0.430140, actvprof=,0.000000, best_B_id=,B01, best_B_prof=,0.000000, best_B_strat=,-0.878456, best_S_id=,S01, best_S_prof=,0.000000, best_S_strat=,-0.364536, 
t=,10800, id=,B01, PRDE,actvstrat=,-0.878456, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,0.142869, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.993070, actvprof=,0.000278, id=,B06, PRDE,actvstrat=,-0.408659, actvprof=,0.540270, id=,B08, PRDE,actvstrat=,-0.403530, actvprof=,2.926348, id=,S01, PRDE,actvstrat=,-0.364536, actvprof=,1.484146, id=,S02, PRDE,actvstrat=,-0.549007, actvprof=,0.540826, id=,S04, PRDE,actvstrat=,0.821802, actvprof=,0.397772, id=,S05, PRDE,actvstrat=,-0.990728, actvprof=,0.031388, id=,S06, PRDE,actvstrat=,-0.430140, actvprof=,0.000000, best_B_id=,B08, best_B_prof=,2.926348, best_B_strat=,-0.403530, best_S_id=,S01, best_S_prof=,1.484146, best_S_strat=,-0.364536, 
t=,14400, id=,B01, PRDE,actvstrat=,0.455140, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,-0.125360, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,-0.896068, actvprof=,0.000000, id=,B06, PRDE,actvstrat=,0.803106, actvprof=,0.000000, id=,B08, PRDE,actvstrat=,0.585897, actvprof=,0.000000, id=,S01, PRDE,actvstrat=,0.102300, actvprof=,0.000000, id=,S02, PRDE,actvstrat=,-0.915523, actvprof=,0.000000, id=,S04, PRDE,actvstrat=,0.282684, actvprof=,0.000000, id=,S05, PRDE,actvstrat=,0.946964, actvprof=,0.000000, id=,S06, PRDE,actvstrat=,0.556114, actvprof=,0.000000, best_B_id=,B01, best_B_prof=,0.000000, best_B_strat=,0.455140, best_S_id=,S01, best_S_prof=,0.000000, best_S_strat=,0.102300, 
t=,18000, id=,B01, PRDE,actvstrat=,0.455140, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,-0.125360, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,-0.896068, actvprof=,0.000000, id=,B06, PRDE,actvstrat=,0.803106, actvprof=,0.929444, id=,B08, PRDE,actvstrat=,0.585897, actvprof=,3.496389, id=,S01, PRDE,actvstrat=,0.102300, actvprof=,3.931389, id=,S02, PRDE,actvstrat=,-0.915523, actvprof=,0.185833, id=,S04, PRDE,actvstrat=,0.282684, actvprof=,0.572222, id=,S05, PRDE,actvstrat=,0.946964, actvprof=,0.435278, id=,S06, PRDE,actvstrat=,0.556114, actvprof=,0.008889, best_B_id=,B08, best_B_prof=,3.496389, best_B_strat=,0.585897, best_S_id=,S01, best_S_prof=,3.931389, best_S_strat=,0.102300, 
t=,21600, id=,B01, PRDE,actvstrat=,0.455140, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,-0.125360, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,-0.896068, actvprof=,0.001250, id=,B06, PRDE,actvstrat=,0.803106, actvprof=,0.906806, id=,B08, PRDE,actvstrat=,0.585897, actvprof=,3.472500, id=,S01, PRDE,actvstrat=,0.102300, actvprof=,4.030000, id=,S02, PRDE,actvstrat=,-0.915523, actvprof=,0.185694, id=,S04, PRDE,actvstrat=,0.282684, actvprof=,0.580000, id=,S05, PRDE,actvstrat=,0.946964, actvprof=,0.435000, id=,S06, PRDE,actvstrat=,0.556114, actvprof=,0.010000, best_B_id=,B08, best_B_prof=,3.472500, best_B_strat=,0.585897, best_S_id=,S01, best_S_prof=,4.030000, best_S_strat=,0.102300, 
t=,25200, id=,B01, PRDE,actvstrat=,-0.264825, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,0.692501, actvprof=,0.006111, id=,B03, PRDE,actvstrat=,0.569434, actvprof=,0.019167, id=,B06, PRDE,actvstrat=,-0.038672, actvprof=,1.099182, id=,B08, PRDE,actvstrat=,-0.076723, actvprof=,3.640606, id=,S01, PRDE,actvstrat=,0.764794, actvprof=,4.660065, id=,S02, PRDE,actvstrat=,1.000000, actvprof=,3.628939, id=,S04, PRDE,actvstrat=,0.549835, actvprof=,0.323060, id=,S05, PRDE,actvstrat=,0.768565, actvprof=,0.079723, id=,S06, PRDE,actvstrat=,0.438790, actvprof=,0.003333, best_B_id=,B08, best_B_prof=,3.640606, best_B_strat=,-0.076723, best_S_id=,S01, best_S_prof=,4.660065, best_S_strat=,0.764794, 
t=,28800, id=,B01, PRDE,actvstrat=,-0.250933, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,-0.969521, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.569434, actvprof=,0.000000, id=,B06, PRDE,actvstrat=,0.734678, actvprof=,0.000000, id=,B08, PRDE,actvstrat=,-0.076723, actvprof=,0.000000, id=,S01, PRDE,actvstrat=,0.739690, actvprof=,0.000000, id=,S02, PRDE,actvstrat=,0.957097, actvprof=,0.000000, id=,S04, PRDE,actvstrat=,0.549835, actvprof=,0.000000, id=,S05, PRDE,actvstrat=,-0.810382, actvprof=,0.000000, id=,S06, PRDE,actvstrat=,-0.458906, actvprof=,0.000000, best_B_id=,B01, best_B_prof=,0.000000, best_B_strat=,-0.250933, best_S_id=,S01, best_S_prof=,0.000000, best_S_strat=,0.739690, 
t=,32400, id=,B01, PRDE,actvstrat=,-0.250933, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,-0.969521, actvprof=,0.003333, id=,B03, PRDE,actvstrat=,0.569434, actvprof=,0.017500, id=,B06, PRDE,actvstrat=,0.734678, actvprof=,1.361130, id=,B08, PRDE,actvstrat=,-0.076723, actvprof=,2.777816, id=,S01, PRDE,actvstrat=,0.739690, actvprof=,5.274795, id=,S02, PRDE,actvstrat=,0.957097, actvprof=,4.294226, id=,S04, PRDE,actvstrat=,0.549835, actvprof=,0.546396, id=,S05, PRDE,actvstrat=,-0.810382, actvprof=,0.010000, id=,S06, PRDE,actvstrat=,-0.458906, actvprof=,0.000000, best_B_id=,B08, best_B_prof=,2.777816, best_B_strat=,-0.076723, best_S_id=,S01, best_S_prof=,5.274795, best_S_strat=,0.739690, 
t=,36000, id=,B01, PRDE,actvstrat=,-0.250933, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,-0.969521, actvprof=,0.001667, id=,B03, PRDE,actvstrat=,0.569434, actvprof=,0.014445, id=,B06, PRDE,actvstrat=,0.734678, actvprof=,1.310990, id=,B08, PRDE,actvstrat=,-0.076723, actvprof=,2.637259, id=,S01, PRDE,actvstrat=,0.739690, actvprof=,5.385075, id=,S02, PRDE,actvstrat=,0.957097, actvprof=,4.329505, id=,S04, PRDE,actvstrat=,0.549835, actvprof=,0.552508, id=,S05, PRDE,actvstrat=,-0.810382, actvprof=,0.006528, id=,S06, PRDE,actvstrat=,-0.458906, actvprof=,0.001528, best_B_id=,B08, best_B_prof=,2.637259, best_B_strat=,-0.076723, best_S_id=,S01, best_S_prof=,5.385075, best_S_strat=,0.739690, 
t=,39600, id=,B01, PRDE,actvstrat=,-1.000000, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,-0.345079, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.527105, actvprof=,0.005834, id=,B06, PRDE,actvstrat=,1.000000, actvprof=,1.021154, id=,B08, PRDE,actvstrat=,0.946735, actvprof=,3.957943, id=,S01, PRDE,actvstrat=,0.639860, actvprof=,5.396336, id=,S02, PRDE,actvstrat=,0.917073, actvprof=,4.541023, id=,S04, PRDE,actvstrat=,-0.643307, actvprof=,0.130005, id=,S05, PRDE,actvstrat=,0.910968, actvprof=,0.516966, id=,S06, PRDE,actvstrat=,0.633821, actvprof=,0.039446, best_B_id=,B08, best_B_prof=,3.957943, best_B_strat=,0.946735, best_S_id=,S01, best_S_prof=,5.396336, best_S_strat=,0.639860, 
t=,43200, id=,B01, PRDE,actvstrat=,-1.000000, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,-0.345079, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.527105, actvprof=,0.007917, id=,B06, PRDE,actvstrat=,1.000000, actvprof=,1.018355, id=,B08, PRDE,actvstrat=,0.946735, actvprof=,3.945499, id=,S01, PRDE,actvstrat=,0.639860, actvprof=,5.371640, id=,S02, PRDE,actvstrat=,0.917073, actvprof=,4.524816, id=,S04, PRDE,actvstrat=,-0.643307, actvprof=,0.114864, id=,S05, PRDE,actvstrat=,0.910968, actvprof=,0.541261, id=,S06, PRDE,actvstrat=,0.633821, actvprof=,0.034167, best_B_id=,B08, best_B_prof=,3.945499, best_B_strat=,0.946735, best_S_id=,S01, best_S_prof=,5.371640, best_S_strat=,0.639860, 
t=,46800, id=,B01, PRDE,actvstrat=,-0.264825, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,-0.604474, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.024737, actvprof=,0.000000, id=,B06, PRDE,actvstrat=,0.384050, actvprof=,1.125880, id=,B08, PRDE,actvstrat=,0.081767, actvprof=,3.560704, id=,S01, PRDE,actvstrat=,-0.908355, actvprof=,0.215565, id=,S02, PRDE,actvstrat=,0.839879, actvprof=,3.769046, id=,S04, PRDE,actvstrat=,0.821802, actvprof=,0.577246, id=,S05, PRDE,actvstrat=,0.946964, actvprof=,0.153618, id=,S06, PRDE,actvstrat=,0.633821, actvprof=,0.002778, best_B_id=,B08, best_B_prof=,3.560704, best_B_strat=,0.081767, best_S_id=,S02, best_S_prof=,3.769046, best_S_strat=,0.839879, 
t=,50400, id=,B01, PRDE,actvstrat=,-0.264825, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,-0.604474, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.024737, actvprof=,0.000000, id=,B06, PRDE,actvstrat=,0.384050, actvprof=,1.168080, id=,B08, PRDE,actvstrat=,0.081767, actvprof=,3.670632, id=,S01, PRDE,actvstrat=,-0.908355, actvprof=,0.212088, id=,S02, PRDE,actvstrat=,0.839879, actvprof=,3.653687, id=,S04, PRDE,actvstrat=,0.821802, actvprof=,0.553623, id=,S05, PRDE,actvstrat=,0.946964, actvprof=,0.140836, id=,S06, PRDE,actvstrat=,0.633821, actvprof=,0.001389, best_B_id=,B08, best_B_prof=,3.670632, best_B_strat=,0.081767, best_S_id=,S02, best_S_prof=,3.653687, best_S_strat=,0.839879, 
t=,54000, id=,B01, PRDE,actvstrat=,-1.000000, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,0.673300, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,-1.000000, actvprof=,0.000833, id=,B06, PRDE,actvstrat=,-0.644389, actvprof=,0.251677, id=,B08, PRDE,actvstrat=,-1.000000, actvprof=,4.449630, id=,S01, PRDE,actvstrat=,1.000000, actvprof=,6.213592, id=,S02, PRDE,actvstrat=,0.949105, actvprof=,4.526022, id=,S04, PRDE,actvstrat=,-0.321522, actvprof=,0.035279, id=,S05, PRDE,actvstrat=,-0.127912, actvprof=,0.005556, id=,S06, PRDE,actvstrat=,0.196901, actvprof=,0.000278, best_B_id=,B08, best_B_prof=,4.449630, best_B_strat=,-1.000000, best_S_id=,S01, best_S_prof=,6.213592, best_S_strat=,1.000000, 
t=,57600, id=,B01, PRDE,actvstrat=,-1.000000, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,0.673300, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,-1.000000, actvprof=,0.004861, id=,B06, PRDE,actvstrat=,-0.644389, actvprof=,0.250700, id=,B08, PRDE,actvstrat=,-1.000000, actvprof=,4.529122, id=,S01, PRDE,actvstrat=,1.000000, actvprof=,6.194296, id=,S02, PRDE,actvstrat=,0.949105, actvprof=,4.523428, id=,S04, PRDE,actvstrat=,-0.321522, actvprof=,0.043890, id=,S05, PRDE,actvstrat=,-0.127912, actvprof=,0.005278, id=,S06, PRDE,actvstrat=,0.196901, actvprof=,0.000556, best_B_id=,B08, best_B_prof=,4.529122, best_B_strat=,-1.000000, best_S_id=,S01, best_S_prof=,6.194296, best_S_strat=,1.000000, 
t=,61200, id=,B01, PRDE,actvstrat=,-0.632341, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,-0.969521, actvprof=,0.003611, id=,B03, PRDE,actvstrat=,-0.320916, actvprof=,0.001389, id=,B06, PRDE,actvstrat=,0.384050, actvprof=,0.596692, id=,B08, PRDE,actvstrat=,0.834281, actvprof=,3.810992, id=,S01, PRDE,actvstrat=,0.711060, actvprof=,5.622179, id=,S02, PRDE,actvstrat=,0.949105, actvprof=,4.820756, id=,S04, PRDE,actvstrat=,-0.703598, actvprof=,0.139728, id=,S05, PRDE,actvstrat=,-0.372729, actvprof=,0.014723, id=,S06, PRDE,actvstrat=,0.633821, actvprof=,0.020834, best_B_id=,B08, best_B_prof=,3.810992, best_B_strat=,0.834281, best_S_id=,S01, best_S_prof=,5.622179, best_S_strat=,0.711060, 
t=,64800, id=,B01, PRDE,actvstrat=,-0.632341, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,-0.969521, actvprof=,0.002917, id=,B03, PRDE,actvstrat=,-0.320916, actvprof=,0.000694, id=,B06, PRDE,actvstrat=,0.384050, actvprof=,0.557095, id=,B08, PRDE,actvstrat=,0.834281, actvprof=,3.788134, id=,S01, PRDE,actvstrat=,0.711060, actvprof=,5.774148, id=,S02, PRDE,actvstrat=,0.949105, actvprof=,4.872463, id=,S04, PRDE,actvstrat=,-0.703598, actvprof=,0.129586, id=,S05, PRDE,actvstrat=,-0.372729, actvprof=,0.014167, id=,S06, PRDE,actvstrat=,0.633821, actvprof=,0.032084, best_B_id=,B08, best_B_prof=,3.788134, best_B_strat=,0.834281, best_S_id=,S01, best_S_prof=,5.774148, best_S_strat=,0.711060, 
t=,68400, id=,B01, PRDE,actvstrat=,-1.000000, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,0.579420, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,-0.899112, actvprof=,0.008889, id=,B06, PRDE,actvstrat=,1.000000, actvprof=,1.093394, id=,B08, PRDE,actvstrat=,0.815272, actvprof=,4.069115, id=,S01, PRDE,actvstrat=,0.158266, actvprof=,3.842991, id=,S02, PRDE,actvstrat=,1.000000, actvprof=,4.651370, id=,S04, PRDE,actvstrat=,-0.284128, actvprof=,0.116673, id=,S05, PRDE,actvstrat=,-1.000000, actvprof=,0.562253, id=,S06, PRDE,actvstrat=,0.871913, actvprof=,0.039724, best_B_id=,B08, best_B_prof=,4.069115, best_B_strat=,0.815272, best_S_id=,S02, best_S_prof=,4.651370, best_S_strat=,1.000000, 
t=,72000, id=,B01, PRDE,actvstrat=,-1.000000, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,0.579420, actvprof=,0.000833, id=,B03, PRDE,actvstrat=,-0.899112, actvprof=,0.013473, id=,B06, PRDE,actvstrat=,1.000000, actvprof=,1.114614, id=,B08, PRDE,actvstrat=,0.815272, actvprof=,4.090530, id=,S01, PRDE,actvstrat=,0.158266, actvprof=,3.787883, id=,S02, PRDE,actvstrat=,1.000000, actvprof=,4.647907, id=,S04, PRDE,actvstrat=,-0.284128, actvprof=,0.108197, id=,S05, PRDE,actvstrat=,-1.000000, actvprof=,0.540848, id=,S06, PRDE,actvstrat=,0.871913, actvprof=,0.035001, best_B_id=,B08, best_B_prof=,4.090530, best_B_strat=,0.815272, best_S_id=,S02, best_S_prof=,4.647907, best_S_strat=,1.000000, 
t=,75600, id=,B01, PRDE,actvstrat=,-0.924740, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,0.692501, actvprof=,0.003889, id=,B03, PRDE,actvstrat=,-0.039938, actvprof=,0.013890, id=,B06, PRDE,actvstrat=,1.000000, actvprof=,1.661759, id=,B08, PRDE,actvstrat=,-0.679031, actvprof=,2.508750, id=,S01, PRDE,actvstrat=,1.000000, actvprof=,5.659203, id=,S02, PRDE,actvstrat=,1.000000, actvprof=,4.001889, id=,S04, PRDE,actvstrat=,-0.284128, actvprof=,0.061670, id=,S05, PRDE,actvstrat=,-1.000000, actvprof=,0.091950, id=,S06, PRDE,actvstrat=,0.556114, actvprof=,0.000000, best_B_id=,B08, best_B_prof=,2.508750, best_B_strat=,-0.679031, best_S_id=,S01, best_S_prof=,5.659203, best_S_strat=,1.000000, 
t=,79200, id=,B01, PRDE,actvstrat=,-0.924740, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,0.692501, actvprof=,0.003056, id=,B03, PRDE,actvstrat=,-0.039938, actvprof=,0.012084, id=,B06, PRDE,actvstrat=,1.000000, actvprof=,1.612684, id=,B08, PRDE,actvstrat=,-0.679031, actvprof=,2.447012, id=,S01, PRDE,actvstrat=,1.000000, actvprof=,5.723215, id=,S02, PRDE,actvstrat=,1.000000, actvprof=,4.068724, id=,S04, PRDE,actvstrat=,-0.284128, actvprof=,0.059585, id=,S05, PRDE,actvstrat=,-1.000000, actvprof=,0.090836, id=,S06, PRDE,actvstrat=,0.556114, actvprof=,0.000000, best_B_id=,B08, best_B_prof=,2.447012, best_B_strat=,-0.679031, best_S_id=,S01, best_S_prof=,5.723215, best_S_strat=,1.000000, 
t=,82800, id=,B01, PRDE,actvstrat=,-0.902765, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,1.000000, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,-1.000000, actvprof=,0.000000, id=,B06, PRDE,actvstrat=,0.755685, actvprof=,0.873382, id=,B08, PRDE,actvstrat=,-0.303646, actvprof=,1.710373, id=,S01, PRDE,actvstrat=,-0.243382, actvprof=,2.240680, id=,S02, PRDE,actvstrat=,-0.007621, actvprof=,2.266237, id=,S04, PRDE,actvstrat=,0.437910, actvprof=,0.722818, id=,S05, PRDE,actvstrat=,0.753517, actvprof=,0.158620, id=,S06, PRDE,actvstrat=,0.129571, actvprof=,0.000000, best_B_id=,B08, best_B_prof=,1.710373, best_B_strat=,-0.303646, best_S_id=,S02, best_S_prof=,2.266237, best_S_strat=,-0.007621, 
t=,86400, id=,B01, PRDE,actvstrat=,-0.902765, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,1.000000, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,-1.000000, actvprof=,0.000556, id=,B06, PRDE,actvstrat=,0.755685, actvprof=,0.918498, id=,B08, PRDE,actvstrat=,-0.303646, actvprof=,1.842273, id=,S01, PRDE,actvstrat=,-0.243382, actvprof=,2.223673, id=,S02, PRDE,actvstrat=,-0.007621, actvprof=,2.193116, id=,S04, PRDE,actvstrat=,0.437910, actvprof=,0.666546, id=,S05, PRDE,actvstrat=,0.753517, actvprof=,0.146254, id=,S06, PRDE,actvstrat=,0.129571, actvprof=,0.001111, best_B_id=,B08, best_B_prof=,1.842273, best_B_strat=,-0.303646, best_S_id=,S01, best_S_prof=,2.223673, best_S_strat=,-0.243382, 
t=,90000, id=,B01, PRDE,actvstrat=,-1.000000, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,-0.969521, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,-1.000000, actvprof=,0.000000, id=,B06, PRDE,actvstrat=,0.755685, actvprof=,0.175010, id=,B08, PRDE,actvstrat=,0.907625, actvprof=,3.287405, id=,S01, PRDE,actvstrat=,-0.840956, actvprof=,1.257292, id=,S02, PRDE,actvstrat=,-0.045342, actvprof=,2.463192, id=,S04, PRDE,actvstrat=,-0.454365, actvprof=,0.209734, id=,S05, PRDE,actvstrat=,-0.990728, actvprof=,0.205289, id=,S06, PRDE,actvstrat=,0.542358, actvprof=,0.022779, best_B_id=,B08, best_B_prof=,3.287405, best_B_strat=,0.907625, best_S_id=,S02, best_S_prof=,2.463192, best_S_strat=,-0.045342, 
t=,93600, id=,B01, PRDE,actvstrat=,-1.000000, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,-0.969521, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,-1.000000, actvprof=,0.000000, id=,B06, PRDE,actvstrat=,0.755685, actvprof=,0.172783, id=,B08, PRDE,actvstrat=,0.907625, actvprof=,3.307036, id=,S01, PRDE,actvstrat=,-0.840956, actvprof=,1.227395, id=,S02, PRDE,actvstrat=,-0.045342, actvprof=,2.590905, id=,S04, PRDE,actvstrat=,-0.454365, actvprof=,0.218201, id=,S05, PRDE,actvstrat=,-0.990728, actvprof=,0.202228, id=,S06, PRDE,actvstrat=,0.542358, actvprof=,0.017362, best_B_id=,B08, best_B_prof=,3.307036, best_B_strat=,0.907625, best_S_id=,S02, best_S_prof=,2.590905, best_S_strat=,-0.045342, 
