B00, 0
B01, 0
B02, 28
B02, Trade, 423577.400, 76, S01, B02, 1
B02, Trade, 476185.250, 74, S01, B02, 1
B02, Trade, 775182.350, 74, S01, B02, 1
B02, Trade, 830765.650, 76, B02, S01, 1
B02, Trade, 845677.950, 76, B02, S01, 1
B02, Trade, 851609.200, 76, B02, S01, 1
B02, Trade, 1050202.500, 76, B02, S01, 1
B02, Trade, 1111321.500, 76, B02, S01, 1
B02, Trade, 1114615.200, 76, B02, S01, 1
B02, Trade, 1235226.501, 76, B02, S01, 1
B02, Trade, 1479544.101, 74, S01, B02, 1
B02, Trade, 1530784.851, 76, B02, S01, 1
B02, Trade, 1660304.151, 76, S01, B02, 1
B02, Trade, 2114551.601, 76, B02, S01, 1
B02, Trade, 2649820.799, 76, B02, S00, 1
B02, Trade, 2774744.449, 71, S01, B02, 1
B02, Trade, 3192000.997, 76, B02, S01, 1
B02, Trade, 3244605.697, 76, B02, S00, 1
B02, Trade, 3422435.696, 76, B02, S01, 1
B02, Trade, 3598043.146, 76, B02, S01, 1
B02, Trade, 3606779.046, 76, B02, S01, 1
B02, Trade, 3656043.646, 76, B02, S01, 1
B02, Trade, 3761126.445, 75, S01, B02, 1
B02, Trade, 3794364.995, 74, S01, B02, 1
B02, Trade, 3898537.395, 73, S01, B02, 1
B02, Trade, 3945910.294, 75, S00, B02, 1
B02, Trade, 4024633.694, 73, S01, B02, 1
B02, Trade, 4284810.043, 76, S01, B02, 1
B03, 100
B03, Trade, 4314900.543, 84, B03, S02, 1
B03, Trade, 4314976.093, 85, B03, S02, 1
B03, Trade, 4315096.643, 85, B03, S02, 1
B03, Trade, 4315112.593, 83, B03, S02, 1
B03, Trade, 4315127.443, 85, B03, S02, 1
B03, Trade, 4315140.743, 84, B03, S02, 1
B03, Trade, 4315218.993, 83, B03, S02, 1
B03, Trade, 4315280.593, 85, B03, S02, 1
B03, Trade, 4315344.893, 85, B03, S02, 1
B03, Trade, 4315409.593, 85, B03, S02, 1
