B00, 100
B00, Trade, 1417141.301, 60, B00, S00, 1
B00, Trade, 1428347.751, 60, B00, S00, 1
B00, Trade, 1442135.901, 60, B00, S00, 1
B00, Trade, 1445129.601, 60, B00, S00, 1
B00, Trade, 1462705.351, 60, B00, S00, 1
B00, Trade, 1465806.751, 60, B00, S00, 1
B00, Trade, 1466268.551, 60, B00, S00, 1
B00, Trade, 1467050.101, 60, B00, S00, 1
B00, Trade, 1467486.801, 60, B00, S00, 1
B00, Trade, 1469634.201, 60, B00, S00, 1
B00, Trade, 1471161.001, 60, B00, S00, 1
B00, Trade, 1474987.051, 60, B00, S00, 1
B00, Trade, 1482077.851, 60, B00, S00, 1
B00, Trade, 1484350.251, 60, B00, S00, 1
B00, Trade, 1485016.601, 60, B00, S00, 1
B00, Trade, 1486031.551, 60, B00, S00, 1
B00, Trade, 1487255.551, 60, B00, S00, 1
B00, Trade, 1488265.801, 60, B00, S00, 1
B00, Trade, 1488390.151, 60, B00, S00, 1
B00, Trade, 1488802.251, 60, B00, S00, 1
B00, Trade, 1488901.751, 60, B00, S00, 1
B00, Trade, 1489657.551, 60, B00, S00, 1
B00, Trade, 1489957.001, 60, B00, S00, 1
B00, Trade, 1490388.251, 60, B00, S00, 1
B00, Trade, 1557270.301, 60, B00, S00, 1
B00, Trade, 1558794.301, 60, B00, S00, 1
B00, Trade, 1594545.551, 60, B00, S00, 1
B00, Trade, 1649278.451, 60, B00, S00, 1
B00, Trade, 1650099.901, 60, B00, S00, 1
B00, Trade, 1654383.851, 60, B00, S00, 1
B00, Trade, 1672043.251, 60, B00, S00, 1
B00, Trade, 1675002.251, 60, B00, S00, 1
B00, Trade, 1732671.701, 60, B00, S00, 1
B00, Trade, 1733165.551, 60, B00, S00, 1
B00, Trade, 1733709.401, 60, B00, S00, 1
B00, Trade, 1748119.901, 60, B00, S00, 1
B00, Trade, 1772701.001, 60, S00, B00, 1
B00, Trade, 1805027.901, 60, B00, S00, 1
B00, Trade, 1808236.651, 60, B00, S00, 1
B00, Trade, 1835764.901, 60, B00, S00, 1
B00, Trade, 1837922.801, 60, B00, S00, 1
B00, Trade, 1840605.751, 60, B00, S00, 1
B00, Trade, 1846880.151, 60, B00, S00, 1
B00, Trade, 1846988.801, 60, B00, S00, 1
B00, Trade, 1876734.451, 60, B00, S00, 1
B00, Trade, 1903796.501, 60, B00, S00, 1
B00, Trade, 1904795.851, 60, B00, S00, 1
B00, Trade, 1932972.951, 60, B00, S00, 1
B00, Trade, 1934603.101, 60, B00, S00, 1
B00, Trade, 1958626.051, 60, B00, S00, 1
B00, Trade, 1970411.201, 60, B00, S00, 1
B00, Trade, 1991492.301, 60, B00, S00, 1
B00, Trade, 2021719.801, 60, B00, S00, 1
B00, Trade, 2048656.651, 60, B00, S00, 1
B00, Trade, 2063830.501, 60, B00, S00, 1
B00, Trade, 2081934.701, 60, B00, S00, 1
B00, Trade, 2096499.701, 60, B00, S00, 1
B00, Trade, 2111049.751, 60, B00, S00, 1
B00, Trade, 2134731.951, 60, B00, S00, 1
B00, Trade, 2162676.551, 60, B00, S00, 1
B00, Trade, 2174505.001, 60, B00, S00, 1
B00, Trade, 2181267.851, 60, B00, S00, 1
B00, Trade, 2198404.701, 60, B00, S00, 1
B00, Trade, 2315118.701, 60, B00, S00, 1
B00, Trade, 2318317.301, 60, B00, S00, 1
B00, Trade, 2350593.450, 60, B00, S00, 1
B00, Trade, 2352298.150, 60, B00, S00, 1
B00, Trade, 2361641.250, 60, B00, S00, 1
B00, Trade, 2362944.450, 60, B00, S00, 1
B00, Trade, 2420728.350, 60, B00, S00, 1
B00, Trade, 2484554.650, 60, B00, S00, 1
B00, Trade, 2495416.350, 60, B00, S00, 1
B00, Trade, 2556688.200, 60, B00, S00, 1
B00, Trade, 2557712.950, 60, B00, S00, 1
B00, Trade, 2563142.650, 60, B00, S00, 1
B00, Trade, 2585391.600, 60, B00, S00, 1
B00, Trade, 2644983.849, 60, B00, S00, 1
B00, Trade, 2645366.349, 60, B00, S00, 1
B00, Trade, 2702037.849, 60, B00, S00, 1
B00, Trade, 2779472.449, 60, B00, S00, 1
B00, Trade, 2923366.148, 60, B00, S00, 1
B00, Trade, 2924436.248, 60, B00, S00, 1
B00, Trade, 2933704.998, 60, B00, S00, 1
B00, Trade, 3048719.598, 60, B00, S00, 1
B00, Trade, 3123686.298, 60, B00, S00, 1
B00, Trade, 3226438.697, 60, B00, S00, 1
B00, Trade, 3258873.897, 60, B00, S00, 1
B00, Trade, 3273087.497, 60, B00, S00, 1
B00, Trade, 3360531.397, 60, B00, S00, 1
B00, Trade, 3372050.997, 60, B00, S00, 1
B00, Trade, 3406669.147, 60, B00, S00, 1
B00, Trade, 3408008.996, 60, B00, S00, 1
B00, Trade, 3409435.246, 60, B00, S00, 1
B00, Trade, 3509337.496, 60, B00, S00, 1
B00, Trade, 3809385.345, 60, B00, S00, 1
