B00, 0
B01, 2
B01, Trade, 555640.150, 67, B01, S00, 1
B01, Trade, 2882674.598, 67, B01, S00, 1
B02, 37
B02, Trade, 21158.550, 76, B02, S00, 1
B02, Trade, 155604.500, 76, S01, B02, 1
B02, Trade, 508467.350, 76, B02, S00, 1
B02, Trade, 560868.650, 76, B02, S00, 1
B02, Trade, 796897.700, 76, B02, S00, 1
B02, Trade, 805840.900, 74, S00, B02, 1
B02, Trade, 818785.400, 76, S00, B02, 1
B02, Trade, 877290.850, 76, B02, S01, 1
B02, Trade, 968108.300, 76, B02, S00, 1
B02, Trade, 1121856.050, 75, S01, B02, 1
B02, Trade, 1143686.650, 76, B02, S00, 1
B02, Trade, 1482897.401, 72, S00, B02, 1
B02, Trade, 1515452.801, 76, B02, S01, 1
B02, Trade, 1684901.701, 76, B02, S00, 1
B02, Trade, 1699550.851, 69, S00, B02, 1
B02, Trade, 1759060.801, 76, B02, S01, 1
B02, Trade, 1794192.651, 76, B02, S01, 1
B02, Trade, 1798553.751, 76, B02, S01, 1
B02, Trade, 2056743.851, 75, S00, B02, 1
B02, Trade, 2073021.051, 76, B02, S01, 1
B02, Trade, 2087471.501, 76, B02, S00, 1
B02, Trade, 2193294.751, 76, B02, S00, 1
B02, Trade, 2335641.150, 73, S01, B02, 1
B02, Trade, 2336856.650, 76, B02, S00, 1
B02, Trade, 2611314.149, 75, S00, B02, 1
B02, Trade, 2638150.549, 76, B02, S00, 1
B02, Trade, 2732089.599, 75, S00, B02, 1
B02, Trade, 2861920.999, 69, S01, B02, 1
B02, Trade, 2901983.998, 76, B02, S01, 1
B02, Trade, 3051750.598, 76, B02, S01, 1
B02, Trade, 3137432.148, 74, S00, B02, 1
B02, Trade, 3238294.997, 75, B02, S01, 1
B02, Trade, 3245627.497, 75, B02, S01, 1
B02, Trade, 3416997.496, 76, B02, S00, 1
B02, Trade, 3528191.996, 72, S00, B02, 1
B02, Trade, 3973803.744, 75, S01, B02, 1
B02, Trade, 3973805.544, 75, B02, S00, 1
B03, 100
B03, Trade, 4279898.643, 86, B03, S02, 1
B03, Trade, 4280637.643, 86, B03, S02, 1
B03, Trade, 4281079.893, 86, B03, S02, 1
B03, Trade, 4281634.343, 86, B03, S02, 1
B03, Trade, 4281742.043, 86, B03, S02, 1
B03, Trade, 4281749.693, 86, B03, S01, 1
B03, Trade, 4281763.443, 86, B03, S02, 1
B03, Trade, 4281809.093, 84, S01, B03, 1
B03, Trade, 4281996.443, 86, B03, S02, 1
B03, Trade, 4282150.943, 86, B03, S02, 1
B03, Trade, 4282208.543, 85, B03, S02, 1
B03, Trade, 4282303.843, 86, B03, S02, 1
B03, Trade, 4282737.243, 77, S02, B03, 1
B03, Trade, 4282744.043, 83, S01, B03, 1
B03, Trade, 4282903.743, 86, B03, S00, 1
B03, Trade, 4283076.543, 86, B03, S02, 1
B03, Trade, 4283374.293, 86, B03, S02, 1
B03, Trade, 4283551.393, 83, B03, S02, 1
B03, Trade, 4283599.593, 86, B03, S02, 1
B03, Trade, 4284569.243, 79, S02, B03, 1
B03, Trade, 4284629.593, 86, S01, B03, 1
B03, Trade, 4285130.743, 85, B03, S00, 1
B03, Trade, 4285281.893, 81, S02, B03, 1
B03, Trade, 4285424.343, 80, S02, B03, 1
B03, Trade, 4285566.943, 84, B03, S02, 1
B03, Trade, 4285639.743, 86, B03, S00, 1
B03, Trade, 4285789.343, 84, B03, S02, 1
B03, Trade, 4286162.993, 83, B03, S02, 1
B03, Trade, 4286181.643, 82, S00, B03, 1
B03, Trade, 4286431.493, 85, B03, S02, 1
B03, Trade, 4286663.143, 86, B03, S02, 1
B03, Trade, 4286746.493, 85, B03, S02, 1
B03, Trade, 4286785.793, 86, B03, S00, 1
B03, Trade, 4287178.943, 79, S02, B03, 1
B03, Trade, 4287355.893, 86, B03, S02, 1
B03, Trade, 4287544.593, 86, B03, S02, 1
