B00, 0
B01, 0
B02, 12
B02, Trade, 39797.600, 75, S00, B02, 1
B02, Trade, 770062.150, 75, S00, B02, 1
B02, Trade, 1500544.551, 76, S00, B02, 1
B02, Trade, 1599148.401, 76, B02, S00, 1
B02, Trade, 2069400.701, 65, S00, B02, 1
B02, Trade, 2256188.051, 76, B02, S00, 1
B02, Trade, 2379615.350, 76, B02, S01, 1
B02, Trade, 2682596.499, 76, B02, S00, 1
B02, Trade, 2685333.249, 76, B02, S00, 1
B02, Trade, 2783902.549, 76, B02, S00, 1
B02, Trade, 2881345.798, 76, B02, S00, 1
B02, Trade, 4053919.394, 76, B02, S00, 1
B03, 100
B03, Trade, 4295304.993, 85, B03, S02, 1
B03, Trade, 4295402.893, 85, S02, B03, 1
B03, Trade, 4295648.643, 85, S00, B03, 1
B03, Trade, 4295664.043, 83, S01, B03, 1
B03, Trade, 4295916.493, 84, B03, S02, 1
B03, Trade, 4295924.843, 83, B03, S00, 1
B03, Trade, 4296516.093, 85, B03, S02, 1
B03, Trade, 4296526.093, 83, B03, S02, 1
B03, Trade, 4296964.793, 85, B03, S02, 1
B03, Trade, 4297037.893, 82, B03, S02, 1
B03, Trade, 4297043.943, 82, B03, S02, 1
B03, Trade, 4297055.193, 85, S01, B03, 1
B03, Trade, 4297204.743, 85, B03, S02, 1
B03, Trade, 4297376.993, 85, S00, B03, 1
B03, Trade, 4297692.893, 85, S02, B03, 1
B03, Trade, 4297897.543, 85, B03, S00, 1
B03, Trade, 4298120.993, 85, B03, S00, 1
B03, Trade, 4298299.443, 85, B03, S02, 1
B03, Trade, 4298390.093, 85, B03, S00, 1
B03, Trade, 4298403.143, 84, B03, S02, 1
B03, Trade, 4298428.793, 83, B03, S02, 1
B03, Trade, 4298457.893, 85, B03, S02, 1
B03, Trade, 4298745.593, 85, B03, S02, 1
B03, Trade, 4298770.743, 84, B03, S02, 1
B03, Trade, 4299094.393, 79, S02, B03, 1
B03, Trade, 4299189.243, 84, B03, S02, 1
B03, Trade, 4299337.193, 84, B03, S02, 1
B03, Trade, 4300178.593, 85, B03, S02, 1
B03, Trade, 4300187.743, 85, B03, S02, 1
B03, Trade, 4300214.193, 85, B03, S02, 1
B03, Trade, 4300342.343, 84, B03, S02, 1
B03, Trade, 4300497.343, 84, B03, S02, 1
B03, Trade, 4300818.493, 78, S02, B03, 1
B03, Trade, 4301202.493, 85, B03, S02, 1
B03, Trade, 4301273.943, 84, B03, S02, 1
B03, Trade, 4302074.343, 82, B03, S02, 1
B03, Trade, 4302563.543, 84, B03, S02, 1
B03, Trade, 4303024.843, 84, B03, S02, 1
B03, Trade, 4303091.093, 83, B03, S02, 1
B03, Trade, 4303336.293, 84, B03, S02, 1
B03, Trade, 4303391.893, 83, B03, S02, 1
B03, Trade, 4303408.143, 82, B03, S02, 1
B03, Trade, 4304017.943, 81, B03, S02, 1
B03, Trade, 4304047.843, 85, B03, S02, 1
B03, Trade, 4304366.143, 85, B03, S02, 1
B03, Trade, 4304410.643, 84, B03, S02, 1
B03, Trade, 4304467.243, 84, B03, S02, 1
B03, Trade, 4304639.643, 83, B03, S02, 1
B03, Trade, 4304728.543, 84, B03, S02, 1
B03, Trade, 4305437.143, 84, B03, S02, 1
B03, Trade, 4305444.043, 77, S02, B03, 1
B03, Trade, 4305599.393, 84, B03, S02, 1
B03, Trade, 4305831.243, 85, B03, S02, 1
B03, Trade, 4305964.893, 83, S00, B03, 1
B03, Trade, 4307262.993, 85, B03, S02, 1
B03, Trade, 4308226.093, 82, S00, B03, 1
B03, Trade, 4311575.193, 85, B03, S02, 1
B03, Trade, 4311591.593, 84, B03, S02, 1
B03, Trade, 4311877.293, 84, B03, S02, 1
B03, Trade, 4312242.993, 85, B03, S02, 1
B03, Trade, 4312267.593, 85, S00, B03, 1
B03, Trade, 4312344.143, 85, B03, S02, 1
B03, Trade, 4312634.443, 85, B03, S02, 1
B03, Trade, 4312833.693, 85, B03, S02, 1
B03, Trade, 4312996.743, 84, B03, S02, 1
B03, Trade, 4313114.193, 85, B03, S02, 1
B03, Trade, 4313143.143, 85, B03, S02, 1
B03, Trade, 4313561.243, 84, B03, S02, 1
B03, Trade, 4313616.593, 85, B03, S02, 1
B03, Trade, 4313638.393, 85, B03, S02, 1
B03, Trade, 4313681.443, 84, B03, S02, 1
B03, Trade, 4313738.243, 84, B03, S02, 1
B03, Trade, 4313893.843, 85, B03, S00, 1
B03, Trade, 4314112.943, 85, B03, S02, 1
B03, Trade, 4314154.593, 84, B03, S02, 1
B03, Trade, 4314467.243, 85, B03, S02, 1
B03, Trade, 4314547.193, 85, B03, S02, 1
B03, Trade, 4314644.243, 85, B03, S02, 1
B03, Trade, 4314959.843, 85, B03, S02, 1
B03, Trade, 4314986.143, 83, B03, S02, 1
B03, Trade, 4315214.993, 81, S02, B03, 1
B03, Trade, 4315545.993, 85, B03, S02, 1
B03, Trade, 4315685.243, 85, B03, S02, 1
B03, Trade, 4315795.243, 84, B03, S02, 1
B03, Trade, 4316242.543, 85, B03, S02, 1
B03, Trade, 4316450.343, 85, B03, S02, 1
B03, Trade, 4316787.743, 85, B03, S02, 1
B03, Trade, 4316953.743, 85, B03, S02, 1
B03, Trade, 4317146.043, 85, B03, S02, 1
B03, Trade, 4317338.593, 84, B03, S02, 1
B03, Trade, 4317466.143, 85, B03, S02, 1
B03, Trade, 4317633.643, 84, B03, S02, 1
B03, Trade, 4317682.743, 84, B03, S02, 1
B03, Trade, 4317880.543, 85, B03, S02, 1
B03, Trade, 4318065.893, 84, B03, S02, 1
B03, Trade, 4318097.743, 84, B03, S02, 1
B03, Trade, 4318288.743, 84, B03, S02, 1
B03, Trade, 4318614.493, 84, B03, S02, 1
B03, Trade, 4318797.243, 85, B03, S02, 1
B03, Trade, 4318804.893, 84, B03, S02, 1
B04, 100
B04, Trade, 4319121.693, 95, S04, B04, 1
B04, Trade, 4319130.343, 95, B04, S02, 1
B04, Trade, 4319137.693, 95, B04, S03, 1
B04, Trade, 4319151.293, 95, B04, S03, 1
B04, Trade, 4319160.493, 95, B04, S02, 1
B04, Trade, 4319164.143, 95, B04, S03, 1
B04, Trade, 4319170.243, 93, B04, S03, 1
B04, Trade, 4319183.643, 95, B04, S04, 1
B04, Trade, 4319187.493, 95, B04, S02, 1
B04, Trade, 4319213.393, 86, B04, S02, 1
B04, Trade, 4319241.593, 95, B04, S03, 1
B04, Trade, 4319246.893, 95, B04, S03, 1
B04, Trade, 4319271.593, 95, B04, S02, 1
B04, Trade, 4319274.843, 86, B04, S02, 1
B04, Trade, 4319283.293, 95, B04, S03, 1
B04, Trade, 4319286.693, 95, B04, S02, 1
B04, Trade, 4319290.343, 95, B04, S03, 1
B04, Trade, 4319308.943, 95, B04, S03, 1
B04, Trade, 4319323.343, 95, B04, S02, 1
B04, Trade, 4319332.043, 95, B04, S02, 1
B04, Trade, 4319339.743, 95, B04, S02, 1
B04, Trade, 4319349.043, 93, B04, S03, 1
B04, Trade, 4319352.793, 95, S01, B04, 1
B04, Trade, 4319375.543, 91, B04, S03, 1
B04, Trade, 4319383.593, 93, B04, S02, 1
B04, Trade, 4319387.543, 93, B04, S02, 1
B04, Trade, 4319397.743, 95, B04, S03, 1
B04, Trade, 4319407.743, 95, B04, S03, 1
B04, Trade, 4319413.143, 95, B04, S02, 1
B04, Trade, 4319419.643, 95, B04, S03, 1
B04, Trade, 4319424.643, 95, S04, B04, 1
B04, Trade, 4319435.943, 93, B04, S02, 1
B04, Trade, 4319440.943, 95, B04, S02, 1
B04, Trade, 4319444.393, 95, B04, S00, 1
B04, Trade, 4319449.993, 94, B04, S02, 1
B04, Trade, 4319455.193, 93, B04, S00, 1
B04, Trade, 4319458.243, 94, S00, B04, 1
B04, Trade, 4319465.343, 92, B04, S03, 1
B04, Trade, 4319469.493, 95, B04, S02, 1
B04, Trade, 4319474.693, 95, B04, S03, 1
B04, Trade, 4319476.143, 95, B04, S01, 1
B04, Trade, 4319509.693, 95, B04, S02, 1
B04, Trade, 4319524.843, 94, B04, S03, 1
B04, Trade, 4319535.443, 95, B04, S03, 1
B04, Trade, 4319549.543, 95, B04, S03, 1
B04, Trade, 4319553.843, 95, B04, S02, 1
B04, Trade, 4319555.793, 95, B04, S03, 1
B04, Trade, 4319562.343, 95, B04, S03, 1
B04, Trade, 4319578.443, 95, B04, S02, 1
B04, Trade, 4319591.693, 95, S00, B04, 1
B04, Trade, 4319598.343, 95, B04, S02, 1
B04, Trade, 4319605.743, 95, B04, S03, 1
B04, Trade, 4319612.343, 95, B04, S03, 1
B04, Trade, 4319617.293, 95, S00, B04, 1
B04, Trade, 4319620.593, 95, S00, B04, 1
B04, Trade, 4319624.643, 93, B04, S03, 1
B04, Trade, 4319634.443, 91, B04, S02, 1
B04, Trade, 4319642.843, 91, B04, S02, 1
B04, Trade, 4319651.293, 92, B04, S03, 1
