B00, 0
B01, 0
B02, 100
B02, Trade, 4279540.893, 76, B02, S01, 1
B02, Trade, 4279703.743, 76, B02, S01, 1
B02, Trade, 4279804.193, 76, B02, S01, 1
B02, Trade, 4279980.293, 74, B02, S01, 1
B02, Trade, 4280197.443, 76, B02, S01, 1
B02, Trade, 4280241.343, 75, B02, S01, 1
B02, Trade, 4280309.593, 76, B02, S01, 1
B02, Trade, 4280355.443, 71, S01, B02, 1
B02, Trade, 4280545.693, 76, B02, S01, 1
B02, Trade, 4280549.893, 76, B02, S01, 1
B02, Trade, 4280718.793, 76, B02, S01, 1
B02, Trade, 4280794.643, 75, B02, S01, 1
B02, Trade, 4280945.443, 75, B02, S01, 1
B02, Trade, 4281113.943, 75, B02, S01, 1
B02, Trade, 4281160.143, 74, B02, S01, 1
B02, Trade, 4281228.643, 76, B02, S01, 1
B02, Trade, 4281398.693, 73, B02, S01, 1
B02, Trade, 4281403.493, 70, S00, B02, 1
B02, Trade, 4281747.443, 76, B02, S01, 1
B02, Trade, 4281818.293, 76, B02, S01, 1
B02, Trade, 4282042.493, 76, B02, S01, 1
B02, Trade, 4282066.693, 76, B02, S01, 1
B02, Trade, 4282345.993, 76, B02, S01, 1
B02, Trade, 4282388.243, 76, B02, S01, 1
B02, Trade, 4282479.293, 75, B02, S01, 1
B02, Trade, 4282509.243, 76, B02, S01, 1
B02, Trade, 4282591.393, 72, S01, B02, 1
B02, Trade, 4282608.343, 75, B02, S01, 1
B02, Trade, 4282871.093, 75, B02, S01, 1
B02, Trade, 4283215.993, 76, B02, S01, 1
B02, Trade, 4283367.843, 76, B02, S01, 1
B02, Trade, 4283828.843, 76, B02, S01, 1
B02, Trade, 4283869.293, 69, S01, B02, 1
B02, Trade, 4283884.743, 76, B02, S01, 1
B02, Trade, 4284184.643, 75, B02, S01, 1
B02, Trade, 4284222.143, 76, B02, S01, 1
B02, Trade, 4284469.443, 76, B02, S01, 1
B02, Trade, 4284961.843, 76, B02, S01, 1
B02, Trade, 4285344.093, 76, B02, S01, 1
B02, Trade, 4285438.143, 76, B02, S01, 1
B02, Trade, 4285517.193, 76, B02, S01, 1
B02, Trade, 4285903.343, 76, B02, S01, 1
B02, Trade, 4286033.643, 71, S01, B02, 1
B02, Trade, 4286182.143, 76, B02, S01, 1
B02, Trade, 4286242.293, 75, B02, S01, 1
B02, Trade, 4286327.743, 76, B02, S01, 1
B02, Trade, 4286486.843, 76, B02, S01, 1
B02, Trade, 4286839.843, 75, B02, S01, 1
B02, Trade, 4286920.093, 75, B02, S01, 1
B02, Trade, 4287325.193, 76, B02, S01, 1
B02, Trade, 4287846.193, 76, B02, S01, 1
B02, Trade, 4287862.543, 75, B02, S01, 1
B02, Trade, 4287919.143, 75, B02, S01, 1
B02, Trade, 4287944.343, 76, B02, S01, 1
B02, Trade, 4288245.543, 76, B02, S01, 1
B02, Trade, 4288478.793, 76, B02, S01, 1
B02, Trade, 4288827.343, 76, B02, S01, 1
B02, Trade, 4288849.893, 75, B02, S01, 1
B02, Trade, 4289040.893, 75, B02, S01, 1
B02, Trade, 4289176.593, 75, B02, S01, 1
B02, Trade, 4289530.393, 76, B02, S01, 1
B02, Trade, 4289627.743, 75, B02, S01, 1
B02, Trade, 4289659.693, 75, B02, S01, 1
B02, Trade, 4289947.593, 76, B02, S01, 1
B02, Trade, 4289994.393, 76, B02, S01, 1
B02, Trade, 4290101.643, 76, B02, S01, 1
B02, Trade, 4290146.793, 76, B02, S01, 1
B02, Trade, 4290187.743, 76, B02, S01, 1
B02, Trade, 4290766.043, 76, B02, S01, 1
B02, Trade, 4290785.343, 72, S01, B02, 1
B02, Trade, 4290897.393, 75, B02, S01, 1
B02, Trade, 4302511.493, 76, B02, S01, 1
B02, Trade, 4303725.293, 76, B02, S01, 1
B02, Trade, 4304402.593, 76, B02, S01, 1
B02, Trade, 4305776.193, 76, B02, S01, 1
B02, Trade, 4306038.593, 76, B02, S01, 1
B02, Trade, 4307693.693, 76, B02, S01, 1
B02, Trade, 4307753.593, 76, B02, S01, 1
B02, Trade, 4307900.843, 76, B02, S01, 1
B02, Trade, 4307965.443, 76, B02, S01, 1
B02, Trade, 4308190.743, 76, B02, S01, 1
B02, Trade, 4308276.493, 76, B02, S01, 1
B02, Trade, 4308837.193, 76, B02, S01, 1
B02, Trade, 4309352.893, 76, B02, S01, 1
B02, Trade, 4309374.993, 75, B02, S01, 1
B02, Trade, 4309705.393, 75, B02, S01, 1
B02, Trade, 4310507.543, 75, B02, S01, 1
B02, Trade, 4310822.593, 76, B02, S01, 1
B02, Trade, 4311311.393, 76, B02, S01, 1
B02, Trade, 4311727.693, 76, B02, S01, 1
B02, Trade, 4311920.493, 76, B02, S01, 1
B02, Trade, 4313182.593, 76, B02, S01, 1
B02, Trade, 4313502.143, 76, B02, S01, 1
B02, Trade, 4316576.743, 74, B02, S01, 1
B02, Trade, 4316855.143, 74, B02, S01, 1
B02, Trade, 4317147.843, 76, B02, S01, 1
B02, Trade, 4318306.493, 76, B02, S01, 1
B02, Trade, 4318352.443, 76, B02, S01, 1
B02, Trade, 4318795.543, 76, B02, S01, 1
B02, Trade, 4319113.443, 76, B02, S01, 1
B03, 100
B03, Trade, 4303444.093, 86, B03, S00, 1
B03, Trade, 4303982.243, 85, B03, S01, 1
B03, Trade, 4304213.393, 86, B03, S01, 1
B03, Trade, 4304319.543, 86, B03, S01, 1
B03, Trade, 4304383.743, 79, S01, B03, 1
B03, Trade, 4304465.793, 86, B03, S01, 1
B03, Trade, 4304565.743, 81, B03, S01, 1
