B00, 0
B01, 1
B01, Trade, 592021.850, 60, S00, B01, 1
B02, 68
B02, Trade, 7852.450, 76, S00, B02, 1
B02, Trade, 72364.800, 76, B02, S00, 1
B02, Trade, 122054.050, 76, B02, S01, 1
B02, Trade, 224914.150, 72, S01, B02, 1
B02, Trade, 236898.550, 76, B02, S00, 1
B02, Trade, 260536.250, 73, S01, B02, 1
B02, Trade, 348508.450, 74, S00, B02, 1
B02, Trade, 512419.950, 76, B02, S01, 1
B02, Trade, 515315.250, 76, B02, S01, 1
B02, Trade, 516087.850, 76, B02, S01, 1
B02, Trade, 724441.400, 76, B02, S01, 1
B02, Trade, 774157.100, 69, S00, B02, 1
B02, Trade, 806564.500, 76, S01, B02, 1
B02, Trade, 919833.650, 74, S00, B02, 1
B02, Trade, 923889.850, 76, B02, S01, 1
B02, Trade, 968044.700, 76, B02, S01, 1
B02, Trade, 974016.100, 70, S01, B02, 1
B02, Trade, 1022221.700, 76, B02, S01, 1
B02, Trade, 1078587.500, 76, B02, S00, 1
B02, Trade, 1107143.000, 76, B02, S01, 1
B02, Trade, 1108018.250, 76, B02, S00, 1
B02, Trade, 1127390.850, 76, B02, S01, 1
B02, Trade, 1130547.300, 76, B02, S01, 1
B02, Trade, 1131372.600, 76, B02, S01, 1
B02, Trade, 1146010.050, 76, B02, S00, 1
B02, Trade, 1355018.551, 74, S01, B02, 1
B02, Trade, 1362116.051, 76, B02, S01, 1
B02, Trade, 1384759.101, 76, B02, S01, 1
B02, Trade, 1403196.501, 75, B02, S01, 1
B02, Trade, 1531699.401, 76, S01, B02, 1
B02, Trade, 1539044.851, 76, B02, S00, 1
B02, Trade, 1613608.201, 76, S00, B02, 1
B02, Trade, 1636993.001, 76, B02, S00, 1
B02, Trade, 1676660.701, 73, S01, B02, 1
B02, Trade, 1796498.651, 75, S00, B02, 1
B02, Trade, 1797659.101, 76, B02, S01, 1
B02, Trade, 1811486.401, 75, S01, B02, 1
B02, Trade, 1814806.351, 76, B02, S01, 1
B02, Trade, 1814846.401, 76, S01, B02, 1
B02, Trade, 1815601.801, 76, B02, S01, 1
B02, Trade, 1815610.351, 76, S01, B02, 1
B02, Trade, 1818859.701, 74, S00, B02, 1
B02, Trade, 1820169.401, 76, B02, S01, 1
B02, Trade, 1867343.701, 75, S00, B02, 1
B02, Trade, 1872050.451, 72, S00, B02, 1
B02, Trade, 1872052.601, 75, B02, S00, 1
B02, Trade, 1874762.551, 76, B02, S00, 1
B02, Trade, 1905346.701, 76, B02, S01, 1
B02, Trade, 2058552.101, 75, S00, B02, 1
B02, Trade, 2073863.401, 75, S01, B02, 1
B02, Trade, 2162803.351, 74, S00, B02, 1
B02, Trade, 2484970.550, 76, B02, S00, 1
B02, Trade, 2510543.450, 76, B02, S00, 1
B02, Trade, 2634851.399, 76, B02, S00, 1
B02, Trade, 2651482.549, 76, S01, B02, 1
B02, Trade, 2833781.899, 76, B02, S01, 1
B02, Trade, 3006899.298, 76, B02, S00, 1
B02, Trade, 3076310.448, 76, B02, S00, 1
B02, Trade, 3112307.648, 76, B02, S01, 1
B02, Trade, 3396511.847, 76, B02, S00, 1
B02, Trade, 3615200.146, 76, S00, B02, 1
B02, Trade, 3770293.745, 75, S00, B02, 1
B02, Trade, 3826804.845, 76, B02, S01, 1
B02, Trade, 3861129.045, 76, S01, B02, 1
B02, Trade, 3866129.145, 76, S00, B02, 1
B02, Trade, 3886603.845, 76, B02, S00, 1
B02, Trade, 4024062.594, 72, S01, B02, 1
B02, Trade, 4156016.894, 75, S01, B02, 1
B03, 100
B03, Trade, 4271827.743, 86, B03, S02, 1
B03, Trade, 4272737.343, 86, B03, S02, 1
B03, Trade, 4273022.893, 86, B03, S02, 1
B03, Trade, 4273079.093, 86, B03, S02, 1
B03, Trade, 4273626.943, 86, B03, S02, 1
B03, Trade, 4273764.793, 86, B03, S02, 1
B03, Trade, 4274064.293, 86, B03, S02, 1
B03, Trade, 4274157.293, 86, B03, S02, 1
B03, Trade, 4275128.643, 86, B03, S02, 1
B03, Trade, 4275382.593, 86, B03, S02, 1
B03, Trade, 4275894.243, 86, B03, S02, 1
B03, Trade, 4275920.993, 78, S02, B03, 1
B03, Trade, 4276182.143, 86, B03, S02, 1
B03, Trade, 4276301.443, 78, S02, B03, 1
B03, Trade, 4276658.593, 79, B03, S02, 1
B03, Trade, 4278074.393, 86, B03, S02, 1
B03, Trade, 4278257.443, 86, B03, S02, 1
B03, Trade, 4278555.393, 86, B03, S02, 1
B03, Trade, 4278611.043, 86, B03, S02, 1
B03, Trade, 4278882.293, 86, B03, S02, 1
B03, Trade, 4279253.393, 84, B03, S02, 1
B03, Trade, 4279888.393, 85, B03, S02, 1
B03, Trade, 4280513.943, 85, B03, S02, 1
B03, Trade, 4280935.993, 86, B03, S02, 1
B03, Trade, 4281002.393, 82, S02, B03, 1
B03, Trade, 4281114.293, 84, B03, S02, 1
B03, Trade, 4281200.743, 86, B03, S02, 1
B03, Trade, 4281958.343, 86, B03, S02, 1
B03, Trade, 4282258.743, 86, B03, S02, 1
B03, Trade, 4282422.243, 86, B03, S02, 1
B03, Trade, 4282496.043, 84, B03, S02, 1
B03, Trade, 4282641.843, 86, B03, S02, 1
B03, Trade, 4283413.743, 79, S02, B03, 1
B03, Trade, 4283416.143, 77, S02, B03, 1
B03, Trade, 4283458.393, 86, B03, S02, 1
B03, Trade, 4283557.243, 85, B03, S02, 1
B03, Trade, 4283590.393, 83, B03, S02, 1
B03, Trade, 4283969.543, 85, B03, S02, 1
B03, Trade, 4284351.593, 86, B03, S02, 1
B03, Trade, 4284664.993, 86, B03, S02, 1
B03, Trade, 4284669.043, 86, B03, S01, 1
B03, Trade, 4284981.643, 86, B03, S02, 1
B03, Trade, 4284995.493, 86, B03, S02, 1
B03, Trade, 4285413.393, 86, B03, S02, 1
B03, Trade, 4286076.093, 86, B03, S02, 1
B03, Trade, 4286377.293, 86, B03, S02, 1
B03, Trade, 4286500.493, 78, S02, B03, 1
B03, Trade, 4286505.793, 77, S02, B03, 1
B03, Trade, 4286570.893, 86, B03, S02, 1
B03, Trade, 4286952.793, 86, B03, S02, 1
B03, Trade, 4286989.193, 86, B03, S02, 1
B03, Trade, 4287036.743, 86, B03, S02, 1
B03, Trade, 4287197.393, 86, B03, S02, 1
B03, Trade, 4287540.993, 82, B03, S02, 1
B03, Trade, 4287610.143, 86, B03, S02, 1
B03, Trade, 4288984.643, 86, B03, S02, 1
B03, Trade, 4289315.193, 86, B03, S02, 1
B03, Trade, 4289651.793, 83, B03, S01, 1
B03, Trade, 4289653.143, 84, B03, S00, 1
B03, Trade, 4290033.343, 86, B03, S02, 1
B03, Trade, 4290306.193, 86, B03, S02, 1
B03, Trade, 4290595.093, 86, B03, S02, 1
B03, Trade, 4298650.543, 85, B03, S02, 1
B03, Trade, 4299392.043, 84, B03, S02, 1
B03, Trade, 4299696.393, 86, B03, S02, 1
B03, Trade, 4299896.043, 86, B03, S02, 1
B03, Trade, 4299922.993, 86, B03, S02, 1
B03, Trade, 4300017.943, 86, B03, S02, 1
