B00, 100
B00, Trade, 8639481.412, 140, B00, S03, 1
B00, Trade, 8639488.312, 136, B00, S05, 1
B00, Trade, 8639492.612, 137, B00, S06, 1
B00, Trade, 8639497.879, 140, B00, S10, 1
B00, Trade, 8639501.612, 136, B00, S02, 1
B00, Trade, 8639504.046, 140, B00, S08, 1
B00, Trade, 8639513.112, 139, B00, S11, 1
B00, Trade, 8639518.046, 62, S07, B00, 1
B00, Trade, 8639522.646, 60, S00, B00, 1
B00, Trade, 8639528.246, 140, B00, S09, 1
B00, Trade, 8639533.612, 60, S10, B00, 1
B00, Trade, 8639538.779, 140, B00, S05, 1
B00, Trade, 8639546.446, 138, B00, S01, 1
B00, Trade, 8639552.379, 138, B00, S07, 1
B00, Trade, 8639557.546, 138, B00, S13, 1
B00, Trade, 8639562.346, 138, B00, S03, 1
B00, Trade, 8639569.212, 60, S12, B00, 1
B00, Trade, 8639569.946, 68, S05, B00, 1
B00, Trade, 8639576.846, 63, S02, B00, 1
B00, Trade, 8639581.379, 61, S09, B00, 1
B00, Trade, 8639588.212, 62, S10, B00, 1
B00, Trade, 8639592.379, 60, S06, B00, 1
B00, Trade, 8639596.112, 60, S01, B00, 1
B00, Trade, 8639602.479, 66, S11, B00, 1
B00, Trade, 8639608.046, 61, S05, B00, 1
B00, Trade, 8639611.979, 138, B00, S03, 1
B00, Trade, 8639615.979, 62, S13, B00, 1
B00, Trade, 8639621.412, 64, S05, B00, 1
B00, Trade, 8639629.246, 62, S01, B00, 1
B00, Trade, 8639631.579, 62, S09, B00, 1
B00, Trade, 8639639.312, 61, S13, B00, 1
B00, Trade, 8639645.779, 80, S09, B00, 1
B00, Trade, 8639647.379, 138, B00, S10, 1
B00, Trade, 8639655.012, 61, S02, B00, 1
B00, Trade, 8639656.579, 60, S12, B00, 1
B00, Trade, 8639663.146, 60, S00, B00, 1
B00, Trade, 8639667.746, 60, S08, B00, 1
B00, Trade, 8639675.746, 60, S08, B00, 1
B00, Trade, 8639677.879, 62, S09, B00, 1
B00, Trade, 8639686.746, 60, S05, B00, 1
B00, Trade, 8639691.512, 65, S01, B00, 1
B00, Trade, 8639694.512, 60, S02, B00, 1
B00, Trade, 8639696.112, 60, S07, B00, 1
B00, Trade, 8639704.212, 61, S02, B00, 1
B00, Trade, 8639707.646, 65, S01, B00, 1
B00, Trade, 8639714.812, 60, S00, B00, 1
B00, Trade, 8639717.612, 60, S06, B00, 1
B00, Trade, 8639721.879, 140, B00, S04, 1
B00, Trade, 8639729.712, 61, S00, B00, 1
B00, Trade, 8639736.046, 61, S08, B00, 1
B00, Trade, 8639737.512, 60, S10, B00, 1
B00, Trade, 8639746.946, 90, S09, B00, 1
B00, Trade, 8639750.812, 62, S06, B00, 1
B00, Trade, 8639752.612, 140, B00, S02, 1
B00, Trade, 8639762.579, 60, S09, B00, 1
B00, Trade, 8639765.579, 66, S00, B00, 1
B00, Trade, 8639768.646, 65, S05, B00, 1
B00, Trade, 8639775.812, 69, S14, B00, 1
B00, Trade, 8639779.546, 63, S13, B00, 1
B00, Trade, 8639782.846, 63, S06, B00, 1
B00, Trade, 8639788.246, 63, S02, B00, 1
B00, Trade, 8639792.412, 60, S00, B00, 1
B00, Trade, 8639801.912, 60, S00, B00, 1
B00, Trade, 8639802.612, 64, S06, B00, 1
B00, Trade, 8639810.612, 60, S08, B00, 1
B00, Trade, 8639815.212, 63, S01, B00, 1
B00, Trade, 8639821.279, 87, S14, B00, 1
B00, Trade, 8639822.812, 61, S06, B00, 1
B00, Trade, 8639831.212, 140, B00, S05, 1
B00, Trade, 8639837.879, 140, B00, S13, 1
B00, Trade, 8639839.612, 139, B00, S05, 1
B00, Trade, 8639846.879, 140, B00, S07, 1
B00, Trade, 8639851.812, 139, B00, S03, 1
B00, Trade, 8639854.646, 140, B00, S08, 1
B00, Trade, 8639865.612, 60, S13, B00, 1
B00, Trade, 8639871.079, 63, S02, B00, 1
B00, Trade, 8639876.412, 60, S02, B00, 1
B00, Trade, 8639881.512, 61, S09, B00, 1
B00, Trade, 8639883.946, 138, B00, S07, 1
B00, Trade, 8639895.446, 140, B00, S03, 1
B00, Trade, 8639905.546, 137, B00, S04, 1
B00, Trade, 8639907.879, 139, B00, S05, 1
B00, Trade, 8639911.579, 140, B00, S09, 1
B00, Trade, 8639917.612, 140, B00, S04, 1
B00, Trade, 8639920.512, 60, S10, B00, 1
B00, Trade, 8639924.912, 63, S13, B00, 1
B00, Trade, 8639933.679, 60, S01, B00, 1
B00, Trade, 8639938.246, 61, S09, B00, 1
B00, Trade, 8639945.012, 80, S10, B00, 1
B00, Trade, 8639946.612, 62, S03, B00, 1
B00, Trade, 8639952.112, 90, S11, B00, 1
B00, Trade, 8639955.912, 61, S03, B00, 1
B00, Trade, 8639963.879, 60, S06, B00, 1
B00, Trade, 8639968.146, 60, S12, B00, 1
B00, Trade, 8639974.312, 140, B00, S09, 1
B00, Trade, 8639979.779, 140, B00, S02, 1
B00, Trade, 8639981.412, 117, S11, B00, 1
B00, Trade, 8639988.279, 139, B00, S11, 1
B00, Trade, 8639991.112, 140, B00, S03, 1
B00, Trade, 8639994.679, 65, S12, B00, 1
B01, 100
