B00, 100
B00, Trade, 4319220.193, 82, B00, S09, 1
B00, Trade, 4319225.293, 89, S07, B00, 1
B00, Trade, 4319233.643, 114, S01, B00, 1
B00, Trade, 4319235.693, 110, S08, B00, 1
B00, Trade, 4319244.393, 96, S05, B00, 1
B00, Trade, 4319254.143, 88, B00, S01, 1
B00, Trade, 4319269.693, 92, B00, S08, 1
B00, Trade, 4319278.443, 99, B00, S07, 1
B00, Trade, 4319284.643, 118, B00, S09, 1
B00, Trade, 4319288.043, 90, S03, B00, 1
B00, Trade, 4319294.843, 84, B00, S03, 1
B00, Trade, 4319305.193, 91, B00, S05, 1
B00, Trade, 4319314.393, 64, S06, B00, 1
B00, Trade, 4319322.343, 113, B00, S01, 1
B00, Trade, 4319324.793, 102, S03, B00, 1
B00, Trade, 4319338.493, 99, B00, S08, 1
B00, Trade, 4319343.743, 86, B00, S07, 1
B00, Trade, 4319355.543, 82, S07, B00, 1
B00, Trade, 4319357.693, 113, B00, S03, 1
B00, Trade, 4319359.493, 99, B00, S06, 1
B00, Trade, 4319372.243, 83, B00, S07, 1
B00, Trade, 4319381.293, 122, B00, S04, 1
B00, Trade, 4319389.443, 109, B00, S07, 1
B00, Trade, 4319394.093, 105, B00, S02, 1
B00, Trade, 4319404.243, 103, B00, S00, 1
B00, Trade, 4319405.493, 136, B00, S06, 1
B00, Trade, 4319443.743, 79, B00, S06, 1
B00, Trade, 4319449.743, 108, S09, B00, 1
B00, Trade, 4319454.543, 89, B00, S01, 1
B00, Trade, 4319465.593, 119, B00, S02, 1
B00, Trade, 4319470.493, 64, S00, B00, 1
B00, Trade, 4319475.843, 100, B00, S00, 1
B00, Trade, 4319482.193, 101, B00, S01, 1
B00, Trade, 4319489.193, 94, B00, S01, 1
B00, Trade, 4319502.443, 94, B00, S09, 1
B00, Trade, 4319505.743, 136, B00, S07, 1
B00, Trade, 4319511.243, 124, B00, S06, 1
B00, Trade, 4319514.343, 113, B00, S05, 1
B00, Trade, 4319524.743, 74, S09, B00, 1
B00, Trade, 4319533.843, 95, B00, S00, 1
B00, Trade, 4319544.743, 101, S04, B00, 1
B00, Trade, 4319549.593, 83, B00, S05, 1
B00, Trade, 4319556.443, 127, B00, S00, 1
B00, Trade, 4319562.593, 102, B00, S06, 1
B00, Trade, 4319569.993, 86, B00, S09, 1
B00, Trade, 4319581.043, 89, B00, S09, 1
B00, Trade, 4319583.293, 110, S00, B00, 1
B00, Trade, 4319591.593, 78, S06, B00, 1
B00, Trade, 4319593.493, 62, S09, B00, 1
B00, Trade, 4319610.793, 80, B00, S09, 1
B00, Trade, 4319613.493, 120, B00, S06, 1
B00, Trade, 4319627.393, 67, S09, B00, 1
B00, Trade, 4319629.643, 92, S01, B00, 1
B00, Trade, 4319636.743, 110, B00, S07, 1
B00, Trade, 4319645.143, 90, B00, S08, 1
B00, Trade, 4319648.943, 97, B00, S04, 1
B00, Trade, 4319656.043, 111, B00, S03, 1
B00, Trade, 4319660.993, 96, B00, S09, 1
B00, Trade, 4319665.243, 86, B00, S00, 1
B00, Trade, 4319669.043, 114, B00, S03, 1
B00, Trade, 4319674.793, 70, B00, S09, 1
B00, Trade, 4319682.093, 113, B00, S09, 1
B00, Trade, 4319689.043, 99, B00, S05, 1
B00, Trade, 4319694.843, 113, B00, S04, 1
B00, Trade, 4319700.443, 111, B00, S06, 1
B00, Trade, 4319709.943, 112, B00, S03, 1
B00, Trade, 4319715.193, 88, B00, S06, 1
B00, Trade, 4319723.393, 103, S01, B00, 1
B00, Trade, 4319729.043, 95, B00, S02, 1
B00, Trade, 4319743.943, 111, B00, S00, 1
B00, Trade, 4319756.243, 75, B00, S06, 1
B00, Trade, 4319758.943, 132, S08, B00, 1
B00, Trade, 4319780.843, 94, S02, B00, 1
B00, Trade, 4319793.243, 103, S05, B00, 1
B00, Trade, 4319802.893, 101, B00, S00, 1
B00, Trade, 4319806.243, 103, B00, S08, 1
B00, Trade, 4319823.893, 111, S09, B00, 1
B00, Trade, 4319830.993, 97, B00, S02, 1
B00, Trade, 4319845.343, 91, B00, S07, 1
B00, Trade, 4319853.043, 113, B00, S09, 1
B00, Trade, 4319857.493, 83, S09, B00, 1
B00, Trade, 4319861.293, 80, S03, B00, 1
B00, Trade, 4319866.643, 132, B00, S02, 1
B00, Trade, 4319875.743, 72, B00, S08, 1
B00, Trade, 4319881.993, 87, S09, B00, 1
B00, Trade, 4319889.793, 74, S03, B00, 1
B00, Trade, 4319894.793, 105, B00, S01, 1
B00, Trade, 4319896.343, 65, S00, B00, 1
B00, Trade, 4319902.743, 99, B00, S04, 1
B00, Trade, 4319909.493, 117, B00, S01, 1
B00, Trade, 4319913.643, 102, S08, B00, 1
B00, Trade, 4319929.443, 101, S02, B00, 1
B00, Trade, 4319932.143, 86, B00, S07, 1
B00, Trade, 4319938.993, 86, B00, S07, 1
B00, Trade, 4319947.143, 124, B00, S06, 1
B00, Trade, 4319954.193, 85, S09, B00, 1
B00, Trade, 4319965.543, 98, B00, S08, 1
B00, Trade, 4319974.843, 100, S00, B00, 1
B00, Trade, 4319990.393, 88, S02, B00, 1
B00, Trade, 4319998.043, 84, S07, B00, 1
B01, 100
B01, Trade, 4319321.193, 61, S06, B01, 1
B01, Trade, 4319326.743, 87, B01, S06, 1
B01, Trade, 4319330.993, 133, B01, S08, 1
B01, Trade, 4319341.443, 97, B01, S03, 1
B01, Trade, 4319344.143, 136, B01, S08, 1
B01, Trade, 4319350.593, 81, B01, S05, 1
B01, Trade, 4319359.843, 98, B01, S01, 1
B01, Trade, 4319366.993, 119, B01, S07, 1
B01, Trade, 4319376.543, 69, S01, B01, 1
B01, Trade, 4319382.243, 95, B01, S06, 1
B01, Trade, 4319388.793, 130, B01, S05, 1
B01, Trade, 4319392.743, 125, B01, S09, 1
B01, Trade, 4319398.243, 66, B01, S05, 1
B01, Trade, 4319408.093, 87, S08, B01, 1
B01, Trade, 4319415.493, 117, B01, S02, 1
B01, Trade, 4319418.993, 102, B01, S05, 1
B01, Trade, 4319429.043, 125, B01, S03, 1
B01, Trade, 4319439.593, 126, B01, S00, 1
B01, Trade, 4319444.093, 140, B01, S04, 1
B01, Trade, 4319451.493, 74, S07, B01, 1
B01, Trade, 4319454.443, 118, S07, B01, 1
B01, Trade, 4319471.643, 84, S02, B01, 1
B01, Trade, 4319475.043, 106, S09, B01, 1
B01, Trade, 4319485.443, 101, B01, S09, 1
B01, Trade, 4319491.093, 73, S08, B01, 1
B01, Trade, 4319499.943, 119, S06, B01, 1
B01, Trade, 4319504.793, 139, B01, S02, 1
B01, Trade, 4319508.593, 139, B01, S07, 1
B01, Trade, 4319524.293, 84, B01, S07, 1
B01, Trade, 4319526.643, 84, B01, S05, 1
B01, Trade, 4319534.593, 99, S06, B01, 1
B01, Trade, 4319540.343, 62, S01, B01, 1
B01, Trade, 4319552.343, 79, S09, B01, 1
B01, Trade, 4319553.843, 102, S05, B01, 1
B01, Trade, 4319563.793, 81, S05, B01, 1
B01, Trade, 4319574.143, 95, B01, S02, 1
B01, Trade, 4319581.843, 112, S04, B01, 1
B01, Trade, 4319589.793, 104, S06, B01, 1
B01, Trade, 4319599.143, 139, B01, S05, 1
B01, Trade, 4319616.443, 119, B01, S00, 1
B01, Trade, 4319623.743, 83, S01, B01, 1
B01, Trade, 4319642.443, 134, B01, S09, 1
B01, Trade, 4319644.893, 110, B01, S07, 1
B01, Trade, 4319647.393, 82, S04, B01, 1
B01, Trade, 4319652.693, 133, S08, B01, 1
B01, Trade, 4319663.843, 77, S04, B01, 1
B01, Trade, 4319667.393, 128, B01, S02, 1
B01, Trade, 4319670.993, 118, B01, S01, 1
B01, Trade, 4319676.293, 86, S02, B01, 1
B01, Trade, 4319684.493, 138, S06, B01, 1
B01, Trade, 4319686.443, 100, B01, S03, 1
B01, Trade, 4319695.143, 92, B01, S09, 1
B01, Trade, 4319696.893, 80, B01, S05, 1
B01, Trade, 4319709.893, 131, B01, S06, 1
B01, Trade, 4319714.193, 72, B01, S07, 1
B01, Trade, 4319723.693, 79, S05, B01, 1
B01, Trade, 4319726.843, 125, B01, S09, 1
B01, Trade, 4319730.743, 91, B01, S06, 1
B01, Trade, 4319736.293, 85, B01, S05, 1
B01, Trade, 4319739.243, 79, B01, S01, 1
B01, Trade, 4319748.243, 130, B01, S06, 1
B01, Trade, 4319754.343, 116, S00, B01, 1
B01, Trade, 4319765.843, 83, B01, S09, 1
B01, Trade, 4319768.143, 126, S00, B01, 1
B01, Trade, 4319781.343, 81, B01, S07, 1
B01, Trade, 4319786.693, 128, B01, S09, 1
B01, Trade, 4319789.843, 92, B01, S05, 1
B01, Trade, 4319813.193, 140, B01, S02, 1
B01, Trade, 4319822.943, 112, B01, S00, 1
B01, Trade, 4319832.243, 77, B01, S09, 1
B01, Trade, 4319834.693, 84, B01, S06, 1
B01, Trade, 4319839.893, 62, S07, B01, 1
B01, Trade, 4319850.293, 140, B01, S02, 1
B01, Trade, 4319858.643, 101, B01, S05, 1
B01, Trade, 4319862.193, 137, B01, S01, 1
B01, Trade, 4319870.843, 72, B01, S02, 1
B01, Trade, 4319877.343, 89, S09, B01, 1
B01, Trade, 4319880.893, 106, S01, B01, 1
B01, Trade, 4319884.543, 109, B01, S04, 1
B01, Trade, 4319894.593, 109, B01, S02, 1
B01, Trade, 4319897.843, 104, S08, B01, 1
B01, Trade, 4319903.243, 84, S07, B01, 1
B01, Trade, 4319910.393, 108, B01, S07, 1
B01, Trade, 4319915.243, 135, B01, S03, 1
B01, Trade, 4319922.393, 89, S01, B01, 1
B01, Trade, 4319925.743, 122, S06, B01, 1
B01, Trade, 4319931.143, 121, B01, S00, 1
