B00, 100
B00, Trade, 4319332.793, 140, B00, S02, 1
B00, Trade, 4319337.093, 140, B00, S02, 1
B00, Trade, 4319341.743, 140, B00, S06, 1
B00, Trade, 4319345.543, 140, B00, S04, 1
B00, Trade, 4319351.493, 140, B00, S03, 1
B00, Trade, 4319360.043, 140, B00, S08, 1
B00, Trade, 4319362.493, 140, B00, S04, 1
B00, Trade, 4319368.443, 63, B00, S08, 1
B00, Trade, 4319379.193, 138, B00, S07, 1
B00, Trade, 4319402.443, 140, B00, S07, 1
B00, Trade, 4319406.193, 135, B00, S06, 1
B00, Trade, 4319416.943, 140, B00, S04, 1
B00, Trade, 4319420.793, 140, B00, S08, 1
B00, Trade, 4319425.543, 140, B00, S07, 1
B00, Trade, 4319431.543, 138, B00, S02, 1
B00, Trade, 4319438.143, 140, B00, S00, 1
B00, Trade, 4319446.143, 139, B00, S00, 1
B00, Trade, 4319458.593, 140, B00, S05, 1
B00, Trade, 4319467.043, 140, B00, S02, 1
B00, Trade, 4319471.693, 140, B00, S06, 1
B00, Trade, 4319479.993, 140, B00, S08, 1
B00, Trade, 4319484.693, 140, B00, S00, 1
B00, Trade, 4319492.393, 82, B00, S02, 1
B00, Trade, 4319500.493, 140, B00, S07, 1
B00, Trade, 4319506.193, 140, B00, S08, 1
B00, Trade, 4319508.643, 140, B00, S05, 1
B00, Trade, 4319514.343, 140, B00, S04, 1
B00, Trade, 4319521.843, 140, B00, S00, 1
B00, Trade, 4319530.043, 140, B00, S08, 1
B00, Trade, 4319537.793, 140, B00, S05, 1
B00, Trade, 4319542.543, 140, B00, S05, 1
B00, Trade, 4319545.593, 140, B00, S08, 1
B00, Trade, 4319551.693, 140, B00, S02, 1
B00, Trade, 4319555.793, 140, B00, S05, 1
B00, Trade, 4319562.943, 107, B00, S02, 1
B00, Trade, 4319569.543, 140, B00, S08, 1
B00, Trade, 4319574.243, 140, B00, S05, 1
B00, Trade, 4319577.543, 140, B00, S05, 1
B00, Trade, 4319585.293, 140, B00, S03, 1
B00, Trade, 4319589.993, 140, B00, S00, 1
B00, Trade, 4319591.793, 140, B00, S08, 1
B00, Trade, 4319597.593, 140, B00, S07, 1
B00, Trade, 4319600.943, 140, B00, S07, 1
B00, Trade, 4319606.893, 140, B00, S07, 1
B00, Trade, 4319613.393, 140, B00, S05, 1
B00, Trade, 4319616.343, 140, B00, S02, 1
B00, Trade, 4319621.693, 140, B00, S02, 1
B00, Trade, 4319629.543, 140, B00, S00, 1
B00, Trade, 4319654.643, 140, B00, S07, 1
B00, Trade, 4319661.093, 140, B00, S04, 1
B00, Trade, 4319668.343, 140, B00, S06, 1
B00, Trade, 4319674.743, 137, B00, S05, 1
B00, Trade, 4319677.793, 140, B00, S08, 1
B00, Trade, 4319682.543, 140, B00, S00, 1
B00, Trade, 4319691.493, 140, B00, S08, 1
B00, Trade, 4319700.943, 140, B00, S04, 1
B00, Trade, 4319702.893, 69, B00, S06, 1
B00, Trade, 4319710.593, 140, B00, S08, 1
B00, Trade, 4319714.493, 140, B00, S06, 1
B00, Trade, 4319721.443, 100, B00, S08, 1
B00, Trade, 4319725.843, 66, B00, S04, 1
B00, Trade, 4319729.443, 140, B00, S02, 1
B00, Trade, 4319732.843, 140, B00, S00, 1
B00, Trade, 4319740.143, 140, B00, S06, 1
B00, Trade, 4319747.343, 84, B00, S06, 1
B00, Trade, 4319751.043, 140, B00, S08, 1
B00, Trade, 4319757.193, 140, B00, S08, 1
B00, Trade, 4319762.843, 140, B00, S09, 1
B00, Trade, 4319769.193, 140, B00, S06, 1
B00, Trade, 4319773.393, 139, B00, S08, 1
B00, Trade, 4319778.293, 140, B00, S06, 1
B00, Trade, 4319789.393, 140, B00, S05, 1
B00, Trade, 4319791.943, 140, B00, S08, 1
B00, Trade, 4319796.893, 140, B00, S04, 1
B00, Trade, 4319799.443, 140, B00, S08, 1
B00, Trade, 4319804.393, 140, B00, S00, 1
B00, Trade, 4319812.843, 140, B00, S04, 1
B00, Trade, 4319827.943, 140, B00, S04, 1
B00, Trade, 4319840.093, 108, B00, S05, 1
B00, Trade, 4319855.243, 60, B00, S07, 1
B00, Trade, 4319864.393, 140, B00, S04, 1
B00, Trade, 4319867.093, 140, B00, S00, 1
B00, Trade, 4319871.893, 137, B00, S06, 1
B00, Trade, 4319878.293, 140, B00, S03, 1
B00, Trade, 4319886.293, 140, B00, S00, 1
B00, Trade, 4319892.643, 140, B00, S07, 1
B00, Trade, 4319900.343, 64, B00, S06, 1
B00, Trade, 4319901.543, 140, B00, S07, 1
B00, Trade, 4319908.493, 137, B00, S04, 1
B00, Trade, 4319920.343, 140, B00, S00, 1
B00, Trade, 4319922.843, 140, B00, S02, 1
B00, Trade, 4319932.943, 140, B00, S04, 1
B00, Trade, 4319938.893, 140, B00, S03, 1
B00, Trade, 4319941.743, 135, B00, S06, 1
B00, Trade, 4319949.543, 100, B00, S07, 1
B00, Trade, 4319953.493, 81, B00, S00, 1
B00, Trade, 4319960.943, 99, B00, S02, 1
B00, Trade, 4319965.143, 140, B00, S07, 1
B00, Trade, 4319967.943, 140, B00, S03, 1
B00, Trade, 4319996.743, 107, B00, S00, 1
B01, 100
B01, Trade, 4319362.593, 140, B01, S07, 1
B01, Trade, 4319366.343, 140, B01, S00, 1
B01, Trade, 4319369.293, 140, B01, S07, 1
B01, Trade, 4319377.993, 137, S03, B01, 1
B01, Trade, 4319379.543, 137, B01, S00, 1
B01, Trade, 4319385.643, 103, S05, B01, 1
B01, Trade, 4319396.393, 73, S08, B01, 1
B01, Trade, 4319397.643, 69, S07, B01, 1
B01, Trade, 4319398.943, 137, S01, B01, 1
B01, Trade, 4319405.543, 140, B01, S04, 1
B01, Trade, 4319414.693, 60, S01, B01, 1
B01, Trade, 4319421.943, 140, B01, S00, 1
B01, Trade, 4319428.293, 140, B01, S04, 1
B01, Trade, 4319434.893, 140, B01, S08, 1
B01, Trade, 4319443.593, 140, B01, S00, 1
B01, Trade, 4319447.993, 140, B01, S02, 1
B01, Trade, 4319456.793, 68, S02, B01, 1
B01, Trade, 4319460.493, 62, S06, B01, 1
