Trd, 4318116.593, 101
Trd, 4318116.893, 112
Trd, 4318117.643, 75
Trd, 4318118.543, 103
Trd, 4318119.493, 104
Trd, 4318119.793, 115
Trd, 4318121.593, 131
Trd, 4318121.743, 129
Trd, 4318122.443, 99
Trd, 4318122.943, 97
Trd, 4318123.343, 110
Trd, 4318123.443, 82
Trd, 4318123.593, 85
Trd, 4318125.493, 126
Trd, 4318125.593, 84
Trd, 4318126.443, 83
Trd, 4318128.393, 102
Trd, 4318128.643, 136
Trd, 4318129.443, 121
Trd, 4318129.793, 101
Trd, 4318130.443, 110
Trd, 4318131.743, 121
Trd, 4318132.043, 127
Trd, 4318132.493, 61
Trd, 4318133.393, 69
Trd, 4318133.893, 88
Trd, 4318134.193, 102
Trd, 4318135.993, 101
Trd, 4318136.293, 126
Trd, 4318136.993, 128
Trd, 4318137.543, 81
Trd, 4318137.643, 100
Trd, 4318137.793, 71
Trd, 4318138.993, 101
Trd, 4318140.893, 73
Trd, 4318141.943, 104
Trd, 4318142.443, 126
Trd, 4318142.843, 126
Trd, 4318144.293, 88
Trd, 4318144.793, 108
Trd, 4318145.093, 89
Trd, 4318146.693, 95
Trd, 4318147.993, 138
Trd, 4318148.043, 127
Trd, 4318148.143, 123
Trd, 4318149.093, 80
Trd, 4318149.743, 93
Trd, 4318150.343, 81
Trd, 4318151.043, 83
Trd, 4318151.393, 80
Trd, 4318151.543, 70
Trd, 4318151.793, 135
Trd, 4318152.093, 82
Trd, 4318152.293, 101
Trd, 4318154.243, 137
Trd, 4318154.393, 123
Trd, 4318154.443, 95
Trd, 4318155.393, 73
Trd, 4318155.493, 119
Trd, 4318156.643, 128
Trd, 4318157.093, 106
Trd, 4318158.693, 120
Trd, 4318158.843, 106
Trd, 4318159.443, 72
Trd, 4318159.643, 100
Trd, 4318160.343, 88
Trd, 4318161.343, 122
Trd, 4318161.593, 114
Trd, 4318162.193, 97
Trd, 4318163.643, 81
Trd, 4318164.093, 83
Trd, 4318164.793, 70
Trd, 4318165.343, 112
Trd, 4318165.543, 80
Trd, 4318166.293, 106
Trd, 4318168.693, 138
Trd, 4318168.743, 99
Trd, 4318169.343, 124
Trd, 4318169.643, 129
Trd, 4318169.693, 120
Trd, 4318170.143, 97
Trd, 4318170.793, 75
Trd, 4318171.143, 103
Trd, 4318172.243, 62
Trd, 4318173.493, 131
Trd, 4318173.593, 108
Trd, 4318173.943, 103
Trd, 4318174.543, 97
Trd, 4318175.143, 94
Trd, 4318177.543, 135
Trd, 4318177.643, 135
Trd, 4318177.993, 90
Trd, 4318178.693, 130
Trd, 4318179.793, 134
Trd, 4318180.293, 134
Trd, 4318182.493, 115
Trd, 4318183.143, 140
Trd, 4318183.643, 124
Trd, 4318184.143, 136
Trd, 4318184.593, 109
Trd, 4318186.543, 87
Trd, 4318187.743, 116
Trd, 4318188.593, 118
Trd, 4318188.743, 94
Trd, 4318189.293, 108
Trd, 4318189.493, 79
Trd, 4318190.043, 129
Trd, 4318190.093, 93
Trd, 4318191.993, 78
Trd, 4318192.793, 111
Trd, 4318192.893, 110
Trd, 4318193.493, 126
Trd, 4318193.993, 101
Trd, 4318194.343, 104
Trd, 4318195.593, 111
Trd, 4318196.043, 96
Trd, 4318198.143, 102
Trd, 4318198.443, 109
Trd, 4318198.593, 90
Trd, 4318199.043, 110
Trd, 4318199.243, 109
Trd, 4318200.643, 130
Trd, 4318201.193, 107
Trd, 4318201.293, 81
Trd, 4318201.443, 87
Trd, 4318202.343, 86
Trd, 4318202.493, 76
Trd, 4318205.193, 94
Trd, 4318205.943, 109
Trd, 4318206.693, 89
Trd, 4318207.243, 66
Trd, 4318208.293, 67
Trd, 4318208.443, 68
Trd, 4318208.743, 102
Trd, 4318209.593, 113
Trd, 4318209.993, 74
Trd, 4318210.893, 92
Trd, 4318211.543, 125
Trd, 4318212.243, 116
Trd, 4318212.793, 125
Trd, 4318215.593, 99
Trd, 4318216.343, 74
Trd, 4318217.143, 88
Trd, 4318217.643, 99
Trd, 4318217.843, 83
Trd, 4318218.443, 60
Trd, 4318218.893, 118
Trd, 4318220.793, 94
Trd, 4318220.943, 86
Trd, 4318221.493, 127
Trd, 4318221.543, 113
Trd, 4318223.143, 102
Trd, 4318223.543, 103
Trd, 4318224.043, 83
Trd, 4318224.493, 112
Trd, 4318226.043, 97
Trd, 4318227.493, 106
Trd, 4318227.543, 121
Trd, 4318227.943, 108
Trd, 4318228.793, 123
Trd, 4318229.043, 122
Trd, 4318229.143, 71
Trd, 4318229.693, 77
Trd, 4318230.343, 63
Trd, 4318231.143, 121
Trd, 4318232.193, 123
Trd, 4318232.643, 82
Trd, 4318233.893, 80
Trd, 4318234.993, 100
Trd, 4318235.393, 83
Trd, 4318235.793, 106
Trd, 4318236.943, 112
Trd, 4318237.393, 115
Trd, 4318237.843, 113
Trd, 4318238.643, 124
Trd, 4318238.993, 114
Trd, 4318239.843, 92
Trd, 4318239.993, 112
Trd, 4318240.193, 79
Trd, 4318240.343, 118
Trd, 4318240.593, 77
Trd, 4318241.043, 75
Trd, 4318241.943, 102
Trd, 4318242.293, 96
Trd, 4318243.193, 97
Trd, 4318244.593, 91
Trd, 4318244.843, 91
Trd, 4318245.993, 99
Trd, 4318246.543, 119
Trd, 4318246.593, 91
Trd, 4318247.543, 95
Trd, 4318248.893, 90
Trd, 4318249.093, 92
Trd, 4318249.293, 113
Trd, 4318250.793, 74
Trd, 4318251.093, 77
Trd, 4318251.343, 88
Trd, 4318251.993, 70
Trd, 4318252.243, 91
Trd, 4318253.543, 114
Trd, 4318254.543, 77
Trd, 4318255.043, 104
Trd, 4318255.893, 99
Trd, 4318256.293, 112
Trd, 4318256.793, 89
Trd, 4318257.243, 123
Trd, 4318257.493, 122
Trd, 4318257.693, 99
Trd, 4318257.993, 76
Trd, 4318258.243, 61
Trd, 4318260.343, 109
Trd, 4318261.243, 98
Trd, 4318261.693, 112
Trd, 4318262.593, 90
Trd, 4318262.893, 133
Trd, 4318262.993, 64
Trd, 4318263.943, 130
Trd, 4318264.993, 82
Trd, 4318265.993, 84
Trd, 4318266.193, 84
Trd, 4318267.343, 74
Trd, 4318267.843, 63
Trd, 4318268.893, 69
Trd, 4318268.943, 77
Trd, 4318269.343, 116
Trd, 4318269.843, 95
Trd, 4318270.593, 72
Trd, 4318271.293, 101
Trd, 4318272.293, 97
Trd, 4318273.793, 128
Trd, 4318273.843, 99
Trd, 4318273.993, 92
Trd, 4318277.443, 113
Trd, 4318277.493, 101
Trd, 4318277.743, 99
Trd, 4318278.293, 95
Trd, 4318279.093, 90
Trd, 4318279.143, 76
Trd, 4318280.443, 62
Trd, 4318281.293, 82
Trd, 4318282.043, 71
Trd, 4318282.843, 113
Trd, 4318283.143, 97
Trd, 4318284.443, 130
Trd, 4318285.143, 122
Trd, 4318285.843, 129
Trd, 4318286.943, 99
Trd, 4318290.393, 138
Trd, 4318290.443, 118
Trd, 4318291.793, 113
Trd, 4318292.143, 129
Trd, 4318292.443, 120
Trd, 4318293.043, 118
Trd, 4318293.943, 98
Trd, 4318294.293, 97
Trd, 4318294.743, 95
Trd, 4318294.793, 72
Trd, 4318295.193, 65
Trd, 4318296.143, 93
Trd, 4318296.193, 93
Trd, 4318298.543, 105
Trd, 4318298.843, 90
Trd, 4318300.543, 127
Trd, 4318301.343, 111
Trd, 4318301.743, 100
Trd, 4318301.943, 81
Trd, 4318302.193, 102
Trd, 4318302.393, 83
Trd, 4318302.893, 69
Trd, 4318303.993, 139
Trd, 4318304.393, 129
Trd, 4318304.543, 121
Trd, 4318305.893, 139
Trd, 4318306.243, 116
Trd, 4318306.693, 98
Trd, 4318306.793, 86
Trd, 4318308.143, 110
Trd, 4318308.193, 96
Trd, 4318308.893, 86
Trd, 4318309.143, 139
Trd, 4318311.743, 129
Trd, 4318311.993, 89
Trd, 4318312.143, 84
Trd, 4318312.693, 132
Trd, 4318313.093, 140
Trd, 4318314.443, 92
Trd, 4318314.593, 99
Trd, 4318315.243, 94
Trd, 4318315.743, 108
Trd, 4318316.793, 134
Trd, 4318317.793, 106
Trd, 4318317.843, 101
Trd, 4318317.943, 101
Trd, 4318317.993, 81
Trd, 4318318.593, 74
Trd, 4318319.643, 119
Trd, 4318321.843, 101
Trd, 4318322.543, 88
Trd, 4318322.943, 98
Trd, 4318323.143, 119
Trd, 4318324.193, 125
Trd, 4318324.493, 107
Trd, 4318325.343, 107
Trd, 4318326.193, 110
Trd, 4318326.643, 114
Trd, 4318327.143, 101
Trd, 4318328.443, 116
Trd, 4318328.893, 121
Trd, 4318329.343, 89
Trd, 4318329.743, 121
Trd, 4318330.843, 107
Trd, 4318331.393, 114
Trd, 4318333.343, 111
Trd, 4318333.843, 96
Trd, 4318333.993, 130
Trd, 4318334.593, 119
Trd, 4318336.143, 94
Trd, 4318337.043, 105
Trd, 4318337.543, 101
Trd, 4318338.293, 96
Trd, 4318339.893, 125
Trd, 4318341.293, 133
Trd, 4318341.743, 101
Trd, 4318342.593, 98
Trd, 4318342.993, 138
Trd, 4318343.343, 113
Trd, 4318343.893, 125
Trd, 4318345.693, 126
Trd, 4318345.843, 115
Trd, 4318346.693, 126
Trd, 4318346.893, 102
Trd, 4318347.543, 140
Trd, 4318347.893, 99
Trd, 4318349.043, 120
Trd, 4318349.443, 105
Trd, 4318351.593, 77
Trd, 4318353.043, 124
Trd, 4318353.543, 118
Trd, 4318353.943, 74
Trd, 4318354.093, 76
Trd, 4318354.643, 100
Trd, 4318354.993, 94
Trd, 4318355.543, 89
Trd, 4318356.293, 116
Trd, 4318356.593, 108
Trd, 4318356.843, 134
Trd, 4318358.743, 96
Trd, 4318360.043, 112
Trd, 4318360.143, 99
Trd, 4318360.743, 81
Trd, 4318362.143, 111
Trd, 4318362.193, 139
Trd, 4318363.043, 101
Trd, 4318363.543, 87
Trd, 4318364.093, 134
Trd, 4318364.343, 100
Trd, 4318364.943, 111
Trd, 4318365.893, 136
Trd, 4318367.093, 77
Trd, 4318367.643, 117
Trd, 4318368.343, 85
Trd, 4318368.893, 80
Trd, 4318369.543, 81
Trd, 4318369.693, 77
Trd, 4318369.893, 93
Trd, 4318370.993, 123
Trd, 4318371.143, 121
Trd, 4318371.943, 132
Trd, 4318372.643, 125
Trd, 4318373.093, 105
Trd, 4318374.443, 75
Trd, 4318375.693, 125
Trd, 4318376.993, 120
Trd, 4318377.693, 108
Trd, 4318377.943, 98
Trd, 4318378.043, 82
Trd, 4318378.293, 117
Trd, 4318378.693, 81
Trd, 4318379.143, 127
Trd, 4318379.193, 131
Trd, 4318379.493, 76
Trd, 4318380.943, 91
Trd, 4318381.643, 69
Trd, 4318381.993, 123
Trd, 4318382.493, 108
Trd, 4318383.243, 63
Trd, 4318384.093, 81
Trd, 4318384.143, 105
Trd, 4318384.243, 108
Trd, 4318384.493, 99
Trd, 4318385.943, 114
Trd, 4318387.593, 127
Trd, 4318387.993, 102
Trd, 4318389.443, 82
Trd, 4318389.493, 108
Trd, 4318389.693, 72
Trd, 4318391.293, 118
Trd, 4318391.843, 120
Trd, 4318393.043, 83
Trd, 4318393.743, 84
Trd, 4318394.243, 93
Trd, 4318394.343, 104
Trd, 4318394.643, 75
Trd, 4318394.893, 105
Trd, 4318395.543, 93
Trd, 4318397.843, 133
Trd, 4318398.293, 119
Trd, 4318398.843, 108
Trd, 4318398.893, 85
Trd, 4318399.293, 85
Trd, 4318400.543, 87
Trd, 4318400.793, 103
Trd, 4318402.243, 97
Trd, 4318402.643, 93
Trd, 4318403.143, 78
Trd, 4318404.343, 115
Trd, 4318405.693, 63
Trd, 4318406.143, 64
Trd, 4318406.193, 113
Trd, 4318406.993, 91
Trd, 4318407.193, 75
Trd, 4318407.543, 119
Trd, 4318408.043, 80
Trd, 4318409.093, 110
Trd, 4318411.093, 122
Trd, 4318411.243, 117
Trd, 4318411.843, 137
Trd, 4318413.193, 108
Trd, 4318413.593, 112
Trd, 4318413.743, 104
Trd, 4318413.943, 118
Trd, 4318414.043, 103
Trd, 4318417.093, 66
Trd, 4318417.443, 83
Trd, 4318417.543, 100
Trd, 4318418.143, 122
Trd, 4318418.893, 72
Trd, 4318419.593, 66
Trd, 4318420.643, 103
Trd, 4318421.543, 95
Trd, 4318421.843, 89
Trd, 4318422.293, 102
Trd, 4318422.443, 73
Trd, 4318423.443, 123
Trd, 4318424.093, 112
Trd, 4318426.393, 114
Trd, 4318428.343, 139
Trd, 4318428.443, 132
Trd, 4318428.593, 81
Trd, 4318428.743, 80
Trd, 4318429.743, 90
Trd, 4318430.493, 100
Trd, 4318431.393, 120
Trd, 4318431.743, 133
Trd, 4318432.593, 121
Trd, 4318433.043, 125
Trd, 4318433.843, 110
Trd, 4318434.443, 74
Trd, 4318436.293, 115
Trd, 4318437.543, 114
