B00, 100
B00, Trade, 4319439.493, 123, B00, S09, 1
B00, Trade, 4319445.943, 135, B00, S06, 1
B00, Trade, 4319448.643, 111, S02, B00, 1
B00, Trade, 4319454.093, 126, B00, S01, 1
B00, Trade, 4319457.943, 137, B00, S06, 1
B00, Trade, 4319465.543, 135, B00, S01, 1
B00, Trade, 4319470.943, 105, B00, S01, 1
B00, Trade, 4319473.293, 111, S09, B00, 1
B00, Trade, 4319479.843, 130, B00, S08, 1
B00, Trade, 4319483.043, 95, S01, B00, 1
B00, Trade, 4319490.643, 123, S09, B00, 1
B00, Trade, 4319491.843, 139, B00, S00, 1
B00, Trade, 4319497.643, 140, B00, S05, 1
B00, Trade, 4319501.643, 102, B00, S08, 1
B00, Trade, 4319515.143, 139, B00, S04, 1
B00, Trade, 4319520.943, 79, S02, B00, 1
B00, Trade, 4319527.643, 129, S07, B00, 1
B00, Trade, 4319533.493, 113, B00, S08, 1
B00, Trade, 4319533.793, 127, S09, B00, 1
B00, Trade, 4319542.293, 130, S02, B00, 1
B00, Trade, 4319545.443, 137, B00, S07, 1
B00, Trade, 4319551.843, 69, S06, B00, 1
B00, Trade, 4319554.343, 131, B00, S01, 1
B00, Trade, 4319563.193, 127, S06, B00, 1
B00, Trade, 4319568.743, 108, S07, B00, 1
B00, Trade, 4319580.643, 133, B00, S00, 1
B00, Trade, 4319582.543, 107, S07, B00, 1
B00, Trade, 4319587.493, 140, B00, S01, 1
B00, Trade, 4319588.843, 137, B00, S05, 1
B00, Trade, 4319599.893, 140, B00, S06, 1
B00, Trade, 4319602.093, 122, B00, S00, 1
B00, Trade, 4319610.793, 94, S00, B00, 1
B00, Trade, 4319616.293, 129, B00, S01, 1
B00, Trade, 4319622.643, 114, S02, B00, 1
B00, Trade, 4319632.793, 119, S06, B00, 1
B00, Trade, 4319635.643, 111, B00, S04, 1
B00, Trade, 4319636.643, 126, S08, B00, 1
B00, Trade, 4319640.043, 137, B00, S06, 1
B00, Trade, 4319648.593, 124, B00, S03, 1
B00, Trade, 4319650.693, 136, B00, S01, 1
B00, Trade, 4319659.393, 112, S03, B00, 1
B00, Trade, 4319664.843, 137, B00, S05, 1
B00, Trade, 4319667.493, 124, S08, B00, 1
B00, Trade, 4319676.593, 63, S00, B00, 1
B00, Trade, 4319684.843, 136, B00, S02, 1
B00, Trade, 4319686.593, 133, B00, S09, 1
B00, Trade, 4319691.143, 130, B00, S00, 1
B00, Trade, 4319698.093, 109, S01, B00, 1
B00, Trade, 4319702.643, 132, B00, S04, 1
B00, Trade, 4319706.593, 137, B00, S05, 1
B00, Trade, 4319712.643, 101, S00, B00, 1
B00, Trade, 4319725.793, 136, B00, S00, 1
B00, Trade, 4319731.093, 130, B00, S00, 1
B00, Trade, 4319735.793, 119, B00, S00, 1
B00, Trade, 4319746.543, 139, B00, S02, 1
B00, Trade, 4319751.543, 114, B00, S01, 1
B00, Trade, 4319755.943, 139, B00, S08, 1
B00, Trade, 4319760.343, 80, S00, B00, 1
B00, Trade, 4319767.193, 139, B00, S09, 1
B00, Trade, 4319771.593, 77, S07, B00, 1
B00, Trade, 4319780.693, 109, B00, S09, 1
B00, Trade, 4319787.093, 139, B00, S02, 1
B00, Trade, 4319789.093, 128, B00, S00, 1
B00, Trade, 4319794.743, 139, S01, B00, 1
B00, Trade, 4319801.443, 139, B00, S02, 1
B00, Trade, 4319807.193, 135, B00, S07, 1
B00, Trade, 4319812.743, 84, S09, B00, 1
B00, Trade, 4319814.893, 140, B00, S01, 1
B00, Trade, 4319822.693, 123, B00, S05, 1
B00, Trade, 4319826.943, 136, B00, S09, 1
B00, Trade, 4319829.743, 125, B00, S00, 1
B00, Trade, 4319838.543, 101, S06, B00, 1
B00, Trade, 4319845.193, 121, S09, B00, 1
B00, Trade, 4319849.493, 113, B00, S01, 1
B00, Trade, 4319857.493, 121, S00, B00, 1
B00, Trade, 4319863.843, 103, B00, S02, 1
B00, Trade, 4319869.393, 136, B00, S01, 1
B00, Trade, 4319871.543, 139, B00, S00, 1
B00, Trade, 4319876.893, 113, S01, B00, 1
B00, Trade, 4319880.893, 134, B00, S02, 1
B00, Trade, 4319888.243, 122, B00, S06, 1
B00, Trade, 4319891.693, 103, B00, S00, 1
B00, Trade, 4319898.743, 134, B00, S07, 1
B00, Trade, 4319900.693, 137, B00, S01, 1
B00, Trade, 4319908.943, 138, B00, S01, 1
B00, Trade, 4319913.993, 111, S08, B00, 1
B00, Trade, 4319923.843, 140, B00, S05, 1
B00, Trade, 4319930.143, 119, B00, S06, 1
B00, Trade, 4319931.943, 109, S04, B00, 1
B00, Trade, 4319939.193, 130, B00, S08, 1
B00, Trade, 4319948.243, 130, B00, S09, 1
B00, Trade, 4319953.393, 130, S02, B00, 1
B00, Trade, 4319958.343, 140, B00, S07, 1
B00, Trade, 4319964.543, 91, S01, B00, 1
B00, Trade, 4319970.193, 121, B00, S07, 1
B00, Trade, 4319974.493, 107, S07, B00, 1
B00, Trade, 4319977.493, 139, B00, S07, 1
B00, Trade, 4319982.093, 94, B00, S02, 1
B00, Trade, 4319991.843, 135, B00, S02, 1
B00, Trade, 4319996.443, 130, B00, S02, 1
B01, 100
B01, Trade, 4319007.093, 91, B01, S00, 1
B01, Trade, 4319035.293, 98, S08, B01, 1
B01, Trade, 4319039.993, 85, B01, S08, 1
B01, Trade, 4319049.393, 101, B01, S01, 1
B01, Trade, 4319059.993, 84, S00, B01, 1
B01, Trade, 4319066.243, 123, B01, S08, 1
B01, Trade, 4319069.043, 121, B01, S02, 1
B01, Trade, 4319086.193, 64, S00, B01, 1
B01, Trade, 4319097.193, 125, B01, S09, 1
B01, Trade, 4319104.093, 65, S09, B01, 1
B01, Trade, 4319110.143, 67, S03, B01, 1
B01, Trade, 4319116.643, 124, B01, S00, 1
B01, Trade, 4319121.893, 99, B01, S01, 1
B01, Trade, 4319126.943, 78, B01, S06, 1
B01, Trade, 4319145.143, 97, B01, S02, 1
B01, Trade, 4319171.993, 127, B01, S04, 1
B01, Trade, 4319180.543, 86, B01, S00, 1
B01, Trade, 4319194.943, 112, B01, S08, 1
B01, Trade, 4319200.743, 98, B01, S02, 1
B01, Trade, 4319206.693, 133, B01, S01, 1
B01, Trade, 4319215.893, 97, B01, S04, 1
B01, Trade, 4319219.743, 78, S01, B01, 1
B01, Trade, 4319230.193, 110, B01, S03, 1
B01, Trade, 4319235.893, 112, B01, S05, 1
B01, Trade, 4319251.043, 93, S06, B01, 1
B01, Trade, 4319260.943, 85, B01, S01, 1
B01, Trade, 4319268.843, 121, S07, B01, 1
B01, Trade, 4319286.743, 85, S04, B01, 1
B01, Trade, 4319304.193, 131, B01, S03, 1
B01, Trade, 4319308.543, 116, B01, S07, 1
B01, Trade, 4319310.843, 80, S06, B01, 1
B01, Trade, 4319318.393, 133, B01, S06, 1
B01, Trade, 4319330.293, 101, B01, S04, 1
B01, Trade, 4319353.143, 92, B01, S07, 1
B01, Trade, 4319361.493, 80, B01, S00, 1
B01, Trade, 4319370.743, 105, B01, S06, 1
B01, Trade, 4319388.743, 98, S07, B01, 1
B01, Trade, 4319396.843, 136, B01, S07, 1
B01, Trade, 4319414.243, 107, B01, S04, 1
B01, Trade, 4319430.643, 130, B01, S03, 1
B01, Trade, 4319451.293, 88, B01, S04, 1
B01, Trade, 4319463.593, 111, B01, S00, 1
B01, Trade, 4319469.343, 94, B01, S06, 1
B01, Trade, 4319486.493, 134, B01, S00, 1
B01, Trade, 4319491.143, 104, B01, S01, 1
B01, Trade, 4319502.693, 86, B01, S06, 1
B01, Trade, 4319509.593, 125, B01, S07, 1
B01, Trade, 4319524.993, 97, B01, S09, 1
B01, Trade, 4319533.093, 121, B01, S00, 1
B01, Trade, 4319550.143, 101, B01, S05, 1
B01, Trade, 4319559.943, 72, S04, B01, 1
B01, Trade, 4319565.043, 68, S02, B01, 1
B01, Trade, 4319571.743, 99, S01, B01, 1
