B00, 100
B00, Trade, 4318987.793, 112, B00, S04, 1
B00, Trade, 4319002.443, 91, B00, S01, 1
B00, Trade, 4319004.693, 78, B00, S04, 1
B00, Trade, 4319022.993, 64, S08, B00, 1
B00, Trade, 4319046.193, 86, B00, S03, 1
B00, Trade, 4319062.643, 101, B00, S08, 1
B00, Trade, 4319081.143, 98, B00, S04, 1
B00, Trade, 4319085.993, 130, B00, S01, 1
B00, Trade, 4319110.293, 114, B00, S07, 1
B00, Trade, 4319121.393, 103, B00, S05, 1
B00, Trade, 4319128.143, 109, B00, S04, 1
B00, Trade, 4319135.493, 87, B00, S07, 1
B00, Trade, 4319142.843, 127, B00, S04, 1
B00, Trade, 4319157.393, 100, B00, S05, 1
B00, Trade, 4319165.543, 115, B00, S00, 1
B00, Trade, 4319166.643, 108, B00, S07, 1
B00, Trade, 4319173.243, 112, B00, S05, 1
B00, Trade, 4319179.243, 101, B00, S02, 1
B00, Trade, 4319209.743, 119, B00, S01, 1
B00, Trade, 4319210.693, 80, S01, B00, 1
B00, Trade, 4319226.893, 104, B00, S02, 1
B00, Trade, 4319230.743, 75, B00, S08, 1
B00, Trade, 4319249.843, 94, B00, S05, 1
B00, Trade, 4319252.593, 109, B00, S03, 1
B00, Trade, 4319263.893, 75, B00, S04, 1
B00, Trade, 4319268.643, 92, B00, S04, 1
B00, Trade, 4319276.743, 73, B00, S01, 1
B00, Trade, 4319283.343, 95, S01, B00, 1
B00, Trade, 4319286.593, 93, B00, S04, 1
B00, Trade, 4319298.293, 113, B00, S08, 1
B00, Trade, 4319303.893, 105, B00, S08, 1
B00, Trade, 4319316.343, 76, S01, B00, 1
B00, Trade, 4319335.493, 123, B00, S00, 1
B00, Trade, 4319339.443, 102, B00, S05, 1
B00, Trade, 4319350.593, 111, B00, S02, 1
B00, Trade, 4319361.443, 72, B00, S03, 1
B00, Trade, 4319368.993, 104, B00, S02, 1
B00, Trade, 4319382.343, 65, B00, S05, 1
B00, Trade, 4319393.243, 76, B00, S07, 1
B00, Trade, 4319404.393, 97, S00, B00, 1
B00, Trade, 4319411.093, 81, S05, B00, 1
B00, Trade, 4319421.993, 79, B00, S02, 1
B00, Trade, 4319430.143, 99, B00, S06, 1
B00, Trade, 4319439.693, 93, B00, S03, 1
B00, Trade, 4319465.343, 95, B00, S04, 1
B00, Trade, 4319475.593, 98, B00, S01, 1
B00, Trade, 4319487.693, 101, B00, S03, 1
B00, Trade, 4319509.393, 109, B00, S04, 1
B00, Trade, 4319515.243, 90, B00, S01, 1
B00, Trade, 4319522.043, 113, B00, S06, 1
B00, Trade, 4319524.093, 84, B00, S04, 1
B00, Trade, 4319538.043, 124, B00, S04, 1
B00, Trade, 4319541.493, 76, B00, S03, 1
B00, Trade, 4319543.493, 107, B00, S08, 1
B00, Trade, 4319558.243, 112, S04, B00, 1
B00, Trade, 4319564.843, 92, B00, S03, 1
B00, Trade, 4319578.843, 111, B00, S00, 1
B00, Trade, 4319583.293, 85, B00, S04, 1
B00, Trade, 4319592.943, 72, B00, S03, 1
B00, Trade, 4319599.943, 107, B00, S08, 1
B00, Trade, 4319605.943, 97, B00, S04, 1
B00, Trade, 4319626.743, 117, B00, S08, 1
B00, Trade, 4319629.193, 89, B00, S00, 1
B00, Trade, 4319636.343, 88, S07, B00, 1
B00, Trade, 4319645.643, 99, B00, S01, 1
B00, Trade, 4319655.143, 109, B00, S00, 1
B00, Trade, 4319661.843, 90, S08, B00, 1
B00, Trade, 4319663.793, 98, B00, S05, 1
B00, Trade, 4319673.493, 102, B00, S02, 1
B00, Trade, 4319680.343, 111, B00, S06, 1
B00, Trade, 4319682.543, 107, B00, S01, 1
B00, Trade, 4319689.643, 115, B00, S07, 1
B00, Trade, 4319695.093, 84, B00, S00, 1
B00, Trade, 4319702.593, 106, B00, S04, 1
B00, Trade, 4319707.793, 104, B00, S05, 1
B00, Trade, 4319715.243, 92, B00, S00, 1
B00, Trade, 4319738.243, 106, B00, S07, 1
B00, Trade, 4319746.293, 108, B00, S08, 1
B00, Trade, 4319763.593, 74, S00, B00, 1
B00, Trade, 4319779.393, 118, B00, S07, 1
