B00, 100
B00, Trade, 4319444.993, 68, S01, B00, 1
B00, Trade, 4319454.493, 139, B00, S02, 1
B00, Trade, 4319463.493, 64, S03, B00, 1
B00, Trade, 4319466.293, 70, S02, B00, 1
B00, Trade, 4319474.743, 139, B00, S03, 1
B00, Trade, 4319478.893, 137, B00, S09, 1
B00, Trade, 4319485.543, 140, B00, S02, 1
B00, Trade, 4319487.893, 140, B00, S06, 1
B00, Trade, 4319499.143, 140, B00, S08, 1
B00, Trade, 4319502.893, 140, B00, S08, 1
B00, Trade, 4319510.493, 61, S08, B00, 1
B00, Trade, 4319513.993, 139, B00, S05, 1
B00, Trade, 4319520.343, 60, S09, B00, 1
B00, Trade, 4319523.293, 60, S01, B00, 1
B00, Trade, 4319530.343, 140, B00, S04, 1
B00, Trade, 4319534.193, 139, B00, S01, 1
B00, Trade, 4319539.093, 140, B00, S03, 1
B00, Trade, 4319546.843, 88, S00, B00, 1
B00, Trade, 4319556.543, 139, B00, S08, 1
B00, Trade, 4319556.993, 66, S09, B00, 1
B00, Trade, 4319563.293, 83, S00, B00, 1
B00, Trade, 4319570.393, 130, S07, B00, 1
B00, Trade, 4319573.443, 61, S04, B00, 1
B00, Trade, 4319581.293, 140, B00, S01, 1
B00, Trade, 4319584.393, 138, B00, S09, 1
B00, Trade, 4319588.393, 139, B00, S03, 1
B00, Trade, 4319602.293, 138, B00, S04, 1
B00, Trade, 4319608.293, 140, B00, S09, 1
B00, Trade, 4319612.943, 140, B00, S03, 1
B00, Trade, 4319614.893, 140, B00, S01, 1
B00, Trade, 4319622.743, 68, S05, B00, 1
B00, Trade, 4319626.093, 66, S08, B00, 1
B00, Trade, 4319630.743, 140, B00, S09, 1
B00, Trade, 4319638.593, 68, S09, B00, 1
B00, Trade, 4319642.693, 62, S03, B00, 1
B00, Trade, 4319647.643, 66, S01, B00, 1
B00, Trade, 4319653.793, 70, S01, B00, 1
B00, Trade, 4319655.643, 62, S06, B00, 1
B00, Trade, 4319665.343, 140, B00, S09, 1
B00, Trade, 4319667.093, 140, B00, S08, 1
B00, Trade, 4319671.243, 140, B00, S02, 1
B00, Trade, 4319677.693, 62, S03, B00, 1
B00, Trade, 4319680.743, 139, B00, S03, 1
B00, Trade, 4319689.693, 63, S06, B00, 1
B00, Trade, 4319692.243, 65, S04, B00, 1
B00, Trade, 4319699.143, 69, S02, B00, 1
B00, Trade, 4319703.843, 66, S04, B00, 1
B00, Trade, 4319708.993, 63, S02, B00, 1
B00, Trade, 4319713.393, 63, S05, B00, 1
B00, Trade, 4319717.843, 79, S08, B00, 1
B00, Trade, 4319721.643, 73, S02, B00, 1
B00, Trade, 4319729.193, 138, B00, S00, 1
B00, Trade, 4319735.193, 140, B00, S07, 1
B00, Trade, 4319741.193, 131, S07, B00, 1
B00, Trade, 4319745.793, 140, B00, S04, 1
B00, Trade, 4319751.143, 140, B00, S08, 1
B00, Trade, 4319760.943, 63, S01, B00, 1
B00, Trade, 4319764.043, 140, B00, S09, 1
B00, Trade, 4319773.843, 64, S02, B00, 1
B00, Trade, 4319779.843, 60, S03, B00, 1
B00, Trade, 4319785.743, 61, S01, B00, 1
B00, Trade, 4319791.593, 140, B00, S02, 1
B00, Trade, 4319794.243, 140, B00, S03, 1
B00, Trade, 4319796.843, 110, S00, B00, 1
B00, Trade, 4319806.843, 62, S06, B00, 1
B00, Trade, 4319811.243, 67, S05, B00, 1
B00, Trade, 4319817.343, 136, B00, S00, 1
B00, Trade, 4319820.443, 140, B00, S05, 1
B00, Trade, 4319827.293, 73, S01, B00, 1
B00, Trade, 4319830.343, 62, S06, B00, 1
B00, Trade, 4319835.143, 61, S06, B00, 1
B00, Trade, 4319837.793, 67, S00, B00, 1
B00, Trade, 4319846.343, 140, B00, S00, 1
B00, Trade, 4319851.093, 73, S04, B00, 1
B00, Trade, 4319855.293, 77, S09, B00, 1
B00, Trade, 4319861.043, 140, B00, S01, 1
B00, Trade, 4319865.293, 139, B00, S02, 1
B00, Trade, 4319872.693, 140, B00, S00, 1
B00, Trade, 4319880.143, 75, S02, B00, 1
B00, Trade, 4319886.243, 63, S09, B00, 1
B00, Trade, 4319890.993, 67, S06, B00, 1
B00, Trade, 4319897.043, 60, S09, B00, 1
B00, Trade, 4319902.993, 62, S01, B00, 1
B00, Trade, 4319906.343, 140, B00, S04, 1
B00, Trade, 4319913.743, 61, S03, B00, 1
B00, Trade, 4319919.543, 140, B00, S03, 1
B00, Trade, 4319922.193, 60, S03, B00, 1
B00, Trade, 4319925.593, 104, S00, B00, 1
B00, Trade, 4319932.393, 68, S09, B00, 1
B00, Trade, 4319938.343, 60, S02, B00, 1
B00, Trade, 4319942.243, 66, S02, B00, 1
B00, Trade, 4319951.343, 139, B00, S01, 1
B00, Trade, 4319959.193, 64, S05, B00, 1
B00, Trade, 4319964.743, 63, S08, B00, 1
B00, Trade, 4319967.593, 60, S02, B00, 1
B00, Trade, 4319976.193, 139, B00, S04, 1
B00, Trade, 4319981.943, 140, B00, S04, 1
B00, Trade, 4319984.243, 139, B00, S03, 1
B00, Trade, 4319991.943, 140, B00, S02, 1
B00, Trade, 4319996.043, 140, B00, S00, 1
B01, 100
B01, Trade, 4319467.693, 128, S07, B01, 1
B01, Trade, 4319472.593, 140, B01, S05, 1
B01, Trade, 4319483.193, 139, B01, S01, 1
B01, Trade, 4319486.093, 140, B01, S04, 1
B01, Trade, 4319488.843, 139, B01, S05, 1
B01, Trade, 4319495.643, 140, B01, S09, 1
B01, Trade, 4319501.843, 139, B01, S02, 1
B01, Trade, 4319505.393, 62, S06, B01, 1
B01, Trade, 4319512.043, 129, S07, B01, 1
B01, Trade, 4319512.943, 62, S04, B01, 1
B01, Trade, 4319522.993, 60, S08, B01, 1
B01, Trade, 4319525.693, 63, S03, B01, 1
B01, Trade, 4319531.993, 139, B01, S04, 1
B01, Trade, 4319534.893, 138, B01, S05, 1
B01, Trade, 4319537.593, 140, B01, S02, 1
B01, Trade, 4319543.943, 60, S06, B01, 1
B01, Trade, 4319549.493, 62, S08, B01, 1
B01, Trade, 4319554.593, 122, S07, B01, 1
B01, Trade, 4319559.443, 60, S01, B01, 1
B01, Trade, 4319566.343, 89, S00, B01, 1
B01, Trade, 4319568.693, 61, S08, B01, 1
B01, Trade, 4319579.893, 140, B01, S08, 1
B01, Trade, 4319588.043, 123, S06, B01, 1
B01, Trade, 4319591.443, 140, B01, S08, 1
B01, Trade, 4319595.993, 140, B01, S05, 1
B01, Trade, 4319602.843, 139, B01, S07, 1
B01, Trade, 4319605.543, 140, B01, S05, 1
B01, Trade, 4319610.743, 140, B01, S02, 1
B01, Trade, 4319617.943, 140, B01, S08, 1
B01, Trade, 4319623.043, 140, B01, S04, 1
B01, Trade, 4319626.443, 140, B01, S07, 1
B01, Trade, 4319631.593, 140, B01, S07, 1
B01, Trade, 4319638.093, 63, S03, B01, 1
B01, Trade, 4319640.643, 63, S04, B01, 1
B01, Trade, 4319648.543, 64, S04, B01, 1
B01, Trade, 4319651.343, 64, S03, B01, 1
B01, Trade, 4319657.693, 61, S08, B01, 1
B01, Trade, 4319661.843, 140, B01, S03, 1
B01, Trade, 4319670.693, 140, B01, S05, 1
B01, Trade, 4319673.843, 139, B01, S07, 1
B01, Trade, 4319679.393, 140, B01, S05, 1
B01, Trade, 4319684.293, 140, B01, S02, 1
B01, Trade, 4319688.543, 60, S05, B01, 1
B01, Trade, 4319691.943, 68, S09, B01, 1
B01, Trade, 4319697.493, 139, B01, S00, 1
B01, Trade, 4319702.993, 60, S06, B01, 1
B01, Trade, 4319708.043, 60, S06, B01, 1
B01, Trade, 4319715.943, 139, B01, S00, 1
B01, Trade, 4319721.293, 65, S04, B01, 1
B01, Trade, 4319725.143, 140, B01, S04, 1
B01, Trade, 4319733.093, 139, B01, S01, 1
B01, Trade, 4319740.643, 60, S04, B01, 1
B01, Trade, 4319741.643, 66, S01, B01, 1
B01, Trade, 4319750.143, 140, B01, S05, 1
B01, Trade, 4319752.043, 140, B01, S07, 1
B01, Trade, 4319762.243, 140, B01, S07, 1
B01, Trade, 4319766.093, 139, B01, S05, 1
B01, Trade, 4319769.243, 140, B01, S04, 1
B01, Trade, 4319777.443, 140, B01, S00, 1
B01, Trade, 4319781.393, 65, S01, B01, 1
B01, Trade, 4319781.893, 70, S02, B01, 1
B01, Trade, 4319794.393, 138, B01, S02, 1
B01, Trade, 4319796.293, 60, S06, B01, 1
B01, Trade, 4319800.643, 138, B01, S00, 1
B01, Trade, 4319805.043, 138, B01, S03, 1
B01, Trade, 4319813.543, 140, B01, S06, 1
B01, Trade, 4319817.593, 134, B01, S09, 1
B01, Trade, 4319820.493, 137, B01, S09, 1
B01, Trade, 4319823.743, 135, S00, B01, 1
B01, Trade, 4319831.843, 115, S07, B01, 1
B01, Trade, 4319835.543, 60, S03, B01, 1
B01, Trade, 4319840.643, 62, S08, B01, 1
B01, Trade, 4319846.893, 139, B01, S09, 1
B01, Trade, 4319849.243, 79, S05, B01, 1
B01, Trade, 4319857.193, 60, S06, B01, 1
B01, Trade, 4319860.293, 66, S09, B01, 1
B01, Trade, 4319870.393, 140, B01, S05, 1
B01, Trade, 4319877.143, 140, B01, S06, 1
B01, Trade, 4319883.893, 61, S01, B01, 1
B01, Trade, 4319888.693, 60, S01, B01, 1
B01, Trade, 4319898.743, 61, S04, B01, 1
B01, Trade, 4319901.143, 67, S03, B01, 1
B01, Trade, 4319908.193, 62, S01, B01, 1
B01, Trade, 4319912.543, 63, S04, B01, 1
B01, Trade, 4319917.743, 62, S04, B01, 1
B01, Trade, 4319924.893, 135, B01, S07, 1
B01, Trade, 4319926.293, 140, B01, S04, 1
B01, Trade, 4319931.843, 85, S07, B01, 1
B01, Trade, 4319938.093, 64, S06, B01, 1
B01, Trade, 4319943.443, 138, B01, S04, 1
B01, Trade, 4319952.343, 137, B01, S01, 1
B01, Trade, 4319957.243, 60, S02, B01, 1
B01, Trade, 4319964.643, 60, S06, B01, 1
B01, Trade, 4319968.043, 61, S01, B01, 1
B01, Trade, 4319973.943, 140, B01, S01, 1
B01, Trade, 4319980.543, 140, B01, S07, 1
B01, Trade, 4319986.443, 139, B01, S00, 1
B01, Trade, 4319989.893, 140, B01, S01, 1
B01, Trade, 4319996.093, 139, B01, S01, 1
B01, Trade, 4319999.993, 139, B01, S09, 1
B02, 100
B02, Trade, 4319477.743, 136, B02, S07, 1
B02, Trade, 4319481.893, 140, B02, S03, 1
B02, Trade, 4319487.843, 140, B02, S08, 1
B02, Trade, 4319489.943, 139, B02, S01, 1
B02, Trade, 4319494.593, 139, B02, S04, 1
B02, Trade, 4319501.543, 140, B02, S04, 1
B02, Trade, 4319502.743, 140, B02, S00, 1
B02, Trade, 4319508.943, 60, S03, B02, 1
B02, Trade, 4319516.393, 139, B02, S07, 1
B02, Trade, 4319518.993, 60, S06, B02, 1
B02, Trade, 4319521.543, 71, S04, B02, 1
B02, Trade, 4319532.543, 139, B02, S02, 1
B02, Trade, 4319540.443, 140, B02, S04, 1
B02, Trade, 4319541.993, 139, B02, S00, 1
B02, Trade, 4319547.493, 67, S01, B02, 1
B02, Trade, 4319553.993, 90, S00, B02, 1
B02, Trade, 4319561.043, 65, S02, B02, 1
B02, Trade, 4319563.493, 140, B02, S09, 1
B02, Trade, 4319573.793, 62, S06, B02, 1
B02, Trade, 4319576.143, 137, B02, S05, 1
B02, Trade, 4319580.393, 140, B02, S04, 1
B02, Trade, 4319585.993, 139, B02, S02, 1
B02, Trade, 4319592.143, 82, S07, B02, 1
B02, Trade, 4319595.093, 140, B02, S09, 1
B02, Trade, 4319602.143, 139, B02, S01, 1
B02, Trade, 4319607.743, 138, B02, S00, 1
B02, Trade, 4319608.943, 140, B02, S05, 1
B02, Trade, 4319615.243, 139, B02, S02, 1
B02, Trade, 4319622.793, 69, S01, B02, 1
B02, Trade, 4319630.693, 140, B02, S01, 1
B02, Trade, 4319636.943, 135, B02, S08, 1
B02, Trade, 4319639.793, 61, S06, B02, 1
B02, Trade, 4319641.793, 64, S05, B02, 1
B02, Trade, 4319648.693, 60, S02, B02, 1
B02, Trade, 4319649.693, 66, S06, B02, 1
B02, Trade, 4319661.643, 140, B02, S08, 1
B02, Trade, 4319667.193, 140, B02, S01, 1
B02, Trade, 4319672.893, 69, S01, B02, 1
B02, Trade, 4319676.843, 64, S02, B02, 1
B02, Trade, 4319681.793, 138, B02, S09, 1
B02, Trade, 4319689.843, 65, S02, B02, 1
B02, Trade, 4319692.593, 60, S08, B02, 1
B02, Trade, 4319700.243, 140, B02, S03, 1
B02, Trade, 4319700.843, 139, B02, S08, 1
B02, Trade, 4319709.193, 62, S08, B02, 1
B02, Trade, 4319716.893, 60, S06, B02, 1
B02, Trade, 4319719.393, 64, S01, B02, 1
B02, Trade, 4319722.993, 140, B02, S05, 1
B02, Trade, 4319728.793, 140, B02, S04, 1
B02, Trade, 4319734.893, 140, B02, S02, 1
B02, Trade, 4319738.343, 139, B02, S09, 1
B02, Trade, 4319745.193, 140, B02, S00, 1
B02, Trade, 4319749.493, 139, B02, S09, 1
B02, Trade, 4319754.843, 61, S06, B02, 1
B02, Trade, 4319759.093, 65, S04, B02, 1
B02, Trade, 4319762.493, 140, B02, S00, 1
B02, Trade, 4319767.193, 60, S08, B02, 1
B02, Trade, 4319772.643, 62, S05, B02, 1
B02, Trade, 4319779.393, 60, S04, B02, 1
B02, Trade, 4319785.293, 60, S08, B02, 1
B02, Trade, 4319789.193, 140, B02, S00, 1
B02, Trade, 4319792.143, 138, B02, S08, 1
B02, Trade, 4319799.443, 140, B02, S03, 1
B02, Trade, 4319807.393, 121, S07, B02, 1
B02, Trade, 4319810.143, 63, S08, B02, 1
B02, Trade, 4319815.293, 140, B02, S07, 1
B02, Trade, 4319824.043, 78, S07, B02, 1
B02, Trade, 4319826.443, 60, S02, B02, 1
B02, Trade, 4319827.893, 60, S09, B02, 1
B02, Trade, 4319833.193, 139, B02, S04, 1
B02, Trade, 4319842.443, 62, S03, B02, 1
B02, Trade, 4319845.843, 140, B02, S07, 1
B02, Trade, 4319848.593, 60, S02, B02, 1
B02, Trade, 4319859.993, 61, S05, B02, 1
B02, Trade, 4319866.643, 140, B02, S09, 1
B02, Trade, 4319870.993, 140, B02, S03, 1
B02, Trade, 4319877.843, 139, B02, S01, 1
B02, Trade, 4319883.043, 61, S06, B02, 1
B02, Trade, 4319891.343, 61, S02, B02, 1
B02, Trade, 4319893.343, 69, S03, B02, 1
B02, Trade, 4319896.493, 66, S04, B02, 1
B02, Trade, 4319902.043, 63, S02, B02, 1
B02, Trade, 4319905.143, 140, B02, S03, 1
B02, Trade, 4319912.393, 62, S06, B02, 1
