B00, 100
B00, Trade, 4402935.943, 60, S00, B00, 1
B00, Trade, 4404560.743, 60, B00, S00, 1
B00, Trade, 4415734.543, 60, B00, S00, 1
B00, Trade, 4440506.543, 60, B00, S00, 1
B00, Trade, 4459141.143, 60, B00, S00, 1
B00, Trade, 4477787.543, 60, B00, S00, 1
B00, Trade, 4501922.942, 60, B00, S00, 1
B00, Trade, 4547486.542, 60, B00, S00, 1
B00, Trade, 4647128.542, 60, B00, S00, 1
B00, Trade, 4667781.342, 60, B00, S00, 1
B00, Trade, 4771662.741, 60, B00, S00, 1
B00, Trade, 4817675.591, 60, S00, B00, 1
B00, Trade, 4832031.541, 60, B00, S00, 1
B00, Trade, 4834670.291, 60, B00, S00, 1
B00, Trade, 4887806.891, 60, B00, S00, 1
B00, Trade, 4904389.741, 60, B00, S00, 1
B00, Trade, 4908568.541, 60, B00, S00, 1
B00, Trade, 5096756.340, 60, B00, S00, 1
B00, Trade, 5098618.290, 60, B00, S00, 1
B00, Trade, 5106559.290, 60, B00, S00, 1
B00, Trade, 5108877.440, 60, B00, S00, 1
B00, Trade, 5166488.940, 60, B00, S00, 1
B00, Trade, 5177809.390, 60, B00, S00, 1
B00, Trade, 5179270.840, 60, B00, S00, 1
B00, Trade, 5227777.790, 60, B00, S00, 1
B00, Trade, 5315170.289, 60, B00, S00, 1
B00, Trade, 5362593.939, 60, B00, S00, 1
B00, Trade, 5380575.589, 60, B00, S00, 1
B00, Trade, 5395247.489, 60, B00, S00, 1
B00, Trade, 5475571.489, 60, B00, S00, 1
B00, Trade, 5513235.839, 60, B00, S00, 1
B00, Trade, 5513976.889, 60, B00, S00, 1
B00, Trade, 5530279.289, 60, B00, S00, 1
B00, Trade, 5569452.088, 60, B00, S00, 1
B00, Trade, 5569556.688, 60, B00, S00, 1
B00, Trade, 5570644.688, 60, B00, S00, 1
B00, Trade, 5571247.188, 60, S00, B00, 1
B00, Trade, 5571338.688, 60, B00, S00, 1
B00, Trade, 5572494.738, 60, B00, S00, 1
B00, Trade, 5595469.638, 60, B00, S00, 1
B00, Trade, 5600684.188, 60, B00, S00, 1
B00, Trade, 5676002.088, 60, B00, S00, 1
B00, Trade, 5676477.838, 60, S00, B00, 1
B00, Trade, 5678947.338, 60, B00, S00, 1
B00, Trade, 5840645.487, 60, B00, S00, 1
B00, Trade, 5842046.087, 60, B00, S00, 1
B00, Trade, 5843824.487, 60, B00, S00, 1
B00, Trade, 5926268.337, 60, B00, S00, 1
B00, Trade, 6027843.687, 60, B00, S00, 1
B00, Trade, 6032947.837, 60, B00, S00, 1
B00, Trade, 6067685.287, 60, B00, S00, 1
B00, Trade, 6106252.636, 60, B00, S00, 1
B00, Trade, 6106674.536, 60, B00, S00, 1
B00, Trade, 6134080.136, 60, S00, B00, 1
B00, Trade, 6163974.086, 60, B00, S00, 1
B00, Trade, 6168247.286, 60, B00, S00, 1
B00, Trade, 6184715.386, 60, B00, S00, 1
B00, Trade, 6206954.936, 60, B00, S00, 1
B00, Trade, 6212803.836, 60, B00, S00, 1
B00, Trade, 6232910.086, 60, B00, S00, 1
B00, Trade, 6243229.636, 60, B00, S00, 1
B00, Trade, 6247036.886, 60, B00, S00, 1
B00, Trade, 6247931.636, 60, B00, S00, 1
B00, Trade, 6258982.386, 60, B00, S00, 1
B00, Trade, 6295832.986, 60, B00, S00, 1
B00, Trade, 6354399.586, 60, B00, S00, 1
B00, Trade, 6390638.885, 60, B00, S00, 1
B00, Trade, 6429490.535, 60, B00, S00, 1
B00, Trade, 6639436.684, 60, B00, S00, 1
B00, Trade, 6821287.934, 60, B00, S00, 1
B00, Trade, 6910383.583, 60, B00, S00, 1
B00, Trade, 6979029.083, 60, B00, S00, 1
B00, Trade, 7165856.082, 60, B00, S00, 1
B00, Trade, 7169983.132, 60, B00, S00, 1
B00, Trade, 7170938.932, 60, B00, S00, 1
B00, Trade, 7204357.832, 60, B00, S00, 1
B00, Trade, 7232461.182, 60, B00, S00, 1
B00, Trade, 7250643.732, 60, B00, S00, 1
B00, Trade, 7253583.482, 60, B00, S00, 1
B00, Trade, 7253616.232, 60, S00, B00, 1
B00, Trade, 7253875.532, 60, B00, S00, 1
B00, Trade, 7256500.632, 60, B00, S00, 1
B00, Trade, 7288653.282, 60, B00, S00, 1
B00, Trade, 7302968.632, 60, B00, S00, 1
B00, Trade, 7411225.782, 60, B00, S00, 1
B00, Trade, 7414173.632, 60, S00, B00, 1
B00, Trade, 7450404.431, 60, B00, S00, 1
B00, Trade, 7455555.731, 60, B00, S00, 1
B00, Trade, 7510490.481, 60, B00, S00, 1
B00, Trade, 7583660.131, 60, B00, S00, 1
B00, Trade, 7584650.931, 60, B00, S00, 1
B00, Trade, 7588420.381, 60, B00, S00, 1
B00, Trade, 7588555.281, 60, B00, S00, 1
B00, Trade, 7758640.080, 60, B00, S00, 1
B00, Trade, 7848855.680, 60, B00, S00, 1
B00, Trade, 7991053.779, 60, B00, S00, 1
B00, Trade, 8351009.828, 60, B00, S00, 1
B00, Trade, 8432943.779, 60, B00, S00, 1
B00, Trade, 8465789.279, 60, B00, S00, 1
B00, Trade, 8526770.730, 60, B00, S00, 1
B01, 100
B01, Trade, 8382957.528, 68, B01, S00, 1
B01, Trade, 8387940.678, 68, B01, S00, 1
B01, Trade, 8395785.278, 68, B01, S01, 1
B01, Trade, 8395908.628, 68, B01, S00, 1
B01, Trade, 8396244.778, 68, B01, S00, 1
B01, Trade, 8396337.178, 68, B01, S00, 1
B01, Trade, 8396539.928, 68, B01, S00, 1
B01, Trade, 8397037.328, 68, B01, S00, 1
B01, Trade, 8397038.078, 68, B01, S00, 1
B01, Trade, 8400950.928, 68, B01, S01, 1
B01, Trade, 8401280.878, 68, B01, S01, 1
B01, Trade, 8401297.978, 68, B01, S00, 1
B01, Trade, 8402322.628, 68, B01, S00, 1
B01, Trade, 8404202.628, 68, B01, S00, 1
B01, Trade, 8406331.528, 68, B01, S00, 1
B01, Trade, 8408686.178, 68, B01, S00, 1
B01, Trade, 8426433.129, 68, B01, S01, 1
B01, Trade, 8437630.579, 68, B01, S00, 1
B01, Trade, 8438105.229, 68, B01, S00, 1
B01, Trade, 8445901.079, 68, B01, S01, 1
B01, Trade, 8446253.979, 67, B01, S00, 1
B01, Trade, 8446394.279, 68, B01, S00, 1
B01, Trade, 8446421.679, 68, B01, S00, 1
B01, Trade, 8446529.279, 68, B01, S00, 1
B01, Trade, 8446630.579, 68, B01, S00, 1
B01, Trade, 8446687.479, 68, B01, S00, 1
B01, Trade, 8446691.179, 64, B01, S00, 1
B01, Trade, 8446717.929, 68, B01, S01, 1
B01, Trade, 8446931.879, 64, B01, S00, 1
B01, Trade, 8447073.029, 68, B01, S00, 1
B01, Trade, 8447437.229, 68, B01, S00, 1
B01, Trade, 8447496.779, 66, B01, S00, 1
B01, Trade, 8447655.629, 68, B01, S00, 1
B01, Trade, 8447815.529, 68, B01, S00, 1
B01, Trade, 8447828.579, 68, B01, S00, 1
B01, Trade, 8447972.179, 66, B01, S00, 1
B01, Trade, 8448526.679, 68, B01, S00, 1
B01, Trade, 8448982.279, 68, B01, S00, 1
B01, Trade, 8449171.529, 68, B01, S00, 1
B01, Trade, 8449178.379, 68, B01, S01, 1
B01, Trade, 8449245.229, 68, B01, S01, 1
B01, Trade, 8449505.579, 68, B01, S00, 1
B01, Trade, 8449781.229, 68, B01, S00, 1
B01, Trade, 8449825.079, 68, B01, S00, 1
B01, Trade, 8449903.329, 68, B01, S00, 1
B01, Trade, 8450144.579, 61, B01, S00, 1
B01, Trade, 8450230.229, 65, B01, S00, 1
B01, Trade, 8450571.529, 61, S00, B01, 1
B01, Trade, 8450789.879, 68, B01, S00, 1
B01, Trade, 8450875.779, 68, B01, S00, 1
B01, Trade, 8451111.779, 68, B01, S01, 1
B01, Trade, 8451419.679, 68, B01, S00, 1
B01, Trade, 8451482.629, 68, B01, S00, 1
B01, Trade, 8451526.829, 68, B01, S00, 1
B01, Trade, 8451646.329, 68, B01, S00, 1
B01, Trade, 8451831.729, 66, B01, S00, 1
B01, Trade, 8452345.029, 68, B01, S00, 1
B01, Trade, 8452356.329, 68, B01, S00, 1
B01, Trade, 8452370.529, 68, B01, S00, 1
B01, Trade, 8452480.779, 68, B01, S00, 1
B01, Trade, 8452624.179, 62, B01, S00, 1
B01, Trade, 8452784.429, 68, B01, S01, 1
B01, Trade, 8452813.629, 68, B01, S00, 1
B01, Trade, 8463067.679, 68, B01, S01, 1
B01, Trade, 8463812.829, 68, B01, S00, 1
B01, Trade, 8464454.629, 68, B01, S00, 1
B01, Trade, 8467270.229, 68, B01, S00, 1
B01, Trade, 8474414.329, 68, B01, S01, 1
B01, Trade, 8482656.229, 68, B01, S00, 1
B01, Trade, 8482729.979, 68, B01, S00, 1
B01, Trade, 8484867.679, 63, S00, B01, 1
B01, Trade, 8486451.779, 68, B01, S00, 1
B01, Trade, 8486510.629, 68, B01, S00, 1
B01, Trade, 8488429.729, 68, B01, S00, 1
B01, Trade, 8513569.180, 67, B01, S00, 1
B01, Trade, 8520519.380, 68, B01, S01, 1
B01, Trade, 8521039.230, 68, B01, S00, 1
B01, Trade, 8521260.880, 68, B01, S00, 1
B01, Trade, 8522202.330, 67, S00, B01, 1
B01, Trade, 8522385.680, 68, B01, S00, 1
B01, Trade, 8522619.880, 68, B01, S00, 1
B01, Trade, 8523505.430, 68, B01, S00, 1
B01, Trade, 8528288.280, 68, B01, S00, 1
B01, Trade, 8530811.330, 67, B01, S00, 1
B01, Trade, 8534353.280, 68, B01, S00, 1
B01, Trade, 8535935.030, 68, B01, S00, 1
B01, Trade, 8570361.181, 68, B01, S00, 1
B01, Trade, 8573095.181, 67, B01, S00, 1
B01, Trade, 8584862.331, 68, B01, S00, 1
B01, Trade, 8586654.531, 68, B01, S00, 1
B01, Trade, 8588004.531, 68, B01, S01, 1
B01, Trade, 8596151.131, 68, B01, S00, 1
B01, Trade, 8599182.181, 68, B01, S00, 1
B01, Trade, 8599783.531, 68, B01, S00, 1
B01, Trade, 8599970.831, 68, B01, S00, 1
B01, Trade, 8600790.931, 68, B01, S00, 1
B01, Trade, 8601011.281, 68, B01, S00, 1
B01, Trade, 8607330.981, 68, B01, S00, 1
B01, Trade, 8633702.882, 68, B01, S00, 1
B01, Trade, 8639131.882, 68, B01, S00, 1
B02, 100
B02, Trade, 8580118.231, 77, B02, S02, 1
B02, Trade, 8580315.881, 76, B02, S00, 1
B02, Trade, 8580772.981, 77, B02, S00, 1
B02, Trade, 8581274.031, 77, B02, S00, 1
B02, Trade, 8581728.731, 77, S02, B02, 1
B02, Trade, 8582221.431, 77, B02, S00, 1
B02, Trade, 8582487.981, 73, B02, S01, 1
B02, Trade, 8582524.381, 77, B02, S00, 1
B02, Trade, 8582655.131, 77, B02, S01, 1
B02, Trade, 8582686.081, 70, B02, S01, 1
B02, Trade, 8582749.381, 77, B02, S01, 1
B02, Trade, 8582937.731, 73, B02, S01, 1
B02, Trade, 8583182.131, 77, B02, S00, 1
B02, Trade, 8583240.631, 77, B02, S01, 1
B02, Trade, 8583694.931, 74, B02, S01, 1
