B00, 100
B00, Trade, 2506448.050, 60, S00, B00, 1
B00, Trade, 2506884.550, 60, B00, S00, 1
B00, Trade, 2537715.150, 60, S00, B00, 1
B00, Trade, 2545828.350, 60, B00, S00, 1
B00, Trade, 2569430.150, 60, B00, S00, 1
B00, Trade, 2600236.950, 60, B00, S00, 1
B00, Trade, 2665895.849, 60, B00, S00, 1
B00, Trade, 2679535.349, 60, B00, S00, 1
B00, Trade, 2721740.199, 60, B00, S00, 1
B00, Trade, 2723842.399, 60, B00, S00, 1
B00, Trade, 2726578.699, 60, B00, S00, 1
B00, Trade, 2773060.149, 60, B00, S00, 1
B00, Trade, 2785767.999, 60, B00, S00, 1
B00, Trade, 2789162.999, 60, B00, S00, 1
B00, Trade, 2802151.449, 60, B00, S00, 1
B00, Trade, 2809223.349, 60, B00, S00, 1
B00, Trade, 2830492.249, 60, S00, B00, 1
B00, Trade, 2855068.249, 60, B00, S00, 1
B00, Trade, 2861804.449, 60, B00, S00, 1
B00, Trade, 2891289.798, 60, S00, B00, 1
B00, Trade, 2891806.298, 60, B00, S00, 1
B00, Trade, 2901168.348, 60, S00, B00, 1
B00, Trade, 2920867.948, 60, B00, S00, 1
B00, Trade, 2955422.098, 60, S00, B00, 1
B00, Trade, 2996110.098, 60, B00, S00, 1
B00, Trade, 3032407.648, 60, S00, B00, 1
B00, Trade, 3040351.948, 60, B00, S00, 1
B00, Trade, 3041093.748, 60, S00, B00, 1
B00, Trade, 3064517.398, 60, B00, S00, 1
B00, Trade, 3066267.348, 60, B00, S00, 1
B00, Trade, 3072893.748, 60, B00, S00, 1
B00, Trade, 3074057.748, 60, B00, S00, 1
B00, Trade, 3084247.098, 60, B00, S00, 1
B00, Trade, 3093238.048, 60, B00, S00, 1
B00, Trade, 3120238.048, 60, B00, S00, 1
B00, Trade, 3130627.248, 60, B00, S00, 1
B00, Trade, 3244834.097, 60, B00, S00, 1
B00, Trade, 3247828.297, 60, S00, B00, 1
B00, Trade, 3257881.997, 60, S00, B00, 1
B00, Trade, 3287752.797, 60, S00, B00, 1
B00, Trade, 3289500.647, 60, B00, S00, 1
B00, Trade, 3331323.297, 60, B00, S00, 1
B00, Trade, 3424832.996, 60, B00, S00, 1
B00, Trade, 3488488.746, 60, B00, S00, 1
B00, Trade, 3700916.595, 60, B00, S00, 1
B00, Trade, 3706568.145, 60, S00, B00, 1
B00, Trade, 3738711.795, 60, B00, S00, 1
B00, Trade, 3864409.395, 60, B00, S00, 1
B00, Trade, 3900462.095, 60, S00, B00, 1
B00, Trade, 3902348.145, 60, B00, S00, 1
B00, Trade, 3937300.945, 60, B00, S00, 1
B00, Trade, 4030500.094, 60, B00, S00, 1
B00, Trade, 4044316.044, 60, B00, S00, 1
B00, Trade, 4062719.794, 60, B00, S00, 1
B00, Trade, 4083264.044, 60, B00, S00, 1
B00, Trade, 4083513.744, 60, B00, S00, 1
B00, Trade, 4084926.294, 60, S00, B00, 1
B00, Trade, 4093262.994, 60, B00, S00, 1
B00, Trade, 4101988.044, 60, B00, S00, 1
B00, Trade, 4219960.643, 60, B00, S00, 1
B00, Trade, 4225616.643, 60, B00, S00, 1
B00, Trade, 4276852.993, 60, B00, S00, 1
B00, Trade, 4280914.393, 60, S00, B00, 1
B00, Trade, 4283020.343, 60, S00, B00, 1
B00, Trade, 4283146.443, 60, B00, S00, 1
B00, Trade, 4297569.143, 60, B00, S00, 1
B00, Trade, 4304509.743, 60, S00, B00, 1
B00, Trade, 4309719.093, 60, B00, S00, 1
B00, Trade, 4377336.893, 60, B00, S00, 1
B00, Trade, 4398986.593, 60, B00, S00, 1
B00, Trade, 4498711.442, 60, B00, S00, 1
B00, Trade, 4512175.042, 60, B00, S00, 1
B00, Trade, 4524121.492, 60, B00, S00, 1
B00, Trade, 4552372.942, 60, B00, S00, 1
B00, Trade, 4554509.242, 60, B00, S00, 1
B00, Trade, 4567897.092, 60, B00, S00, 1
B00, Trade, 4571039.192, 60, B00, S00, 1
B00, Trade, 4588608.442, 60, B00, S00, 1
B00, Trade, 4664680.492, 60, B00, S00, 1
B00, Trade, 5291883.589, 60, B00, S00, 1
B00, Trade, 5358098.589, 60, S00, B00, 1
B00, Trade, 5363344.439, 60, B00, S00, 1
B00, Trade, 5487742.339, 60, B00, S00, 1
B00, Trade, 5754129.138, 60, B00, S00, 1
B00, Trade, 6461886.685, 60, B00, S00, 1
B00, Trade, 6697533.334, 60, S00, B00, 1
B00, Trade, 6700319.584, 60, B00, S00, 1
B00, Trade, 6738474.634, 60, S00, B00, 1
B00, Trade, 7029858.483, 60, S00, B00, 1
B00, Trade, 7106584.083, 60, B00, S00, 1
B00, Trade, 7273552.132, 60, S00, B00, 1
B00, Trade, 7358462.982, 60, S00, B00, 1
B00, Trade, 7742608.680, 60, B00, S00, 1
B00, Trade, 7746459.980, 60, S00, B00, 1
B00, Trade, 7940411.780, 60, B00, S00, 1
B00, Trade, 7951173.980, 60, B00, S00, 1
B00, Trade, 8004446.929, 60, B00, S00, 1
B00, Trade, 8411151.528, 60, B00, S00, 1
B00, Trade, 8621874.431, 60, B00, S00, 1
B00, Trade, 8627948.032, 60, B00, S00, 1
B01, 100
B01, Trade, 8497071.480, 67, S00, B01, 1
B01, Trade, 8497900.080, 67, B01, S00, 1
B01, Trade, 8498233.780, 67, B01, S00, 1
B01, Trade, 8498830.780, 65, B01, S00, 1
B01, Trade, 8499166.330, 68, B01, S00, 1
B01, Trade, 8499275.130, 65, B01, S00, 1
B01, Trade, 8500102.230, 64, B01, S00, 1
B01, Trade, 8500677.780, 64, B01, S00, 1
B01, Trade, 8501991.830, 67, B01, S00, 1
B01, Trade, 8502218.080, 65, B01, S00, 1
B01, Trade, 8502633.530, 67, B01, S00, 1
B01, Trade, 8502676.230, 63, S00, B01, 1
B01, Trade, 8503045.580, 66, B01, S00, 1
B01, Trade, 8503300.930, 61, S00, B01, 1
