B00, 1
B00, Trade, 1166525.851, 60, S00, B00, 1
B01, 100
B01, Trade, 8504528.030, 68, B01, S01, 1
B01, Trade, 8504663.180, 68, B01, S01, 1
B01, Trade, 8505382.080, 66, S00, B01, 1
B01, Trade, 8506742.180, 68, B01, S01, 1
B01, Trade, 8509511.230, 68, B01, S01, 1
B01, Trade, 8510587.280, 67, B01, S00, 1
B01, Trade, 8511239.280, 68, B01, S01, 1
B01, Trade, 8511510.830, 67, B01, S00, 1
B01, Trade, 8512971.830, 67, B01, S00, 1
B01, Trade, 8513106.480, 68, B01, S01, 1
B01, Trade, 8513212.730, 68, B01, S01, 1
B01, Trade, 8513267.730, 68, B01, S01, 1
B01, Trade, 8514076.030, 68, B01, S01, 1
B01, Trade, 8514965.130, 68, B01, S00, 1
B01, Trade, 8515338.380, 68, B01, S01, 1
B01, Trade, 8515428.530, 68, B01, S01, 1
B01, Trade, 8515473.580, 67, B01, S00, 1
B01, Trade, 8516946.180, 68, B01, S00, 1
B01, Trade, 8517151.780, 68, B01, S01, 1
B01, Trade, 8520257.730, 68, S01, B01, 1
B01, Trade, 8541696.630, 67, S00, B01, 1
B01, Trade, 8542784.830, 68, B01, S00, 1
B01, Trade, 8544264.180, 68, S01, B01, 1
B01, Trade, 8547495.380, 67, B01, S00, 1
B01, Trade, 8551760.480, 68, B01, S01, 1
B01, Trade, 8551879.330, 68, B01, S01, 1
B01, Trade, 8554568.580, 68, B01, S01, 1
B01, Trade, 8554730.130, 68, S01, B01, 1
B01, Trade, 8555319.630, 68, S00, B01, 1
B01, Trade, 8555875.730, 68, B01, S00, 1
B01, Trade, 8557513.930, 64, B01, S00, 1
B01, Trade, 8558351.380, 68, B01, S01, 1
B01, Trade, 8559119.430, 68, B01, S00, 1
B01, Trade, 8559967.130, 68, S01, B01, 1
B01, Trade, 8560475.481, 68, B01, S01, 1
B01, Trade, 8560684.481, 66, B01, S00, 1
B01, Trade, 8561206.431, 68, B01, S00, 1
B01, Trade, 8562807.531, 68, B01, S01, 1
B01, Trade, 8565408.731, 68, B01, S01, 1
B01, Trade, 8565909.081, 68, B01, S00, 1
B01, Trade, 8569778.681, 68, S01, B01, 1
B01, Trade, 8574914.031, 63, B01, S00, 1
B01, Trade, 8576457.431, 67, B01, S00, 1
B01, Trade, 8578332.131, 68, B01, S01, 1
B01, Trade, 8583488.031, 68, B01, S01, 1
B01, Trade, 8583857.581, 68, B01, S00, 1
B01, Trade, 8584150.081, 67, B01, S00, 1
B01, Trade, 8584776.131, 68, B01, S00, 1
B01, Trade, 8586478.231, 68, B01, S00, 1
B01, Trade, 8587480.731, 67, B01, S00, 1
B01, Trade, 8588078.331, 68, S01, B01, 1
B01, Trade, 8588185.331, 68, B01, S01, 1
B01, Trade, 8588733.981, 68, B01, S00, 1
B01, Trade, 8588738.931, 68, B01, S01, 1
B01, Trade, 8589546.231, 68, B01, S01, 1
B01, Trade, 8590596.931, 68, B01, S01, 1
B01, Trade, 8591717.481, 68, B01, S01, 1
B01, Trade, 8597838.931, 68, B01, S01, 1
B01, Trade, 8597917.531, 67, B01, S00, 1
B01, Trade, 8598053.531, 68, B01, S00, 1
B01, Trade, 8598496.881, 68, B01, S00, 1
B01, Trade, 8599435.931, 68, B01, S01, 1
B01, Trade, 8599620.181, 68, B01, S01, 1
B01, Trade, 8599671.581, 68, B01, S01, 1
B01, Trade, 8600012.231, 68, B01, S01, 1
B01, Trade, 8600473.331, 68, B01, S00, 1
B01, Trade, 8600762.431, 68, B01, S01, 1
B01, Trade, 8601299.131, 68, B01, S01, 1
B01, Trade, 8603067.731, 68, B01, S00, 1
B01, Trade, 8603156.381, 68, S01, B01, 1
B01, Trade, 8603783.781, 68, B01, S01, 1
B01, Trade, 8603825.131, 68, B01, S00, 1
B01, Trade, 8603956.631, 68, S01, B01, 1
B01, Trade, 8615665.331, 61, S00, B01, 1
B01, Trade, 8617165.481, 68, B01, S01, 1
B01, Trade, 8618939.081, 68, B01, S01, 1
B01, Trade, 8619152.031, 68, B01, S01, 1
