B00, 45
B00, Trade, 106505.150, 60, B00, S00, 1
B00, Trade, 108565.550, 60, B00, S00, 1
B00, Trade, 108850.700, 60, B00, S00, 1
B00, Trade, 109007.600, 60, B00, S00, 1
B00, Trade, 109158.850, 60, B00, S00, 1
B00, Trade, 109168.850, 60, B00, S00, 1
B00, Trade, 109892.150, 60, B00, S00, 1
B00, Trade, 110191.200, 60, B00, S00, 1
B00, Trade, 113395.000, 60, B00, S00, 1
B00, Trade, 113881.500, 60, B00, S00, 1
B00, Trade, 114986.350, 60, B00, S00, 1
B00, Trade, 143093.700, 60, B00, S00, 1
B00, Trade, 310741.000, 60, B00, S00, 1
B00, Trade, 313866.700, 60, B00, S00, 1
B00, Trade, 331416.950, 60, B00, S00, 1
B00, Trade, 331630.100, 60, B00, S00, 1
B00, Trade, 331715.400, 60, B00, S00, 1
B00, Trade, 332566.300, 60, B00, S00, 1
B00, Trade, 332883.950, 60, B00, S00, 1
B00, Trade, 333039.900, 60, B00, S00, 1
B00, Trade, 334534.150, 60, B00, S00, 1
B00, Trade, 334600.550, 60, B00, S00, 1
B00, Trade, 335155.400, 60, B00, S00, 1
B00, Trade, 335711.800, 60, B00, S00, 1
B00, Trade, 336155.600, 60, B00, S00, 1
B00, Trade, 336450.050, 60, B00, S00, 1
B00, Trade, 336546.300, 60, B00, S00, 1
B00, Trade, 337058.100, 60, B00, S00, 1
B00, Trade, 337272.600, 60, B00, S00, 1
B00, Trade, 337727.750, 60, B00, S00, 1
B00, Trade, 338186.150, 60, B00, S00, 1
B00, Trade, 338333.950, 60, B00, S00, 1
B00, Trade, 338379.950, 60, B00, S00, 1
B00, Trade, 673442.750, 60, S00, B00, 1
B00, Trade, 674981.000, 60, B00, S00, 1
B00, Trade, 1074680.300, 60, B00, S00, 1
B00, Trade, 1137991.300, 60, B00, S00, 1
B00, Trade, 1315381.551, 60, S00, B00, 1
B00, Trade, 1381920.351, 60, B00, S00, 1
B00, Trade, 1384396.901, 60, S00, B00, 1
B00, Trade, 1717601.601, 60, B00, S00, 1
B00, Trade, 3342432.247, 60, S00, B00, 1
B00, Trade, 3440905.646, 60, B00, S00, 1
B00, Trade, 3835634.695, 60, B00, S00, 1
B00, Trade, 3864967.095, 60, B00, S00, 1
B01, 100
B01, Trade, 8505958.130, 68, B01, S00, 1
B01, Trade, 8506382.330, 68, B01, S00, 1
B01, Trade, 8506434.630, 68, B01, S00, 1
B01, Trade, 8506453.680, 68, B01, S00, 1
B01, Trade, 8506789.480, 68, B01, S01, 1
B01, Trade, 8507411.830, 68, B01, S00, 1
B01, Trade, 8507962.280, 68, B01, S00, 1
B01, Trade, 8508853.230, 68, S00, B01, 1
B01, Trade, 8508969.080, 68, B01, S00, 1
B01, Trade, 8509323.430, 68, B01, S01, 1
B01, Trade, 8509392.630, 68, B01, S00, 1
B01, Trade, 8510052.480, 68, B01, S00, 1
B01, Trade, 8522670.580, 63, B01, S00, 1
B01, Trade, 8532260.480, 68, B01, S00, 1
B01, Trade, 8532303.180, 68, B01, S00, 1
B01, Trade, 8532445.030, 66, S00, B01, 1
B01, Trade, 8532467.630, 68, B01, S00, 1
B01, Trade, 8532869.130, 68, B01, S00, 1
B01, Trade, 8532875.330, 68, B01, S00, 1
B01, Trade, 8533173.830, 68, B01, S00, 1
B01, Trade, 8533207.230, 68, B01, S00, 1
B01, Trade, 8533916.330, 68, B01, S00, 1
B01, Trade, 8534354.630, 68, B01, S01, 1
B01, Trade, 8534417.030, 67, B01, S00, 1
B01, Trade, 8534469.680, 60, S00, B01, 1
B01, Trade, 8534771.080, 66, B01, S00, 1
B01, Trade, 8534883.730, 68, S01, B01, 1
B01, Trade, 8535048.380, 68, B01, S00, 1
B01, Trade, 8535520.780, 68, B01, S00, 1
B01, Trade, 8535739.280, 68, B01, S00, 1
B01, Trade, 8535752.030, 68, S01, B01, 1
B01, Trade, 8536101.480, 68, B01, S00, 1
B01, Trade, 8536297.830, 68, B01, S01, 1
B01, Trade, 8536456.030, 67, B01, S00, 1
B01, Trade, 8537144.430, 68, B01, S00, 1
B01, Trade, 8537202.880, 68, S01, B01, 1
B01, Trade, 8537834.780, 68, B01, S01, 1
B01, Trade, 8537852.930, 68, B01, S01, 1
B01, Trade, 8538043.280, 67, B01, S00, 1
B01, Trade, 8538195.430, 62, S00, B01, 1
B01, Trade, 8538367.630, 65, S00, B01, 1
B01, Trade, 8538527.680, 68, B01, S00, 1
B01, Trade, 8538569.980, 68, B01, S00, 1
B01, Trade, 8539273.280, 68, B01, S00, 1
B01, Trade, 8539638.030, 66, B01, S00, 1
B01, Trade, 8541271.180, 67, B01, S00, 1
B01, Trade, 8545204.480, 67, B01, S00, 1
B01, Trade, 8548189.930, 68, B01, S01, 1
B01, Trade, 8553991.080, 68, B01, S00, 1
B01, Trade, 8555239.080, 66, B01, S00, 1
B01, Trade, 8555857.030, 68, B01, S00, 1
B01, Trade, 8557561.930, 68, B01, S00, 1
B01, Trade, 8557570.180, 60, S00, B01, 1
B01, Trade, 8559761.980, 65, S00, B01, 1
B01, Trade, 8561830.031, 68, B01, S00, 1
B01, Trade, 8565464.481, 64, B01, S00, 1
B01, Trade, 8565826.781, 68, B01, S00, 1
B01, Trade, 8566100.381, 68, B01, S01, 1
B01, Trade, 8567375.131, 63, S00, B01, 1
B01, Trade, 8567414.281, 65, S00, B01, 1
B01, Trade, 8567717.281, 67, B01, S00, 1
B01, Trade, 8568562.231, 68, B01, S00, 1
B01, Trade, 8570346.681, 68, B01, S00, 1
B01, Trade, 8573449.831, 63, S00, B01, 1
B01, Trade, 8596980.581, 62, S00, B01, 1
B01, Trade, 8597695.681, 68, B01, S00, 1
B01, Trade, 8598477.181, 61, B01, S00, 1
B01, Trade, 8599020.881, 68, B01, S00, 1
B01, Trade, 8599316.781, 65, B01, S00, 1
B01, Trade, 8599884.631, 63, S00, B01, 1
B01, Trade, 8600012.531, 63, S00, B01, 1
B01, Trade, 8600260.231, 65, B01, S00, 1
B01, Trade, 8601294.081, 60, S00, B01, 1
B01, Trade, 8602034.431, 64, S00, B01, 1
B01, Trade, 8604198.231, 68, B01, S00, 1
B01, Trade, 8604636.931, 68, B01, S00, 1
B01, Trade, 8604758.031, 68, B01, S00, 1
B01, Trade, 8605179.981, 67, B01, S00, 1
B01, Trade, 8605237.781, 68, B01, S00, 1
B01, Trade, 8605255.831, 67, B01, S00, 1
B01, Trade, 8605290.681, 68, B01, S00, 1
B01, Trade, 8605358.481, 68, B01, S00, 1
B01, Trade, 8605837.981, 66, B01, S00, 1
B01, Trade, 8605875.381, 60, S00, B01, 1
B01, Trade, 8605919.381, 68, B01, S00, 1
B01, Trade, 8606153.231, 67, B01, S00, 1
B01, Trade, 8607768.331, 68, B01, S01, 1
B01, Trade, 8608005.681, 67, B01, S00, 1
B01, Trade, 8608501.131, 68, B01, S00, 1
B01, Trade, 8608738.831, 67, S00, B01, 1
B01, Trade, 8609932.231, 68, B01, S00, 1
B01, Trade, 8609940.331, 68, B01, S00, 1
B01, Trade, 8610041.831, 68, B01, S00, 1
B01, Trade, 8610349.331, 61, S00, B01, 1
B01, Trade, 8610439.431, 67, B01, S00, 1
B01, Trade, 8610744.331, 68, B01, S00, 1
B01, Trade, 8610808.481, 68, B01, S00, 1
B01, Trade, 8610929.281, 68, B01, S00, 1
B01, Trade, 8611114.281, 68, B01, S00, 1
B01, Trade, 8611234.681, 68, B01, S00, 1
B02, 100
B02, Trade, 8602852.731, 77, B02, S01, 1
B02, Trade, 8602905.481, 77, B02, S01, 1
