Trd, 8637855.982, 111
Trd, 8637857.032, 98
Trd, 8637858.932, 95
Trd, 8637860.632, 97
Trd, 8637860.932, 96
Trd, 8637860.982, 99
Trd, 8637862.882, 112
Trd, 8637865.782, 103
Trd, 8637868.582, 104
Trd, 8637868.982, 104
Trd, 8637869.732, 105
Trd, 8637873.432, 107
Trd, 8637874.182, 107
Trd, 8637874.682, 116
Trd, 8637876.632, 108
Trd, 8637877.332, 102
Trd, 8637878.132, 95
Trd, 8637881.882, 100
Trd, 8637883.032, 113
Trd, 8637883.582, 111
Trd, 8637884.082, 120
Trd, 8637884.132, 121
Trd, 8637887.332, 96
Trd, 8637890.732, 98
Trd, 8637890.982, 100
Trd, 8637891.232, 101
Trd, 8637891.582, 95
Trd, 8637894.932, 95
Trd, 8637896.532, 93
Trd, 8637897.432, 92
Trd, 8637898.432, 89
Trd, 8637899.032, 102
Trd, 8637901.282, 87
Trd, 8637902.982, 95
Trd, 8637904.432, 84
Trd, 8637906.732, 112
Trd, 8637908.432, 119
Trd, 8637908.532, 112
Trd, 8637908.882, 122
Trd, 8637913.832, 91
Trd, 8637916.382, 93
Trd, 8637916.532, 95
Trd, 8637917.382, 94
Trd, 8637919.232, 111
Trd, 8637922.132, 111
Trd, 8637925.932, 107
Trd, 8637926.082, 108
Trd, 8637926.532, 95
Trd, 8637928.232, 115
Trd, 8637929.082, 116
Trd, 8637932.282, 97
Trd, 8637932.882, 98
Trd, 8637934.532, 89
Trd, 8637936.732, 95
Trd, 8637937.282, 94
Trd, 8637937.932, 96
Trd, 8637938.482, 114
Trd, 8637940.782, 87
Trd, 8637943.532, 116
Trd, 8637944.132, 114
Trd, 8637945.282, 87
Trd, 8637948.032, 108
Trd, 8637949.582, 105
Trd, 8637952.132, 108
Trd, 8637952.432, 110
Trd, 8637953.732, 108
Trd, 8637957.032, 101
Trd, 8637959.282, 100
Trd, 8637959.732, 101
Trd, 8637960.082, 100
Trd, 8637961.332, 100
Trd, 8637962.382, 108
Trd, 8637964.082, 84
Trd, 8637965.132, 111
Trd, 8637967.682, 107
Trd, 8637969.582, 104
Trd, 8637969.682, 103
Trd, 8637972.282, 97
Trd, 8637972.732, 102
Trd, 8637974.032, 101
Trd, 8637975.882, 98
Trd, 8637976.582, 96
Trd, 8637976.882, 95
Trd, 8637977.682, 95
Trd, 8637979.582, 77
Trd, 8637982.032, 92
Trd, 8637982.882, 89
Trd, 8637983.182, 95
Trd, 8637983.332, 89
Trd, 8637985.232, 112
Trd, 8637989.882, 99
Trd, 8637990.332, 99
Trd, 8637990.432, 100
Trd, 8637990.632, 95
Trd, 8637992.782, 113
Trd, 8637994.032, 94
Trd, 8637995.232, 110
Trd, 8637997.032, 113
Trd, 8637999.532, 119
