B00, 100
B00, Trade, 21983.850, 60, B00, S00, 1
B00, Trade, 22115.900, 60, B00, S00, 1
B00, Trade, 22181.350, 60, B00, S00, 1
B00, Trade, 22246.650, 60, B00, S00, 1
B00, Trade, 22484.800, 60, B00, S00, 1
B00, Trade, 22533.250, 60, B00, S00, 1
B00, Trade, 22620.400, 60, B00, S00, 1
B00, Trade, 22747.550, 60, B00, S00, 1
B00, Trade, 23303.950, 60, B00, S00, 1
B00, Trade, 23366.150, 60, B00, S00, 1
B00, Trade, 23728.350, 60, B00, S00, 1
B00, Trade, 23852.650, 60, B00, S00, 1
B00, Trade, 23885.150, 60, B00, S00, 1
B00, Trade, 24481.350, 60, B00, S00, 1
B00, Trade, 24555.700, 60, B00, S00, 1
B00, Trade, 24652.350, 60, B00, S00, 1
B00, Trade, 24873.850, 60, B00, S00, 1
B00, Trade, 24931.600, 60, B00, S00, 1
B00, Trade, 25033.250, 60, B00, S00, 1
B00, Trade, 25213.550, 60, B00, S00, 1
B00, Trade, 25469.250, 60, B00, S00, 1
B00, Trade, 25605.450, 60, B00, S00, 1
B00, Trade, 25695.250, 60, B00, S00, 1
B00, Trade, 25852.300, 60, B00, S00, 1
B00, Trade, 25860.000, 60, B00, S00, 1
B00, Trade, 25916.000, 60, B00, S00, 1
B00, Trade, 26029.750, 60, B00, S00, 1
B00, Trade, 26124.250, 60, B00, S00, 1
B00, Trade, 26419.200, 60, B00, S00, 1
B00, Trade, 26494.700, 60, B00, S00, 1
B00, Trade, 26615.800, 60, B00, S00, 1
B00, Trade, 27015.750, 60, B00, S00, 1
B00, Trade, 27300.200, 60, B00, S00, 1
B00, Trade, 27383.250, 60, B00, S00, 1
B00, Trade, 27510.300, 60, B00, S00, 1
B00, Trade, 27649.450, 60, B00, S00, 1
B00, Trade, 27672.200, 60, B00, S00, 1
B00, Trade, 27730.950, 60, B00, S00, 1
B00, Trade, 27761.750, 60, B00, S00, 1
B00, Trade, 27898.500, 60, B00, S00, 1
B00, Trade, 27992.700, 60, B00, S00, 1
B00, Trade, 28148.450, 60, B00, S00, 1
B00, Trade, 28268.000, 60, B00, S00, 1
B00, Trade, 45061.200, 60, B00, S00, 1
B00, Trade, 218639.750, 60, B00, S00, 1
B00, Trade, 310941.350, 60, B00, S00, 1
B00, Trade, 313406.300, 60, B00, S00, 1
B00, Trade, 316076.650, 60, B00, S00, 1
B00, Trade, 325362.400, 60, B00, S00, 1
B00, Trade, 329205.400, 60, B00, S00, 1
B00, Trade, 791342.350, 60, B00, S00, 1
B00, Trade, 1131702.600, 60, S00, B00, 1
B00, Trade, 1224531.101, 60, B00, S00, 1
B00, Trade, 1226034.901, 60, S00, B00, 1
B00, Trade, 1228779.851, 60, S00, B00, 1
B00, Trade, 1229212.751, 60, B00, S00, 1
B00, Trade, 1398898.951, 60, B00, S00, 1
B00, Trade, 1432887.501, 60, B00, S00, 1
B00, Trade, 1434102.451, 60, B00, S00, 1
B00, Trade, 1465489.601, 60, B00, S00, 1
B00, Trade, 2031045.101, 60, S00, B00, 1
B00, Trade, 2037401.501, 60, B00, S00, 1
B00, Trade, 2536416.250, 60, S00, B00, 1
B00, Trade, 2536534.500, 60, B00, S00, 1
B00, Trade, 2837504.799, 60, S00, B00, 1
B00, Trade, 2838961.149, 60, B00, S00, 1
B00, Trade, 2842222.549, 60, S00, B00, 1
B00, Trade, 3038873.748, 60, B00, S00, 1
B00, Trade, 3043247.898, 60, B00, S00, 1
B00, Trade, 3675103.896, 60, S00, B00, 1
B00, Trade, 3960922.344, 60, B00, S00, 1
B00, Trade, 4044348.194, 60, S00, B00, 1
B00, Trade, 4112486.744, 60, B00, S00, 1
B00, Trade, 4117293.194, 60, B00, S00, 1
B00, Trade, 4117607.994, 60, B00, S00, 1
B00, Trade, 4236762.543, 60, B00, S00, 1
B00, Trade, 4436667.543, 60, S00, B00, 1
B00, Trade, 4688831.992, 60, S00, B00, 1
B00, Trade, 4692390.392, 60, B00, S00, 1
B00, Trade, 4766451.391, 60, B00, S00, 1
B00, Trade, 4767138.591, 60, B00, S00, 1
B00, Trade, 5467078.289, 60, B00, S00, 1
B00, Trade, 6169600.186, 60, S00, B00, 1
B00, Trade, 6907949.883, 60, S00, B00, 1
B00, Trade, 6909415.083, 60, S00, B00, 1
B00, Trade, 6909502.683, 60, S00, B00, 1
B00, Trade, 6922318.183, 60, B00, S00, 1
B00, Trade, 6923380.033, 60, B00, S00, 1
B00, Trade, 6925633.833, 60, B00, S00, 1
B00, Trade, 6926348.433, 60, B00, S00, 1
B00, Trade, 6926427.433, 60, B00, S00, 1
B00, Trade, 7007566.933, 60, B00, S00, 1
B00, Trade, 7387903.082, 60, S00, B00, 1
B00, Trade, 7681996.281, 60, S00, B00, 1
B00, Trade, 7793023.980, 60, S00, B00, 1
B00, Trade, 7796816.030, 60, S00, B00, 1
B00, Trade, 7914152.330, 60, S00, B00, 1
B00, Trade, 8234582.379, 60, B00, S00, 1
B00, Trade, 8392962.978, 60, S00, B00, 1
B00, Trade, 8465017.229, 60, B00, S00, 1
B01, 100
B01, Trade, 8399826.828, 68, B01, S01, 1
B01, Trade, 8416919.978, 68, B01, S01, 1
B01, Trade, 8417302.878, 67, S00, B01, 1
B01, Trade, 8423021.528, 68, B01, S01, 1
B01, Trade, 8424395.328, 62, S00, B01, 1
B01, Trade, 8425965.428, 63, B01, S00, 1
B01, Trade, 8426863.729, 62, S00, B01, 1
B01, Trade, 8428316.679, 62, S00, B01, 1
B01, Trade, 8432995.529, 63, B01, S00, 1
B01, Trade, 8433989.679, 64, S00, B01, 1
B01, Trade, 8435584.429, 63, B01, S00, 1
B01, Trade, 8438567.929, 68, B01, S00, 1
B01, Trade, 8438571.829, 68, B01, S00, 1
B01, Trade, 8438642.879, 68, B01, S00, 1
B01, Trade, 8438791.979, 68, B01, S00, 1
B01, Trade, 8438802.579, 66, B01, S00, 1
B01, Trade, 8439247.029, 68, B01, S00, 1
B01, Trade, 8439453.279, 68, B01, S00, 1
B01, Trade, 8439498.729, 68, B01, S00, 1
B01, Trade, 8439951.929, 68, B01, S00, 1
B01, Trade, 8439985.579, 68, B01, S00, 1
B01, Trade, 8440285.179, 68, B01, S01, 1
B01, Trade, 8440508.029, 64, S00, B01, 1
B01, Trade, 8440614.229, 68, B01, S01, 1
B01, Trade, 8440775.679, 68, B01, S00, 1
B01, Trade, 8440794.829, 68, B01, S01, 1
B01, Trade, 8441260.129, 68, B01, S00, 1
B01, Trade, 8441931.679, 68, B01, S00, 1
B01, Trade, 8441989.079, 68, B01, S01, 1
B01, Trade, 8442544.279, 68, B01, S00, 1
B01, Trade, 8442573.429, 67, B01, S00, 1
B01, Trade, 8442599.129, 68, B01, S00, 1
B01, Trade, 8442603.379, 62, S00, B01, 1
B01, Trade, 8443228.629, 68, B01, S00, 1
B01, Trade, 8443244.429, 68, B01, S00, 1
B01, Trade, 8443511.379, 68, B01, S01, 1
B01, Trade, 8443515.779, 60, S00, B01, 1
B01, Trade, 8443595.229, 68, B01, S00, 1
B01, Trade, 8443616.079, 68, B01, S00, 1
B01, Trade, 8443695.079, 67, B01, S00, 1
B01, Trade, 8444009.229, 68, B01, S00, 1
B01, Trade, 8444173.779, 68, B01, S00, 1
B01, Trade, 8444689.279, 68, B01, S01, 1
B01, Trade, 8445220.529, 68, B01, S01, 1
B01, Trade, 8445235.329, 67, B01, S00, 1
B01, Trade, 8445440.529, 68, B01, S00, 1
B01, Trade, 8453587.329, 62, B01, S00, 1
B01, Trade, 8468627.829, 68, B01, S01, 1
B01, Trade, 8504102.030, 64, B01, S00, 1
B01, Trade, 8504123.080, 68, B01, S01, 1
B01, Trade, 8504690.030, 68, B01, S00, 1
B01, Trade, 8506020.180, 68, B01, S00, 1
B01, Trade, 8506236.530, 62, S00, B01, 1
B01, Trade, 8507038.880, 61, S00, B01, 1
B01, Trade, 8508174.630, 66, B01, S00, 1
B01, Trade, 8508764.280, 65, B01, S00, 1
B01, Trade, 8509814.780, 68, S00, B01, 1
B01, Trade, 8510061.780, 68, B01, S00, 1
B01, Trade, 8510364.480, 68, S00, B01, 1
B01, Trade, 8513757.280, 62, S00, B01, 1
B01, Trade, 8518219.680, 68, B01, S00, 1
B01, Trade, 8519757.780, 68, B01, S00, 1
B01, Trade, 8519870.680, 68, B01, S01, 1
B01, Trade, 8520565.380, 67, B01, S00, 1
B01, Trade, 8522101.330, 68, B01, S01, 1
B01, Trade, 8523022.080, 68, B01, S00, 1
B01, Trade, 8523217.780, 68, B01, S00, 1
B01, Trade, 8527410.380, 68, B01, S00, 1
B01, Trade, 8543717.730, 68, B01, S00, 1
B01, Trade, 8546617.430, 68, B01, S00, 1
B01, Trade, 8547871.380, 67, B01, S00, 1
B01, Trade, 8550808.280, 68, B01, S00, 1
B01, Trade, 8554664.430, 68, B01, S01, 1
B01, Trade, 8555744.830, 68, B01, S01, 1
B01, Trade, 8558865.180, 68, B01, S00, 1
B01, Trade, 8559238.680, 68, B01, S00, 1
B01, Trade, 8559472.130, 68, B01, S00, 1
B01, Trade, 8560015.230, 68, B01, S00, 1
B01, Trade, 8568494.281, 68, B01, S01, 1
B01, Trade, 8569676.231, 68, B01, S00, 1
B01, Trade, 8570022.281, 68, B01, S01, 1
B01, Trade, 8570834.281, 68, B01, S00, 1
B01, Trade, 8570882.981, 68, B01, S01, 1
B01, Trade, 8571115.681, 68, B01, S00, 1
B01, Trade, 8572546.181, 68, B01, S00, 1
