B00, 100
B00, Trade, 2830082.599, 60, S00, B00, 1
B00, Trade, 2835781.049, 60, B00, S00, 1
B00, Trade, 2836399.399, 60, B00, S00, 1
B00, Trade, 2859912.399, 60, B00, S00, 1
B00, Trade, 2882152.498, 60, B00, S00, 1
B00, Trade, 2883586.348, 60, B00, S00, 1
B00, Trade, 2893281.998, 60, B00, S00, 1
B00, Trade, 2956042.048, 60, B00, S00, 1
B00, Trade, 2956314.848, 60, B00, S00, 1
B00, Trade, 2971242.848, 60, B00, S00, 1
B00, Trade, 2981444.598, 60, S00, B00, 1
B00, Trade, 3026411.548, 60, B00, S00, 1
B00, Trade, 3060148.048, 60, B00, S00, 1
B00, Trade, 3083790.598, 60, B00, S00, 1
B00, Trade, 3119732.948, 60, B00, S00, 1
B00, Trade, 3319734.597, 60, B00, S00, 1
B00, Trade, 3679649.545, 60, B00, S00, 1
B00, Trade, 3679787.645, 60, B00, S00, 1
B00, Trade, 3707104.645, 60, B00, S00, 1
B00, Trade, 3741202.045, 60, B00, S00, 1
B00, Trade, 3742370.595, 60, S00, B00, 1
B00, Trade, 4125776.494, 60, B00, S00, 1
B00, Trade, 4131628.444, 60, S00, B00, 1
B00, Trade, 4408715.893, 60, B00, S00, 1
B00, Trade, 4505260.742, 60, B00, S00, 1
B00, Trade, 4645572.692, 60, B00, S00, 1
B00, Trade, 4648745.442, 60, B00, S00, 1
B00, Trade, 4649329.842, 60, B00, S00, 1
B00, Trade, 4702550.342, 60, S00, B00, 1
B00, Trade, 4703402.342, 60, B00, S00, 1
B00, Trade, 4805974.091, 60, S00, B00, 1
B00, Trade, 4838968.191, 60, B00, S00, 1
B00, Trade, 4839955.641, 60, B00, S00, 1
B00, Trade, 4840268.241, 60, B00, S00, 1
B00, Trade, 4843219.041, 60, B00, S00, 1
B00, Trade, 4843638.391, 60, B00, S00, 1
B00, Trade, 4844490.691, 60, B00, S00, 1
B00, Trade, 4918290.141, 60, S00, B00, 1
B00, Trade, 4921104.891, 60, B00, S00, 1
B00, Trade, 4923148.641, 60, B00, S00, 1
B00, Trade, 5090843.740, 60, S00, B00, 1
B00, Trade, 5091587.040, 60, B00, S00, 1
B00, Trade, 5094213.140, 60, S00, B00, 1
B00, Trade, 5095404.040, 60, B00, S00, 1
B00, Trade, 5097561.790, 60, B00, S00, 1
B00, Trade, 5187899.990, 60, B00, S00, 1
B00, Trade, 5237235.040, 60, S00, B00, 1
B00, Trade, 5240289.540, 60, B00, S00, 1
B00, Trade, 5241348.440, 60, S00, B00, 1
B00, Trade, 5285578.790, 60, S00, B00, 1
B00, Trade, 5928508.487, 60, B00, S00, 1
