B00, 59
B00, Trade, 66725.950, 60, S00, B00, 1
B00, Trade, 66779.300, 60, B00, S00, 1
B00, Trade, 67270.650, 60, B00, S00, 1
B00, Trade, 69201.250, 60, B00, S00, 1
B00, Trade, 70294.700, 60, B00, S00, 1
B00, Trade, 71473.300, 60, B00, S00, 1
B00, Trade, 131545.300, 60, B00, S00, 1
B00, Trade, 133447.400, 60, B00, S00, 1
B00, Trade, 165842.250, 60, B00, S00, 1
B00, Trade, 167028.000, 60, B00, S00, 1
B00, Trade, 167968.350, 60, B00, S00, 1
B00, Trade, 169386.400, 60, B00, S00, 1
B00, Trade, 170388.200, 60, B00, S00, 1
B00, Trade, 309466.800, 60, B00, S00, 1
B00, Trade, 360614.150, 60, B00, S00, 1
B00, Trade, 511346.950, 60, B00, S00, 1
B00, Trade, 528420.150, 60, B00, S00, 1
B00, Trade, 818851.300, 60, B00, S00, 1
B00, Trade, 862871.100, 60, B00, S00, 1
B00, Trade, 879748.850, 60, B00, S00, 1
B00, Trade, 995220.850, 60, B00, S00, 1
B00, Trade, 1216646.951, 60, B00, S00, 1
B00, Trade, 1306691.001, 60, B00, S00, 1
B00, Trade, 1328657.201, 60, B00, S00, 1
B00, Trade, 1336104.301, 60, B00, S00, 1
B00, Trade, 1857780.151, 60, B00, S00, 1
B00, Trade, 1902355.101, 60, B00, S00, 1
B00, Trade, 2049573.101, 60, B00, S00, 1
B00, Trade, 2119615.001, 60, B00, S00, 1
B00, Trade, 2132844.401, 60, B00, S00, 1
B00, Trade, 2216672.701, 60, B00, S00, 1
B00, Trade, 2276431.301, 60, B00, S00, 1
B00, Trade, 2573369.250, 60, B00, S00, 1
B00, Trade, 2594887.250, 60, B00, S00, 1
B00, Trade, 2644480.699, 60, B00, S00, 1
B00, Trade, 2676444.599, 60, B00, S00, 1
B00, Trade, 2677052.599, 60, B00, S00, 1
B00, Trade, 2687469.349, 60, B00, S00, 1
B00, Trade, 2703777.549, 60, B00, S00, 1
B00, Trade, 2708800.599, 60, B00, S00, 1
B00, Trade, 2733139.349, 60, B00, S00, 1
B00, Trade, 2771909.749, 60, B00, S00, 1
B00, Trade, 2827032.449, 60, B00, S00, 1
B00, Trade, 3177757.097, 60, B00, S00, 1
B00, Trade, 3181910.847, 60, B00, S00, 1
B00, Trade, 3302797.697, 60, B00, S00, 1
B00, Trade, 3481003.596, 60, B00, S00, 1
B00, Trade, 3653115.996, 60, B00, S00, 1
B00, Trade, 3653229.596, 60, B00, S00, 1
B00, Trade, 3867183.745, 60, B00, S00, 1
B00, Trade, 3868391.645, 60, B00, S00, 1
B00, Trade, 3870944.895, 60, B00, S00, 1
B00, Trade, 3872733.295, 60, B00, S00, 1
B00, Trade, 3900749.245, 60, B00, S00, 1
B00, Trade, 4020115.144, 60, B00, S00, 1
B00, Trade, 4024813.294, 60, B00, S00, 1
B00, Trade, 4031501.644, 60, B00, S00, 1
B00, Trade, 4262403.243, 60, B00, S00, 1
B00, Trade, 4281814.993, 60, B00, S00, 1
B01, 100
B01, Trade, 3893676.795, 67, B01, S00, 1
B01, Trade, 3904584.995, 67, B01, S00, 1
