B00, 0
B01, 100
B01, Trade, 3714980.345, 65, B01, S00, 1
B01, Trade, 3714987.695, 64, B01, S00, 1
B01, Trade, 3715054.845, 67, B01, S00, 1
B01, Trade, 3715116.395, 63, B01, S00, 1
B01, Trade, 3715145.445, 65, B01, S00, 1
B01, Trade, 3715162.245, 64, B01, S00, 1
B01, Trade, 3715181.295, 63, B01, S00, 1
B01, Trade, 3715205.595, 66, B01, S00, 1
B01, Trade, 3717095.395, 67, B01, S00, 1
B01, Trade, 3717791.145, 62, S00, B01, 1
B01, Trade, 3718440.995, 65, B01, S00, 1
B01, Trade, 3718783.345, 67, B01, S00, 1
B01, Trade, 3718824.795, 66, B01, S00, 1
B01, Trade, 3719359.445, 66, B01, S00, 1
B01, Trade, 3720946.245, 65, B01, S00, 1
B01, Trade, 3746847.395, 67, B01, S00, 1
B01, Trade, 3753420.845, 66, B01, S00, 1
B01, Trade, 3761874.145, 66, B01, S00, 1
B01, Trade, 3762645.045, 65, B01, S00, 1
B01, Trade, 3764994.045, 65, B01, S00, 1
B01, Trade, 3767590.595, 65, B01, S00, 1
B01, Trade, 3769588.295, 67, B01, S00, 1
B01, Trade, 3769588.845, 65, S00, B01, 1
B01, Trade, 3769808.045, 61, S00, B01, 1
B01, Trade, 3772711.345, 67, B01, S00, 1
B01, Trade, 3790303.095, 67, B01, S00, 1
B01, Trade, 3794758.045, 67, B01, S00, 1
B01, Trade, 3795637.995, 67, B01, S00, 1
B01, Trade, 3797996.645, 67, B01, S00, 1
B01, Trade, 3799694.995, 65, B01, S00, 1
B01, Trade, 3846323.945, 63, S00, B01, 1
B01, Trade, 3847132.845, 64, B01, S00, 1
B01, Trade, 3848781.895, 60, S00, B01, 1
B01, Trade, 3853183.245, 64, B01, S00, 1
B01, Trade, 3854746.345, 64, B01, S00, 1
B01, Trade, 3858639.545, 67, B01, S00, 1
B01, Trade, 3858962.595, 66, B01, S00, 1
B01, Trade, 3859229.245, 65, S00, B01, 1
B01, Trade, 3860101.695, 64, B01, S00, 1
B01, Trade, 3860443.195, 67, B01, S00, 1
B01, Trade, 3861403.245, 67, B01, S00, 1
B01, Trade, 3861599.945, 67, B01, S00, 1
B01, Trade, 3861814.395, 67, B01, S00, 1
B01, Trade, 3861961.545, 62, S00, B01, 1
B01, Trade, 3862159.045, 67, B01, S00, 1
B01, Trade, 3862971.295, 67, B01, S00, 1
B01, Trade, 3863010.845, 66, B01, S00, 1
B01, Trade, 3863763.195, 66, B01, S00, 1
B01, Trade, 3864012.045, 65, B01, S00, 1
B01, Trade, 3865537.595, 67, B01, S00, 1
B01, Trade, 3865570.695, 67, B01, S00, 1
B01, Trade, 3866194.045, 67, B01, S00, 1
B01, Trade, 3866307.645, 66, B01, S00, 1
B01, Trade, 3866424.695, 65, B01, S00, 1
B01, Trade, 3875700.545, 64, B01, S00, 1
B01, Trade, 3878769.345, 66, B01, S00, 1
B01, Trade, 3879163.345, 65, B01, S00, 1
B01, Trade, 3905084.895, 64, B01, S00, 1
B01, Trade, 3909996.745, 64, B01, S00, 1
B01, Trade, 3913123.395, 67, B01, S00, 1
B01, Trade, 3917101.595, 67, B01, S00, 1
B01, Trade, 3917157.645, 66, B01, S00, 1
B01, Trade, 3917396.845, 65, B01, S00, 1
B01, Trade, 3917414.095, 65, B01, S00, 1
B01, Trade, 3917470.695, 64, B01, S00, 1
B01, Trade, 3918245.745, 66, B01, S00, 1
B01, Trade, 3918593.995, 67, B01, S00, 1
B01, Trade, 3918952.545, 67, B01, S00, 1
B01, Trade, 3919826.295, 67, B01, S00, 1
B01, Trade, 3921234.895, 67, B01, S00, 1
B01, Trade, 3921359.695, 66, B01, S00, 1
B01, Trade, 3921507.195, 66, B01, S00, 1
B01, Trade, 3921604.545, 67, B01, S00, 1
B01, Trade, 3921711.195, 66, B01, S00, 1
B01, Trade, 3922430.345, 67, B01, S00, 1
B01, Trade, 3922625.495, 66, B01, S00, 1
B01, Trade, 3922642.095, 66, B01, S00, 1
B01, Trade, 3922657.245, 65, B01, S00, 1
B01, Trade, 3922758.595, 67, B01, S00, 1
B01, Trade, 3922816.195, 67, B01, S00, 1
B01, Trade, 3922932.595, 67, B01, S00, 1
B01, Trade, 3923219.295, 65, B01, S00, 1
B01, Trade, 3934850.195, 65, B01, S00, 1
B01, Trade, 3948521.244, 65, B01, S00, 1
B01, Trade, 3949195.394, 67, B01, S00, 1
B01, Trade, 3951490.544, 66, B01, S00, 1
B01, Trade, 3952809.394, 65, B01, S00, 1
B01, Trade, 3991699.794, 67, B01, S00, 1
B01, Trade, 3992410.294, 66, B01, S00, 1
B01, Trade, 4018889.694, 63, B01, S00, 1
B01, Trade, 4021007.144, 67, B01, S00, 1
B01, Trade, 4047313.444, 67, B01, S00, 1
B01, Trade, 4049095.494, 67, B01, S00, 1
B01, Trade, 4049235.444, 66, B01, S00, 1
B01, Trade, 4050649.494, 65, B01, S00, 1
B01, Trade, 4050826.844, 64, B01, S00, 1
B01, Trade, 4051941.144, 67, B01, S00, 1
B01, Trade, 4076009.044, 67, B01, S00, 1
B01, Trade, 4089216.594, 67, B01, S00, 1
B01, Trade, 4313402.793, 67, B01, S00, 1
B02, 100
B02, Trade, 4223680.943, 74, B02, S01, 1
B02, Trade, 4223806.093, 76, B02, S01, 1
B02, Trade, 4223854.943, 76, B02, S01, 1
B02, Trade, 4223882.193, 76, B02, S01, 1
B02, Trade, 4224367.093, 69, S01, B02, 1
