B00, 0
B01, 96
B01, Trade, 161596.650, 68, S01, B01, 1
B01, Trade, 181171.550, 68, B01, S01, 1
B01, Trade, 187064.550, 68, B01, S01, 1
B01, Trade, 322150.950, 68, B01, S01, 1
B01, Trade, 527441.150, 68, B01, S01, 1
B01, Trade, 530879.600, 68, B01, S01, 1
B01, Trade, 571947.600, 68, B01, S01, 1
B01, Trade, 691367.700, 68, B01, S01, 1
B01, Trade, 739535.950, 68, B01, S01, 1
B01, Trade, 812661.800, 68, B01, S01, 1
B01, Trade, 846589.850, 68, S01, B01, 1
B01, Trade, 882552.950, 68, B01, S01, 1
B01, Trade, 916224.850, 68, B01, S01, 1
B01, Trade, 961552.950, 68, B01, S01, 1
B01, Trade, 1128404.600, 68, S01, B01, 1
B01, Trade, 1137086.450, 68, B01, S01, 1
B01, Trade, 1145431.100, 68, B01, S01, 1
B01, Trade, 1231138.101, 68, S01, B01, 1
B01, Trade, 1429130.151, 68, B01, S01, 1
B01, Trade, 1499843.301, 68, B01, S01, 1
B01, Trade, 1502499.001, 68, B01, S01, 1
B01, Trade, 1503361.301, 68, B01, S01, 1
B01, Trade, 1628348.901, 68, B01, S01, 1
B01, Trade, 1666961.701, 68, B01, S01, 1
B01, Trade, 1668623.551, 68, B01, S01, 1
B01, Trade, 1788627.851, 68, B01, S01, 1
B01, Trade, 1799929.001, 68, B01, S01, 1
B01, Trade, 1818454.501, 68, B01, S01, 1
B01, Trade, 1894810.701, 68, B01, S01, 1
B01, Trade, 1923881.201, 68, B01, S01, 1
B01, Trade, 1942840.401, 68, B01, S01, 1
B01, Trade, 1960265.751, 68, B01, S01, 1
B01, Trade, 1961554.551, 68, B01, S01, 1
B01, Trade, 1979843.351, 68, B01, S01, 1
B01, Trade, 2047354.451, 68, B01, S01, 1
B01, Trade, 2057805.851, 68, B01, S01, 1
B01, Trade, 2093007.751, 68, B01, S01, 1
B01, Trade, 2181250.601, 68, B01, S01, 1
B01, Trade, 2491388.450, 68, B01, S01, 1
B01, Trade, 2614920.049, 68, B01, S01, 1
B01, Trade, 2929274.548, 68, B01, S01, 1
B01, Trade, 3018291.948, 68, S01, B01, 1
B01, Trade, 3020817.198, 68, B01, S01, 1
B01, Trade, 3111162.898, 68, S01, B01, 1
B01, Trade, 3111192.448, 68, B01, S01, 1
B01, Trade, 3113561.698, 68, S01, B01, 1
B01, Trade, 3118018.998, 68, B01, S01, 1
B01, Trade, 3174280.797, 68, B01, S01, 1
B01, Trade, 3213828.997, 68, B01, S01, 1
B01, Trade, 3214811.947, 68, B01, S01, 1
B01, Trade, 3215427.247, 68, B01, S01, 1
B01, Trade, 3224506.897, 68, S01, B01, 1
B01, Trade, 3226312.397, 68, B01, S01, 1
B01, Trade, 3300390.847, 68, B01, S01, 1
B01, Trade, 3300845.497, 68, B01, S01, 1
B01, Trade, 3448387.546, 68, B01, S01, 1
B01, Trade, 3452072.946, 68, B01, S01, 1
B01, Trade, 3506832.896, 68, B01, S01, 1
B01, Trade, 3522549.696, 68, B01, S01, 1
B01, Trade, 3527707.796, 68, B01, S01, 1
B01, Trade, 3575101.446, 68, B01, S01, 1
B01, Trade, 3590744.996, 68, B01, S01, 1
B01, Trade, 3728255.045, 68, S01, B01, 1
B01, Trade, 3745349.395, 68, B01, S01, 1
B01, Trade, 3752901.095, 68, S01, B01, 1
B01, Trade, 3839288.295, 68, B01, S01, 1
B01, Trade, 3841817.545, 68, B01, S01, 1
B01, Trade, 3844203.745, 68, B01, S01, 1
B01, Trade, 3844357.795, 68, B01, S01, 1
B01, Trade, 3846640.545, 68, B01, S01, 1
