B00, 0
B01, 0
B02, 100
B02, Trade, 4298871.693, 68, S01, B02, 1
B02, Trade, 4298998.243, 76, B02, S01, 1
B02, Trade, 4299245.943, 71, B02, S01, 1
B02, Trade, 4299475.093, 76, B02, S01, 1
B02, Trade, 4299498.993, 75, B02, S01, 1
B02, Trade, 4299819.893, 76, B02, S01, 1
B02, Trade, 4299975.043, 75, B02, S01, 1
B02, Trade, 4300118.693, 74, B02, S01, 1
B02, Trade, 4300277.693, 75, B02, S01, 1
B02, Trade, 4300616.743, 74, B02, S01, 1
B02, Trade, 4300649.893, 73, B02, S01, 1
B02, Trade, 4300668.993, 71, B02, S01, 1
B02, Trade, 4300792.543, 71, B02, S01, 1
B02, Trade, 4301485.393, 71, S01, B02, 1
B02, Trade, 4301681.793, 76, B02, S01, 1
B02, Trade, 4301733.443, 74, B02, S01, 1
B02, Trade, 4301872.143, 74, B02, S01, 1
B02, Trade, 4302440.193, 76, B02, S01, 1
B02, Trade, 4302508.093, 75, B02, S01, 1
B02, Trade, 4302519.543, 73, B02, S01, 1
B02, Trade, 4303218.493, 74, B02, S01, 1
B02, Trade, 4303348.393, 73, B02, S01, 1
B02, Trade, 4303478.043, 76, B02, S01, 1
B02, Trade, 4303681.443, 73, B02, S01, 1
B02, Trade, 4303950.243, 76, B02, S01, 1
B02, Trade, 4303969.193, 76, B02, S01, 1
B02, Trade, 4304108.093, 74, B02, S01, 1
B02, Trade, 4304122.743, 73, B02, S01, 1
B02, Trade, 4304207.643, 72, B02, S01, 1
B02, Trade, 4304414.843, 75, B02, S01, 1
B02, Trade, 4304455.693, 75, B02, S01, 1
B02, Trade, 4304845.543, 76, B02, S01, 1
B02, Trade, 4305010.743, 75, B02, S01, 1
B02, Trade, 4305163.293, 74, B02, S01, 1
B02, Trade, 4305178.843, 74, B02, S01, 1
B02, Trade, 4305533.343, 73, B02, S01, 1
B02, Trade, 4305617.693, 72, B02, S01, 1
B02, Trade, 4305802.893, 71, B02, S01, 1
B02, Trade, 4305857.243, 76, S01, B02, 1
B02, Trade, 4305902.443, 76, B02, S01, 1
B02, Trade, 4305967.293, 75, B02, S01, 1
B02, Trade, 4306085.743, 74, B02, S01, 1
B02, Trade, 4306267.643, 70, B02, S01, 1
B02, Trade, 4306465.193, 76, B02, S01, 1
B02, Trade, 4306820.243, 76, B02, S01, 1
B02, Trade, 4306839.843, 75, B02, S01, 1
B02, Trade, 4307033.143, 76, B02, S01, 1
B02, Trade, 4307178.193, 72, S01, B02, 1
B02, Trade, 4307325.443, 74, B02, S01, 1
B02, Trade, 4307644.143, 75, B02, S01, 1
B02, Trade, 4307655.243, 74, B02, S01, 1
