B00, 2
B00, Trade, 14337.650, 60, B00, S00, 1
B00, Trade, 3883238.945, 60, B00, S00, 1
B01, 100
B01, Trade, 3119465.998, 67, B01, S00, 1
B01, Trade, 3120088.398, 67, B01, S00, 1
B01, Trade, 3121996.548, 67, B01, S00, 1
B01, Trade, 3123161.648, 67, B01, S00, 1
B01, Trade, 3125923.648, 67, B01, S00, 1
B01, Trade, 3128202.698, 67, B01, S00, 1
B01, Trade, 3129154.598, 67, B01, S00, 1
B01, Trade, 3130943.298, 67, B01, S00, 1
B01, Trade, 3141038.197, 67, B01, S00, 1
B01, Trade, 3143717.897, 67, B01, S00, 1
B01, Trade, 3149426.247, 67, B01, S00, 1
B01, Trade, 3157198.647, 67, B01, S00, 1
B01, Trade, 3167576.447, 67, B01, S00, 1
B01, Trade, 3187441.347, 67, B01, S00, 1
B01, Trade, 3190018.297, 67, B01, S00, 1
B01, Trade, 3193170.497, 66, B01, S00, 1
B01, Trade, 3197815.747, 67, B01, S00, 1
B01, Trade, 3204569.547, 67, B01, S00, 1
B01, Trade, 3222140.347, 67, B01, S00, 1
B01, Trade, 3243271.047, 67, B01, S00, 1
B01, Trade, 3264453.697, 67, B01, S00, 1
B01, Trade, 3274686.347, 67, B01, S00, 1
B01, Trade, 3279396.147, 67, B01, S00, 1
B01, Trade, 3292215.147, 66, B01, S00, 1
B01, Trade, 3295871.297, 67, B01, S00, 1
B01, Trade, 3298986.747, 67, B01, S00, 1
B01, Trade, 3330991.847, 67, B01, S00, 1
B01, Trade, 3352241.647, 67, B01, S00, 1
B01, Trade, 3356404.997, 67, B01, S00, 1
B01, Trade, 3358077.897, 67, B01, S00, 1
B01, Trade, 3362010.597, 67, B01, S00, 1
B01, Trade, 3381325.947, 67, B01, S00, 1
B01, Trade, 3390464.997, 67, B01, S00, 1
B01, Trade, 3399917.497, 67, B01, S00, 1
B01, Trade, 3405375.597, 67, B01, S00, 1
B01, Trade, 3414010.196, 67, B01, S00, 1
B01, Trade, 3419442.246, 67, B01, S00, 1
B01, Trade, 3425538.996, 67, B01, S00, 1
B01, Trade, 3428197.296, 67, B01, S00, 1
B01, Trade, 3443394.746, 67, B01, S00, 1
B01, Trade, 3447712.996, 67, B01, S00, 1
B01, Trade, 3480051.596, 67, B01, S00, 1
B01, Trade, 3485004.596, 67, B01, S00, 1
B01, Trade, 3489493.896, 67, B01, S00, 1
B01, Trade, 3499006.846, 67, B01, S00, 1
B01, Trade, 3508328.396, 67, B01, S00, 1
B01, Trade, 3514160.546, 67, B01, S00, 1
B01, Trade, 3548364.746, 67, B01, S00, 1
B01, Trade, 3559794.746, 66, B01, S00, 1
B01, Trade, 3570337.496, 67, B01, S00, 1
B01, Trade, 3570638.696, 67, B01, S00, 1
B01, Trade, 3600435.046, 67, B01, S00, 1
B01, Trade, 3606514.296, 67, B01, S00, 1
B01, Trade, 3633812.846, 67, B01, S00, 1
B01, Trade, 3662667.446, 67, B01, S00, 1
B01, Trade, 3671823.296, 65, S00, B01, 1
B01, Trade, 3713690.795, 67, B01, S00, 1
B01, Trade, 3720978.695, 67, B01, S00, 1
B01, Trade, 3721974.195, 67, B01, S00, 1
B01, Trade, 3759250.295, 67, B01, S00, 1
B01, Trade, 3772232.545, 67, B01, S00, 1
B01, Trade, 3796610.945, 67, B01, S00, 1
B01, Trade, 3800222.495, 67, B01, S00, 1
B01, Trade, 3805541.595, 65, S00, B01, 1
B01, Trade, 3825250.695, 67, B01, S00, 1
B01, Trade, 3830437.295, 67, B01, S00, 1
B01, Trade, 3835272.495, 67, B01, S00, 1
B01, Trade, 3844392.295, 67, B01, S00, 1
B01, Trade, 3871157.445, 67, B01, S00, 1
B01, Trade, 3876353.045, 67, B01, S00, 1
B01, Trade, 3880868.045, 67, B01, S00, 1
B01, Trade, 3883239.745, 66, S00, B01, 1
B01, Trade, 3903580.395, 67, B01, S00, 1
B01, Trade, 3914568.045, 67, B01, S00, 1
B01, Trade, 4023013.444, 67, B01, S00, 1
B01, Trade, 4042411.844, 67, B01, S00, 1
B01, Trade, 4074253.194, 67, B01, S00, 1
B01, Trade, 4080352.594, 67, B01, S00, 1
B01, Trade, 4081850.694, 67, B01, S00, 1
B01, Trade, 4105731.794, 67, B01, S00, 1
B01, Trade, 4128690.194, 67, B01, S00, 1
B01, Trade, 4134138.344, 66, S00, B01, 1
B01, Trade, 4135654.794, 66, B01, S00, 1
B01, Trade, 4141905.694, 66, B01, S00, 1
B01, Trade, 4151522.994, 67, B01, S00, 1
B01, Trade, 4161835.144, 67, B01, S00, 1
B01, Trade, 4162816.494, 67, B01, S00, 1
B01, Trade, 4176585.194, 67, B01, S00, 1
B01, Trade, 4187607.894, 67, B01, S00, 1
B01, Trade, 4218091.593, 67, B01, S00, 1
B01, Trade, 4233772.743, 67, B01, S00, 1
B01, Trade, 4234833.893, 67, B01, S00, 1
B01, Trade, 4244808.493, 65, S00, B01, 1
B01, Trade, 4248839.043, 67, B01, S00, 1
B01, Trade, 4259223.743, 67, B01, S00, 1
B01, Trade, 4263076.543, 67, B01, S00, 1
B01, Trade, 4270105.893, 67, B01, S00, 1
B01, Trade, 4277519.193, 66, B01, S00, 1
B01, Trade, 4281990.743, 67, B01, S00, 1
B01, Trade, 4314758.193, 67, B01, S00, 1
B02, 100
B02, Trade, 3929648.595, 75, S01, B02, 1
B02, Trade, 3938844.745, 75, B02, S01, 1
B02, Trade, 3940369.145, 68, B02, S01, 1
B02, Trade, 3942619.695, 68, B02, S00, 1
B02, Trade, 3942730.145, 77, B02, S00, 1
B02, Trade, 3945021.194, 77, B02, S01, 1
B02, Trade, 3947160.444, 77, B02, S00, 1
B02, Trade, 3950240.344, 76, B02, S01, 1
B02, Trade, 3970991.494, 75, S00, B02, 1
B02, Trade, 3974346.294, 76, B02, S01, 1
B02, Trade, 3981025.394, 72, B02, S00, 1
B02, Trade, 3993672.744, 76, B02, S00, 1
B02, Trade, 3993847.144, 69, B02, S01, 1
B02, Trade, 3994605.594, 77, B02, S01, 1
B02, Trade, 3994971.344, 73, B02, S01, 1
B02, Trade, 4000509.344, 70, B02, S01, 1
B02, Trade, 4002970.744, 77, B02, S01, 1
B02, Trade, 4010616.244, 77, B02, S01, 1
B02, Trade, 4017347.944, 76, B02, S00, 1
B02, Trade, 4017558.894, 71, B02, S00, 1
B02, Trade, 4020960.294, 70, B02, S00, 1
B02, Trade, 4024331.894, 68, S01, B02, 1
B02, Trade, 4024867.344, 77, B02, S01, 1
B02, Trade, 4027350.644, 76, B02, S00, 1
B02, Trade, 4027748.844, 74, B02, S01, 1
B02, Trade, 4028288.044, 69, B02, S00, 1
B02, Trade, 4033643.294, 75, B02, S00, 1
B02, Trade, 4034601.544, 73, B02, S01, 1
B02, Trade, 4035773.294, 71, B02, S00, 1
B02, Trade, 4037708.344, 75, B02, S01, 1
B02, Trade, 4040939.994, 72, B02, S01, 1
B02, Trade, 4048565.494, 76, B02, S01, 1
B02, Trade, 4048706.294, 73, B02, S01, 1
B02, Trade, 4053026.244, 74, B02, S00, 1
B02, Trade, 4079877.194, 69, B02, S00, 1
B02, Trade, 4092443.144, 72, B02, S01, 1
B02, Trade, 4095065.144, 71, B02, S00, 1
B02, Trade, 4096234.294, 68, B02, S00, 1
B02, Trade, 4098500.144, 76, B02, S01, 1
B02, Trade, 4101828.494, 77, B02, S01, 1
B02, Trade, 4104174.644, 74, B02, S01, 1
B02, Trade, 4105084.894, 77, B02, S01, 1
B02, Trade, 4106288.444, 69, S00, B02, 1
B02, Trade, 4110992.994, 72, B02, S01, 1
B02, Trade, 4114591.694, 77, B02, S00, 1
B02, Trade, 4122284.694, 74, B02, S01, 1
B02, Trade, 4123424.894, 68, B02, S00, 1
B02, Trade, 4124890.844, 72, B02, S00, 1
B02, Trade, 4127262.294, 72, S01, B02, 1
B02, Trade, 4127772.944, 75, B02, S01, 1
B02, Trade, 4128071.094, 72, B02, S01, 1
B02, Trade, 4128964.244, 77, B02, S01, 1
B02, Trade, 4133607.194, 73, B02, S01, 1
B02, Trade, 4135701.344, 76, B02, S01, 1
B02, Trade, 4140904.744, 75, B02, S01, 1
B02, Trade, 4161020.494, 77, B02, S01, 1
B02, Trade, 4163166.944, 75, B02, S01, 1
B02, Trade, 4168091.944, 77, B02, S01, 1
B02, Trade, 4171970.444, 77, B02, S01, 1
B02, Trade, 4176374.094, 70, S01, B02, 1
B02, Trade, 4177801.044, 75, B02, S01, 1
B02, Trade, 4178129.294, 77, B02, S01, 1
B02, Trade, 4181232.244, 75, B02, S01, 1
B02, Trade, 4181576.344, 69, S00, B02, 1
B02, Trade, 4188709.394, 77, B02, S01, 1
B02, Trade, 4188768.844, 75, B02, S01, 1
B02, Trade, 4190729.544, 69, B02, S01, 1
B02, Trade, 4193936.044, 76, B02, S01, 1
B02, Trade, 4195646.044, 75, S01, B02, 1
B02, Trade, 4197830.544, 77, B02, S01, 1
B02, Trade, 4200062.044, 77, B02, S01, 1
B02, Trade, 4201914.544, 77, B02, S01, 1
B02, Trade, 4202753.394, 69, S01, B02, 1
B02, Trade, 4204770.944, 77, B02, S00, 1
B02, Trade, 4207761.944, 72, B02, S01, 1
B02, Trade, 4212126.793, 77, B02, S01, 1
B02, Trade, 4212567.743, 69, B02, S01, 1
B02, Trade, 4212979.293, 77, B02, S00, 1
B02, Trade, 4215659.143, 75, B02, S00, 1
B02, Trade, 4217737.293, 77, B02, S00, 1
B02, Trade, 4218887.993, 69, S01, B02, 1
B02, Trade, 4231056.493, 75, B02, S01, 1
B02, Trade, 4233606.093, 70, B02, S01, 1
B02, Trade, 4242349.193, 77, B02, S01, 1
B02, Trade, 4243273.193, 72, B02, S01, 1
B02, Trade, 4246311.543, 76, B02, S01, 1
B02, Trade, 4251851.743, 74, B02, S01, 1
B02, Trade, 4252213.293, 70, B02, S01, 1
B02, Trade, 4254520.893, 77, B02, S00, 1
B02, Trade, 4257929.093, 73, B02, S01, 1
B02, Trade, 4265038.443, 77, B02, S01, 1
B02, Trade, 4276733.643, 77, B02, S01, 1
B02, Trade, 4279300.693, 77, B02, S00, 1
B02, Trade, 4284835.193, 74, B02, S01, 1
B02, Trade, 4287367.643, 77, B02, S01, 1
B02, Trade, 4289186.993, 71, B02, S01, 1
B02, Trade, 4292074.093, 70, S01, B02, 1
B02, Trade, 4293520.643, 76, B02, S01, 1
B02, Trade, 4301713.443, 72, B02, S01, 1
B02, Trade, 4305445.643, 74, B02, S01, 1
B03, 100
B03, Trade, 4295349.843, 77, B03, S01, 1
B03, Trade, 4295637.043, 77, B03, S01, 1
B03, Trade, 4295998.393, 86, B03, S01, 1
B03, Trade, 4296668.693, 79, B03, S01, 1
B03, Trade, 4297207.593, 86, B03, S01, 1
B03, Trade, 4297939.943, 81, B03, S01, 1
B03, Trade, 4297960.543, 82, B03, S00, 1
B03, Trade, 4298110.293, 81, B03, S00, 1
B03, Trade, 4298629.393, 84, B03, S00, 1
B03, Trade, 4298730.893, 81, B03, S01, 1
B03, Trade, 4298963.843, 80, B03, S01, 1
B03, Trade, 4299296.093, 86, B03, S01, 1
B03, Trade, 4299663.693, 86, B03, S01, 1
B03, Trade, 4300001.793, 76, B03, S01, 1
B03, Trade, 4300143.793, 80, B03, S01, 1
B03, Trade, 4300180.893, 83, B03, S00, 1
B03, Trade, 4300426.093, 84, B03, S00, 1
B03, Trade, 4300473.043, 85, B03, S00, 1
B03, Trade, 4300570.693, 76, B03, S00, 1
B03, Trade, 4300588.293, 84, B03, S01, 1
B03, Trade, 4300638.243, 83, B03, S01, 1
B03, Trade, 4300804.193, 86, B03, S00, 1
B03, Trade, 4300882.493, 79, B03, S01, 1
B03, Trade, 4301275.293, 79, B03, S00, 1
B03, Trade, 4301301.343, 85, B03, S01, 1
B03, Trade, 4301342.293, 86, B03, S01, 1
B03, Trade, 4301562.743, 86, B03, S01, 1
B03, Trade, 4302051.893, 75, B03, S00, 1
B03, Trade, 4302388.593, 83, B03, S00, 1
B03, Trade, 4302591.093, 82, B03, S01, 1
B03, Trade, 4302633.693, 81, B03, S01, 1
B03, Trade, 4302687.593, 82, B03, S01, 1
B03, Trade, 4303044.643, 77, S01, B03, 1
B03, Trade, 4303497.343, 85, B03, S01, 1
B03, Trade, 4303694.693, 81, S00, B03, 1
B03, Trade, 4303702.743, 84, B03, S00, 1
B03, Trade, 4303708.493, 81, B03, S00, 1
B03, Trade, 4303740.793, 81, B03, S01, 1
B03, Trade, 4303922.943, 82, B03, S01, 1
B03, Trade, 4304084.243, 86, B03, S01, 1
B03, Trade, 4304106.193, 76, B03, S00, 1
B03, Trade, 4304168.393, 80, B03, S01, 1
B03, Trade, 4304338.193, 84, B03, S01, 1
B03, Trade, 4304550.093, 86, B03, S01, 1
B03, Trade, 4304700.493, 83, B03, S01, 1
B03, Trade, 4305077.393, 85, B03, S00, 1
B03, Trade, 4305127.793, 86, B03, S01, 1
B03, Trade, 4305390.243, 86, B03, S01, 1
