t=,1, id=,B00, PRDE,actvstrat=,0.956057, actvprof=,0.000000, id=,B01, PRDE,actvstrat=,0.065512, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,-0.701925, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.761449, actvprof=,0.000000, id=,B08, PRDE,actvstrat=,-0.848843, actvprof=,0.000000, id=,S01, PRDE,actvstrat=,-0.563388, actvprof=,0.000000, id=,S03, PRDE,actvstrat=,-0.793833, actvprof=,0.000000, id=,S06, PRDE,actvstrat=,-0.992132, actvprof=,0.000000, id=,S08, PRDE,actvstrat=,-0.368828, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,0.490322, actvprof=,0.000000, best_B_id=,B00, best_B_prof=,0.000000, best_B_strat=,0.956057, best_S_id=,S01, best_S_prof=,0.000000, best_S_strat=,-0.563388, 
t=,3600, id=,B00, PRDE,actvstrat=,0.956057, actvprof=,0.000000, id=,B01, PRDE,actvstrat=,0.065512, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,-0.701925, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.761449, actvprof=,0.000000, id=,B08, PRDE,actvstrat=,-0.848843, actvprof=,2.870278, id=,S01, PRDE,actvstrat=,-0.563388, actvprof=,0.616667, id=,S03, PRDE,actvstrat=,-0.793833, actvprof=,0.015833, id=,S06, PRDE,actvstrat=,-0.992132, actvprof=,0.000000, id=,S08, PRDE,actvstrat=,-0.368828, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,0.490322, actvprof=,0.000000, best_B_id=,B08, best_B_prof=,2.870278, best_B_strat=,-0.848843, best_S_id=,S01, best_S_prof=,0.616667, best_S_strat=,-0.563388, 
t=,7200, id=,B00, PRDE,actvstrat=,0.046718, actvprof=,0.000000, id=,B01, PRDE,actvstrat=,0.584540, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,0.690136, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.369696, actvprof=,0.000000, id=,B08, PRDE,actvstrat=,-0.163897, actvprof=,0.000000, id=,S01, PRDE,actvstrat=,0.405613, actvprof=,0.000000, id=,S03, PRDE,actvstrat=,-0.773726, actvprof=,0.000000, id=,S06, PRDE,actvstrat=,-0.453594, actvprof=,0.000000, id=,S08, PRDE,actvstrat=,0.239701, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,-0.531824, actvprof=,0.000000, best_B_id=,B00, best_B_prof=,0.000000, best_B_strat=,0.046718, best_S_id=,S01, best_S_prof=,0.000000, best_S_strat=,0.405613, 
t=,10800, id=,B00, PRDE,actvstrat=,0.046718, actvprof=,0.000000, id=,B01, PRDE,actvstrat=,0.584540, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,0.690136, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.369696, actvprof=,0.000000, id=,B08, PRDE,actvstrat=,-0.163897, actvprof=,4.738545, id=,S01, PRDE,actvstrat=,0.405613, actvprof=,2.162192, id=,S03, PRDE,actvstrat=,-0.773726, actvprof=,0.015000, id=,S06, PRDE,actvstrat=,-0.453594, actvprof=,0.000000, id=,S08, PRDE,actvstrat=,0.239701, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,-0.531824, actvprof=,0.000000, best_B_id=,B08, best_B_prof=,4.738545, best_B_strat=,-0.163897, best_S_id=,S01, best_S_prof=,2.162192, best_S_strat=,0.405613, 
t=,14400, id=,B00, PRDE,actvstrat=,-0.968680, actvprof=,0.000000, id=,B01, PRDE,actvstrat=,0.041103, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,0.650985, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.405376, actvprof=,0.000000, id=,B08, PRDE,actvstrat=,0.031652, actvprof=,0.000000, id=,S01, PRDE,actvstrat=,-0.086707, actvprof=,0.000000, id=,S03, PRDE,actvstrat=,-0.698407, actvprof=,0.000000, id=,S06, PRDE,actvstrat=,-0.453594, actvprof=,0.000000, id=,S08, PRDE,actvstrat=,-0.457672, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,-0.776101, actvprof=,0.000000, best_B_id=,B00, best_B_prof=,0.000000, best_B_strat=,-0.968680, best_S_id=,S01, best_S_prof=,0.000000, best_S_strat=,-0.086707, 
t=,18000, id=,B00, PRDE,actvstrat=,-0.968680, actvprof=,0.000000, id=,B01, PRDE,actvstrat=,0.041103, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,0.650985, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.405376, actvprof=,0.000000, id=,B08, PRDE,actvstrat=,0.031652, actvprof=,4.963889, id=,S01, PRDE,actvstrat=,-0.086707, actvprof=,0.976944, id=,S03, PRDE,actvstrat=,-0.698407, actvprof=,0.028056, id=,S06, PRDE,actvstrat=,-0.453594, actvprof=,0.000000, id=,S08, PRDE,actvstrat=,-0.457672, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,-0.776101, actvprof=,0.000000, best_B_id=,B08, best_B_prof=,4.963889, best_B_strat=,0.031652, best_S_id=,S01, best_S_prof=,0.976944, best_S_strat=,-0.086707, 
t=,21600, id=,B00, PRDE,actvstrat=,-0.968680, actvprof=,0.000000, id=,B01, PRDE,actvstrat=,0.041103, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,0.650985, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.405376, actvprof=,0.000000, id=,B08, PRDE,actvstrat=,0.031652, actvprof=,5.032361, id=,S01, PRDE,actvstrat=,-0.086707, actvprof=,0.983889, id=,S03, PRDE,actvstrat=,-0.698407, actvprof=,0.031528, id=,S06, PRDE,actvstrat=,-0.453594, actvprof=,0.000000, id=,S08, PRDE,actvstrat=,-0.457672, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,-0.776101, actvprof=,0.000000, best_B_id=,B08, best_B_prof=,5.032361, best_B_strat=,0.031652, best_S_id=,S01, best_S_prof=,0.983889, best_S_strat=,-0.086707, 
t=,25200, id=,B00, PRDE,actvstrat=,-0.079664, actvprof=,0.000000, id=,B01, PRDE,actvstrat=,-0.803511, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,0.816605, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,-0.548801, actvprof=,0.000000, id=,B08, PRDE,actvstrat=,-0.116743, actvprof=,5.089793, id=,S01, PRDE,actvstrat=,0.649784, actvprof=,2.861706, id=,S03, PRDE,actvstrat=,-0.911247, actvprof=,0.000000, id=,S06, PRDE,actvstrat=,-0.190080, actvprof=,0.000000, id=,S08, PRDE,actvstrat=,0.433318, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,0.719561, actvprof=,0.000000, best_B_id=,B08, best_B_prof=,5.089793, best_B_strat=,-0.116743, best_S_id=,S01, best_S_prof=,2.861706, best_S_strat=,0.649784, 
t=,28800, id=,B00, PRDE,actvstrat=,-0.079664, actvprof=,0.000000, id=,B01, PRDE,actvstrat=,-0.803511, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,0.816605, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,-0.548801, actvprof=,0.000000, id=,B08, PRDE,actvstrat=,-0.116743, actvprof=,5.157675, id=,S01, PRDE,actvstrat=,0.649784, actvprof=,2.762103, id=,S03, PRDE,actvstrat=,-0.911247, actvprof=,0.000000, id=,S06, PRDE,actvstrat=,-0.190080, actvprof=,0.000000, id=,S08, PRDE,actvstrat=,0.433318, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,0.719561, actvprof=,0.000000, best_B_id=,B08, best_B_prof=,5.157675, best_B_strat=,-0.116743, best_S_id=,S01, best_S_prof=,2.762103, best_S_strat=,0.649784, 
t=,32400, id=,B00, PRDE,actvstrat=,-0.319503, actvprof=,0.000000, id=,B01, PRDE,actvstrat=,0.443306, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,0.636168, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,-0.478976, actvprof=,0.000000, id=,B08, PRDE,actvstrat=,0.924411, actvprof=,7.070474, id=,S01, PRDE,actvstrat=,0.076390, actvprof=,1.336148, id=,S03, PRDE,actvstrat=,0.431133, actvprof=,0.202783, id=,S06, PRDE,actvstrat=,-0.684283, actvprof=,0.000000, id=,S08, PRDE,actvstrat=,0.433318, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,-0.531824, actvprof=,0.000000, best_B_id=,B08, best_B_prof=,7.070474, best_B_strat=,0.924411, best_S_id=,S01, best_S_prof=,1.336148, best_S_strat=,0.076390, 
t=,36000, id=,B00, PRDE,actvstrat=,-0.319503, actvprof=,0.000000, id=,B01, PRDE,actvstrat=,0.443306, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,0.636168, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,-0.478976, actvprof=,0.000000, id=,B08, PRDE,actvstrat=,0.924411, actvprof=,7.090932, id=,S01, PRDE,actvstrat=,0.076390, actvprof=,1.365575, id=,S03, PRDE,actvstrat=,0.431133, actvprof=,0.189586, id=,S06, PRDE,actvstrat=,-0.684283, actvprof=,0.000000, id=,S08, PRDE,actvstrat=,0.433318, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,-0.531824, actvprof=,0.000000, best_B_id=,B08, best_B_prof=,7.090932, best_B_strat=,0.924411, best_S_id=,S01, best_S_prof=,1.365575, best_S_strat=,0.076390, 
t=,39600, id=,B00, PRDE,actvstrat=,0.572530, actvprof=,0.000000, id=,B01, PRDE,actvstrat=,-0.724287, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,0.054093, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,-0.406153, actvprof=,0.000000, id=,B08, PRDE,actvstrat=,-0.900301, actvprof=,3.041793, id=,S01, PRDE,actvstrat=,0.204108, actvprof=,1.373113, id=,S03, PRDE,actvstrat=,0.687611, actvprof=,0.132506, id=,S06, PRDE,actvstrat=,0.022663, actvprof=,0.000000, id=,S08, PRDE,actvstrat=,0.519227, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,-1.000000, actvprof=,0.000000, best_B_id=,B08, best_B_prof=,3.041793, best_B_strat=,-0.900301, best_S_id=,S01, best_S_prof=,1.373113, best_S_strat=,0.204108, 
t=,43200, id=,B00, PRDE,actvstrat=,0.572530, actvprof=,0.000000, id=,B01, PRDE,actvstrat=,-0.724287, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,0.054093, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,-0.406153, actvprof=,0.000000, id=,B08, PRDE,actvstrat=,-0.900301, actvprof=,2.950617, id=,S01, PRDE,actvstrat=,0.204108, actvprof=,1.396140, id=,S03, PRDE,actvstrat=,0.687611, actvprof=,0.153059, id=,S06, PRDE,actvstrat=,0.022663, actvprof=,0.000000, id=,S08, PRDE,actvstrat=,0.519227, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,-1.000000, actvprof=,0.000000, best_B_id=,B08, best_B_prof=,2.950617, best_B_strat=,-0.900301, best_S_id=,S01, best_S_prof=,1.396140, best_S_strat=,0.204108, 
t=,46800, id=,B00, PRDE,actvstrat=,-0.266042, actvprof=,0.000000, id=,B01, PRDE,actvstrat=,0.584540, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,0.816605, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.369696, actvprof=,0.000000, id=,B08, PRDE,actvstrat=,0.512350, actvprof=,6.577218, id=,S01, PRDE,actvstrat=,0.405613, actvprof=,2.187313, id=,S03, PRDE,actvstrat=,0.030135, actvprof=,0.140006, id=,S06, PRDE,actvstrat=,-0.550177, actvprof=,0.000000, id=,S08, PRDE,actvstrat=,0.814054, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,-0.716311, actvprof=,0.000000, best_B_id=,B08, best_B_prof=,6.577218, best_B_strat=,0.512350, best_S_id=,S01, best_S_prof=,2.187313, best_S_strat=,0.405613, 
t=,50400, id=,B00, PRDE,actvstrat=,-0.266042, actvprof=,0.000000, id=,B01, PRDE,actvstrat=,0.584540, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,0.816605, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.369696, actvprof=,0.000000, id=,B08, PRDE,actvstrat=,0.512350, actvprof=,6.454162, id=,S01, PRDE,actvstrat=,0.405613, actvprof=,2.135600, id=,S03, PRDE,actvstrat=,0.030135, actvprof=,0.126947, id=,S06, PRDE,actvstrat=,-0.550177, actvprof=,0.000000, id=,S08, PRDE,actvstrat=,0.814054, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,-0.716311, actvprof=,0.000000, best_B_id=,B08, best_B_prof=,6.454162, best_B_strat=,0.512350, best_S_id=,S01, best_S_prof=,2.135600, best_S_strat=,0.405613, 
t=,54000, id=,B00, PRDE,actvstrat=,-0.052036, actvprof=,0.000000, id=,B01, PRDE,actvstrat=,-1.000000, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,0.232347, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,-0.157176, actvprof=,0.000000, id=,B08, PRDE,actvstrat=,0.090594, actvprof=,5.468283, id=,S01, PRDE,actvstrat=,-0.169028, actvprof=,0.731697, id=,S03, PRDE,actvstrat=,0.173990, actvprof=,0.172785, id=,S06, PRDE,actvstrat=,-0.172756, actvprof=,0.000000, id=,S08, PRDE,actvstrat=,0.177969, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,-0.991832, actvprof=,0.000000, best_B_id=,B08, best_B_prof=,5.468283, best_B_strat=,0.090594, best_S_id=,S01, best_S_prof=,0.731697, best_S_strat=,-0.169028, 
t=,57600, id=,B00, PRDE,actvstrat=,-0.052036, actvprof=,0.000000, id=,B01, PRDE,actvstrat=,-1.000000, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,0.232347, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,-0.157176, actvprof=,0.000000, id=,B08, PRDE,actvstrat=,0.090594, actvprof=,5.488725, id=,S01, PRDE,actvstrat=,-0.169028, actvprof=,0.739599, id=,S03, PRDE,actvstrat=,0.173990, actvprof=,0.211254, id=,S06, PRDE,actvstrat=,-0.172756, actvprof=,0.000000, id=,S08, PRDE,actvstrat=,0.177969, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,-0.991832, actvprof=,0.000000, best_B_id=,B08, best_B_prof=,5.488725, best_B_strat=,0.090594, best_S_id=,S01, best_S_prof=,0.739599, best_S_strat=,-0.169028, 
t=,61200, id=,B00, PRDE,actvstrat=,-0.052036, actvprof=,0.000000, id=,B01, PRDE,actvstrat=,-0.724287, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,0.855652, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.162421, actvprof=,0.000000, id=,B08, PRDE,actvstrat=,-0.988828, actvprof=,2.520938, id=,S01, PRDE,actvstrat=,0.649784, actvprof=,3.073184, id=,S03, PRDE,actvstrat=,-0.773726, actvprof=,0.011112, id=,S06, PRDE,actvstrat=,-0.172756, actvprof=,0.000000, id=,S08, PRDE,actvstrat=,0.298294, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,-1.000000, actvprof=,0.000000, best_B_id=,B08, best_B_prof=,2.520938, best_B_strat=,-0.988828, best_S_id=,S01, best_S_prof=,3.073184, best_S_strat=,0.649784, 
t=,64800, id=,B00, PRDE,actvstrat=,-0.052036, actvprof=,0.000000, id=,B01, PRDE,actvstrat=,-0.724287, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,0.855652, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.162421, actvprof=,0.000000, id=,B08, PRDE,actvstrat=,-0.988828, actvprof=,2.449773, id=,S01, PRDE,actvstrat=,0.649784, actvprof=,3.181455, id=,S03, PRDE,actvstrat=,-0.773726, actvprof=,0.014445, id=,S06, PRDE,actvstrat=,-0.172756, actvprof=,0.000000, id=,S08, PRDE,actvstrat=,0.298294, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,-1.000000, actvprof=,0.000000, best_B_id=,B08, best_B_prof=,2.449773, best_B_strat=,-0.988828, best_S_id=,S01, best_S_prof=,3.181455, best_S_strat=,0.649784, 
t=,68400, id=,B00, PRDE,actvstrat=,-0.038689, actvprof=,0.000000, id=,B01, PRDE,actvstrat=,-1.000000, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,-0.033556, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,-0.097103, actvprof=,0.001945, id=,B08, PRDE,actvstrat=,1.000000, actvprof=,7.126408, id=,S01, PRDE,actvstrat=,0.066374, actvprof=,1.552842, id=,S03, PRDE,actvstrat=,0.297946, actvprof=,0.225565, id=,S06, PRDE,actvstrat=,-0.502647, actvprof=,0.000000, id=,S08, PRDE,actvstrat=,0.332894, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,-0.280196, actvprof=,0.000000, best_B_id=,B08, best_B_prof=,7.126408, best_B_strat=,1.000000, best_S_id=,S01, best_S_prof=,1.552842, best_S_strat=,0.066374, 
t=,72000, id=,B00, PRDE,actvstrat=,-0.038689, actvprof=,0.000000, id=,B01, PRDE,actvstrat=,-1.000000, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,-0.033556, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,-0.097103, actvprof=,0.000972, id=,B08, PRDE,actvstrat=,1.000000, actvprof=,7.079314, id=,S01, PRDE,actvstrat=,0.066374, actvprof=,1.604617, id=,S03, PRDE,actvstrat=,0.297946, actvprof=,0.217505, id=,S06, PRDE,actvstrat=,-0.502647, actvprof=,0.000000, id=,S08, PRDE,actvstrat=,0.332894, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,-0.280196, actvprof=,0.000000, best_B_id=,B08, best_B_prof=,7.079314, best_B_strat=,1.000000, best_S_id=,S01, best_S_prof=,1.604617, best_S_strat=,0.066374, 
t=,75600, id=,B00, PRDE,actvstrat=,0.438844, actvprof=,0.000000, id=,B01, PRDE,actvstrat=,-1.000000, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,0.084291, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.336984, actvprof=,0.000000, id=,B08, PRDE,actvstrat=,0.090594, actvprof=,5.452525, id=,S01, PRDE,actvstrat=,0.066374, actvprof=,1.584532, id=,S03, PRDE,actvstrat=,0.297946, actvprof=,0.210289, id=,S06, PRDE,actvstrat=,-0.121376, actvprof=,0.000000, id=,S08, PRDE,actvstrat=,0.332894, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,0.721004, actvprof=,0.000000, best_B_id=,B08, best_B_prof=,5.452525, best_B_strat=,0.090594, best_S_id=,S01, best_S_prof=,1.584532, best_S_strat=,0.066374, 
t=,79200, id=,B00, PRDE,actvstrat=,0.438844, actvprof=,0.000000, id=,B01, PRDE,actvstrat=,-1.000000, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,0.084291, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,0.336984, actvprof=,0.000000, id=,B08, PRDE,actvstrat=,0.090594, actvprof=,5.455152, id=,S01, PRDE,actvstrat=,0.066374, actvprof=,1.604628, id=,S03, PRDE,actvstrat=,0.297946, actvprof=,0.247785, id=,S06, PRDE,actvstrat=,-0.121376, actvprof=,0.000000, id=,S08, PRDE,actvstrat=,0.332894, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,0.721004, actvprof=,0.000000, best_B_id=,B08, best_B_prof=,5.455152, best_B_strat=,0.090594, best_S_id=,S01, best_S_prof=,1.604628, best_S_strat=,0.066374, 
t=,82800, id=,B00, PRDE,actvstrat=,0.379614, actvprof=,0.000000, id=,B01, PRDE,actvstrat=,1.000000, actvprof=,0.000000, id=,B02, PRDE,actvstrat=,0.471936, actvprof=,0.000000, id=,B03, PRDE,actvstrat=,-0.504730, actvprof=,0.000000, id=,B08, PRDE,actvstrat=,-0.834884, actvprof=,3.578254, id=,S01, PRDE,actvstrat=,0.552789, actvprof=,2.241236, id=,S03, PRDE,actvstrat=,-0.157879, actvprof=,0.001945, id=,S06, PRDE,actvstrat=,-0.028774, actvprof=,0.000000, id=,S08, PRDE,actvstrat=,-0.002046, actvprof=,0.000000, id=,S09, PRDE,actvstrat=,0.454169, actvprof=,0.000000, best_B_id=,B08, best_B_prof=,3.578254, best_B_strat=,-0.834884, best_S_id=,S01, best_S_prof=,2.241236, best_S_strat=,0.552789, 
