B00, 0
B01, 0
B02, 37
B02, Trade, 60974.000, 77, S01, B02, 1
B02, Trade, 416540.150, 77, B02, S02, 1
B02, Trade, 416544.350, 77, B02, S00, 1
B02, Trade, 573205.150, 75, S00, B02, 1
B02, Trade, 580562.850, 73, S01, B02, 1
B02, Trade, 655152.050, 73, S00, B02, 1
B02, Trade, 670259.500, 77, B02, S00, 1
B02, Trade, 670302.550, 77, S02, B02, 1
B02, Trade, 671768.050, 77, S02, B02, 1
B02, Trade, 703266.050, 77, S01, B02, 1
B02, Trade, 704815.250, 77, B02, S00, 1
B02, Trade, 751160.750, 77, B02, S00, 1
B02, Trade, 751169.600, 77, S01, B02, 1
B02, Trade, 1072856.250, 74, S00, B02, 1
B02, Trade, 1084389.350, 77, B02, S00, 1
B02, Trade, 1284037.601, 76, B02, S00, 1
B02, Trade, 1421270.951, 70, B02, S00, 1
B02, Trade, 1808914.151, 77, B02, S00, 1
B02, Trade, 1871777.001, 77, S02, B02, 1
B02, Trade, 1871811.251, 76, S01, B02, 1
B02, Trade, 2488026.000, 76, B02, S00, 1
B02, Trade, 2532961.950, 74, B02, S00, 1
B02, Trade, 2537645.800, 77, B02, S00, 1
B02, Trade, 2800311.549, 74, S01, B02, 1
B02, Trade, 3056410.848, 77, S00, B02, 1
B02, Trade, 3098705.748, 77, S00, B02, 1
B02, Trade, 3098720.798, 77, S01, B02, 1
B02, Trade, 3116302.748, 77, B02, S02, 1
B02, Trade, 3254124.747, 77, B02, S00, 1
B02, Trade, 3254131.647, 77, S02, B02, 1
B02, Trade, 3331713.397, 77, B02, S00, 1
B02, Trade, 3590576.546, 77, B02, S00, 1
B02, Trade, 4125887.344, 74, S01, B02, 1
B02, Trade, 4146826.794, 77, S00, B02, 1
B02, Trade, 4166863.794, 75, S01, B02, 1
B02, Trade, 4219810.943, 77, B02, S01, 1
B02, Trade, 4223745.693, 77, B02, S01, 1
B03, 100
B03, Trade, 4281794.743, 84, B03, S01, 1
B03, Trade, 4282119.243, 84, S02, B03, 1
B03, Trade, 4283024.493, 82, B03, S00, 1
B03, Trade, 4306157.943, 86, B03, S03, 1
B03, Trade, 4306513.943, 86, S02, B03, 1
B03, Trade, 4306611.143, 86, S00, B03, 1
B03, Trade, 4306618.793, 85, S02, B03, 1
B03, Trade, 4306642.093, 85, S02, B03, 1
B03, Trade, 4306658.243, 84, S01, B03, 1
B03, Trade, 4306663.843, 85, S02, B03, 1
B03, Trade, 4306681.593, 82, S01, B03, 1
B03, Trade, 4306693.293, 82, S02, B03, 1
B03, Trade, 4306699.243, 82, S00, B03, 1
B03, Trade, 4306702.893, 82, S02, B03, 1
B03, Trade, 4306709.293, 82, S00, B03, 1
B03, Trade, 4306768.793, 86, B03, S00, 1
B03, Trade, 4306957.693, 86, S00, B03, 1
B03, Trade, 4307042.493, 85, S02, B03, 1
B03, Trade, 4307073.893, 86, B03, S03, 1
B03, Trade, 4307164.393, 86, B03, S00, 1
B03, Trade, 4307355.643, 86, S02, B03, 1
B03, Trade, 4307373.343, 86, S00, B03, 1
B03, Trade, 4307600.593, 84, S01, B03, 1
B03, Trade, 4307687.893, 86, S01, B03, 1
B03, Trade, 4307733.943, 85, S00, B03, 1
B03, Trade, 4307740.093, 84, B03, S01, 1
B03, Trade, 4307757.793, 85, S01, B03, 1
B03, Trade, 4307759.793, 85, S02, B03, 1
B03, Trade, 4307790.993, 86, S03, B03, 1
B03, Trade, 4308023.393, 86, S01, B03, 1
B03, Trade, 4308069.743, 85, S00, B03, 1
B03, Trade, 4308086.593, 85, S02, B03, 1
B03, Trade, 4308096.793, 84, S02, B03, 1
B03, Trade, 4308658.243, 85, S01, B03, 1
B03, Trade, 4308660.593, 85, S02, B03, 1
B03, Trade, 4308669.243, 84, S02, B03, 1
B03, Trade, 4308743.093, 83, S02, B03, 1
B03, Trade, 4308766.043, 86, S00, B03, 1
B03, Trade, 4308781.143, 85, B03, S01, 1
B03, Trade, 4308820.893, 85, S01, B03, 1
B03, Trade, 4308829.893, 85, S00, B03, 1
B03, Trade, 4308911.843, 86, B03, S00, 1
B03, Trade, 4309449.493, 86, B03, S02, 1
B03, Trade, 4309464.243, 86, S02, B03, 1
B03, Trade, 4309468.043, 84, S01, B03, 1
B03, Trade, 4309497.243, 85, S02, B03, 1
B03, Trade, 4309504.593, 85, S02, B03, 1
B03, Trade, 4309514.243, 85, S01, B03, 1
B03, Trade, 4309523.793, 84, S00, B03, 1
B03, Trade, 4309541.043, 85, S02, B03, 1
B03, Trade, 4309544.493, 85, S02, B03, 1
B03, Trade, 4309562.643, 85, S02, B03, 1
B03, Trade, 4309574.493, 85, S01, B03, 1
B03, Trade, 4309581.393, 85, S02, B03, 1
B03, Trade, 4309588.143, 85, S02, B03, 1
