B00, 0
B01, 1
B01, Trade, 1426140.901, 66, S00, B01, 1
B02, 100
B02, Trade, 2625256.299, 77, B02, S02, 1
B02, Trade, 2625665.599, 77, B02, S02, 1
B02, Trade, 2626581.799, 77, B02, S02, 1
B02, Trade, 2627574.099, 77, B02, S02, 1
B02, Trade, 2627741.149, 77, B02, S02, 1
B02, Trade, 2629566.499, 77, B02, S02, 1
B02, Trade, 2631350.899, 77, B02, S02, 1
B02, Trade, 2631830.699, 77, B02, S02, 1
B02, Trade, 2634512.299, 77, B02, S02, 1
B02, Trade, 2638339.399, 77, B02, S02, 1
B02, Trade, 2638853.199, 77, B02, S02, 1
B02, Trade, 2642122.399, 77, B02, S02, 1
B02, Trade, 2687268.099, 77, B02, S02, 1
B02, Trade, 2688380.049, 77, B02, S02, 1
B02, Trade, 2704199.699, 77, B02, S02, 1
B02, Trade, 2729263.399, 77, B02, S02, 1
B02, Trade, 2730321.649, 77, B02, S02, 1
B02, Trade, 2731316.199, 77, B02, S02, 1
B02, Trade, 2731588.649, 77, B02, S02, 1
B02, Trade, 2731714.149, 77, B02, S02, 1
B02, Trade, 2738177.549, 77, B02, S02, 1
B02, Trade, 2739172.299, 77, B02, S02, 1
B02, Trade, 2740573.349, 77, B02, S02, 1
B02, Trade, 2795226.899, 77, B02, S02, 1
B02, Trade, 2797071.349, 77, S02, B02, 1
B02, Trade, 2797183.999, 77, B02, S01, 1
B02, Trade, 2798739.199, 77, B02, S02, 1
B02, Trade, 2799812.399, 77, B02, S02, 1
B02, Trade, 2809545.099, 77, B02, S02, 1
B02, Trade, 2810256.099, 77, B02, S02, 1
B02, Trade, 2811782.249, 77, B02, S02, 1
B02, Trade, 2812162.799, 77, B02, S02, 1
B02, Trade, 2813600.199, 77, B02, S02, 1
B02, Trade, 2815079.349, 77, B02, S02, 1
B02, Trade, 2873425.798, 77, B02, S02, 1
B02, Trade, 2873564.248, 77, B02, S02, 1
B02, Trade, 2874091.598, 77, B02, S02, 1
B02, Trade, 2875561.198, 77, B02, S02, 1
B02, Trade, 2876122.998, 77, S02, B02, 1
B02, Trade, 2876313.948, 77, B02, S02, 1
B02, Trade, 2876522.848, 77, B02, S02, 1
B02, Trade, 2876611.248, 77, B02, S02, 1
B02, Trade, 2877326.148, 77, S02, B02, 1
B02, Trade, 2877583.148, 77, B02, S02, 1
B02, Trade, 2878523.898, 77, B02, S02, 1
B02, Trade, 2878548.598, 77, B02, S02, 1
B02, Trade, 2879971.048, 77, B02, S02, 1
B02, Trade, 2887606.498, 77, B02, S02, 1
B02, Trade, 2907751.698, 76, B02, S01, 1
B02, Trade, 2908756.848, 77, B02, S02, 1
B02, Trade, 2910664.298, 74, S00, B02, 1
B02, Trade, 2940326.998, 77, B02, S02, 1
B02, Trade, 2944416.148, 77, B02, S02, 1
B02, Trade, 2962770.398, 77, B02, S02, 1
B02, Trade, 2966217.148, 77, B02, S02, 1
B02, Trade, 2966231.098, 77, B02, S01, 1
B02, Trade, 3000054.948, 77, B02, S02, 1
B02, Trade, 3001070.898, 77, B02, S02, 1
B02, Trade, 3001234.298, 77, B02, S02, 1
B02, Trade, 3045616.248, 77, B02, S02, 1
B02, Trade, 3065008.448, 77, B02, S02, 1
B02, Trade, 3089231.448, 77, B02, S02, 1
B02, Trade, 3091274.248, 77, S02, B02, 1
B02, Trade, 3091543.948, 77, S02, B02, 1
B02, Trade, 3094081.948, 77, S02, B02, 1
B02, Trade, 3095197.698, 77, B02, S02, 1
B02, Trade, 3095646.498, 77, S02, B02, 1
B02, Trade, 3095651.798, 77, B02, S02, 1
B02, Trade, 3099407.498, 77, B02, S02, 1
B02, Trade, 3099421.198, 77, S02, B02, 1
B02, Trade, 3100637.248, 77, B02, S02, 1
B02, Trade, 3101954.998, 77, B02, S02, 1
B02, Trade, 3101990.048, 77, B02, S02, 1
B02, Trade, 3102946.698, 77, B02, S02, 1
B02, Trade, 3144696.697, 77, B02, S02, 1
B02, Trade, 3147435.547, 77, B02, S02, 1
B02, Trade, 3150709.397, 77, B02, S02, 1
B02, Trade, 3157336.297, 77, B02, S02, 1
B02, Trade, 3160349.297, 77, B02, S02, 1
B02, Trade, 3166023.747, 77, B02, S02, 1
B02, Trade, 3196938.047, 77, B02, S02, 1
B02, Trade, 3197576.197, 77, B02, S02, 1
B02, Trade, 3199510.797, 77, B02, S02, 1
B02, Trade, 3203076.197, 77, B02, S02, 1
B02, Trade, 3203444.747, 77, B02, S02, 1
B02, Trade, 3203918.447, 77, B02, S02, 1
B02, Trade, 3211743.347, 77, B02, S00, 1
B02, Trade, 3225985.747, 77, B02, S02, 1
B02, Trade, 3226974.747, 77, B02, S02, 1
B02, Trade, 3228723.247, 77, B02, S02, 1
B02, Trade, 3229000.397, 77, B02, S02, 1
B02, Trade, 3230210.997, 77, B02, S02, 1
B02, Trade, 3231432.647, 77, B02, S02, 1
B02, Trade, 3239782.847, 77, B02, S01, 1
B02, Trade, 3505574.746, 77, B02, S01, 1
B02, Trade, 3792524.495, 77, B02, S02, 1
B02, Trade, 3792884.595, 72, S00, B02, 1
B02, Trade, 3898129.095, 74, S00, B02, 1
B02, Trade, 3990738.344, 77, S00, B02, 1
B02, Trade, 4013676.444, 76, S00, B02, 1
B03, 100
B03, Trade, 4211431.694, 82, S02, B03, 1
B03, Trade, 4211611.594, 85, B03, S02, 1
B03, Trade, 4218425.343, 84, S01, B03, 1
B03, Trade, 4223398.643, 85, B03, S00, 1
B03, Trade, 4224265.943, 79, S00, B03, 1
B03, Trade, 4224296.793, 81, S02, B03, 1
B03, Trade, 4224297.543, 82, S00, B03, 1
B03, Trade, 4226519.743, 85, B03, S02, 1
B03, Trade, 4227043.443, 85, B03, S02, 1
B03, Trade, 4227132.493, 85, B03, S02, 1
B03, Trade, 4227507.243, 85, B03, S02, 1
B03, Trade, 4227955.093, 85, B03, S02, 1
B03, Trade, 4228482.393, 85, B03, S02, 1
B03, Trade, 4228546.143, 82, S02, B03, 1
B03, Trade, 4228829.143, 84, B03, S02, 1
B03, Trade, 4229029.993, 84, B03, S02, 1
B03, Trade, 4229127.843, 83, B03, S02, 1
B03, Trade, 4229217.493, 84, B03, S02, 1
B03, Trade, 4229855.943, 81, S02, B03, 1
B03, Trade, 4229861.993, 85, B03, S02, 1
B03, Trade, 4230096.443, 85, B03, S02, 1
B03, Trade, 4230302.443, 83, B03, S02, 1
B03, Trade, 4230412.593, 83, B03, S02, 1
B03, Trade, 4231086.493, 85, B03, S02, 1
B03, Trade, 4231791.893, 85, B03, S02, 1
B03, Trade, 4232239.243, 85, B03, S02, 1
B03, Trade, 4232318.393, 85, B03, S02, 1
B03, Trade, 4232461.293, 84, B03, S02, 1
B03, Trade, 4233828.693, 82, S02, B03, 1
B03, Trade, 4234691.493, 85, B03, S02, 1
B03, Trade, 4234990.593, 84, B03, S02, 1
B03, Trade, 4235295.793, 85, B03, S02, 1
B03, Trade, 4235765.043, 85, B03, S02, 1
B03, Trade, 4236344.343, 85, B03, S02, 1
B03, Trade, 4237408.443, 85, B03, S02, 1
B03, Trade, 4238603.693, 85, B03, S02, 1
B03, Trade, 4239011.193, 85, B03, S02, 1
B03, Trade, 4240340.693, 84, B03, S02, 1
B03, Trade, 4240473.793, 84, B03, S02, 1
B03, Trade, 4241879.493, 85, B03, S02, 1
B03, Trade, 4246554.943, 85, B03, S02, 1
B03, Trade, 4247655.393, 85, B03, S02, 1
B03, Trade, 4249077.493, 85, B03, S00, 1
B03, Trade, 4249815.393, 77, S00, B03, 1
B03, Trade, 4250699.343, 85, B03, S00, 1
B03, Trade, 4250884.493, 85, B03, S01, 1
B03, Trade, 4251133.393, 85, S00, B03, 1
B03, Trade, 4251748.993, 80, B03, S01, 1
B03, Trade, 4252385.143, 85, B03, S02, 1
B03, Trade, 4253359.593, 85, B03, S01, 1
B03, Trade, 4254441.093, 85, B03, S02, 1
B03, Trade, 4254722.793, 85, B03, S02, 1
B03, Trade, 4254824.393, 85, B03, S02, 1
B03, Trade, 4255993.043, 85, B03, S02, 1
B03, Trade, 4257097.843, 85, B03, S02, 1
B03, Trade, 4257225.793, 84, B03, S02, 1
B03, Trade, 4257228.893, 78, S00, B03, 1
B03, Trade, 4257296.393, 85, B03, S02, 1
B03, Trade, 4257430.193, 84, B03, S02, 1
B03, Trade, 4257500.993, 83, B03, S02, 1
B03, Trade, 4257582.093, 85, B03, S02, 1
B03, Trade, 4257708.043, 83, B03, S02, 1
B03, Trade, 4257975.393, 84, S02, B03, 1
B03, Trade, 4259703.293, 85, B03, S02, 1
B03, Trade, 4260134.993, 84, B03, S02, 1
B03, Trade, 4260306.143, 84, B03, S02, 1
B03, Trade, 4261197.593, 85, B03, S02, 1
B03, Trade, 4261251.593, 84, B03, S02, 1
B03, Trade, 4262122.243, 81, S01, B03, 1
B03, Trade, 4262512.393, 84, S01, B03, 1
B03, Trade, 4264603.293, 78, S00, B03, 1
B03, Trade, 4270919.743, 85, B03, S02, 1
B03, Trade, 4274771.743, 83, S02, B03, 1
B03, Trade, 4274883.093, 85, B03, S00, 1
B03, Trade, 4275362.593, 85, B03, S01, 1
B03, Trade, 4275806.493, 84, B03, S01, 1
B03, Trade, 4281973.693, 85, B03, S00, 1
B03, Trade, 4284666.793, 85, B03, S02, 1
B03, Trade, 4285192.443, 82, S00, B03, 1
B03, Trade, 4286401.143, 85, B03, S02, 1
B03, Trade, 4287105.493, 85, B03, S02, 1
B03, Trade, 4288897.643, 85, S01, B03, 1
B03, Trade, 4289079.843, 77, S00, B03, 1
B03, Trade, 4289593.993, 85, B03, S02, 1
B03, Trade, 4290248.443, 85, B03, S02, 1
B03, Trade, 4291095.743, 85, B03, S02, 1
B03, Trade, 4291735.743, 84, S01, B03, 1
B03, Trade, 4292580.093, 81, S00, B03, 1
B03, Trade, 4293540.343, 79, S00, B03, 1
B03, Trade, 4295184.193, 85, B03, S01, 1
B03, Trade, 4295287.193, 85, B03, S01, 1
B03, Trade, 4295649.093, 85, B03, S00, 1
B03, Trade, 4298051.143, 84, B03, S01, 1
B03, Trade, 4298581.393, 85, B03, S01, 1
B03, Trade, 4298971.643, 85, B03, S01, 1
B03, Trade, 4299623.043, 85, B03, S02, 1
B03, Trade, 4302244.593, 85, S01, B03, 1
B03, Trade, 4304417.343, 85, B03, S02, 1
B03, Trade, 4316613.093, 85, B03, S02, 1
B03, Trade, 4317297.293, 79, S00, B03, 1
B04, 100
B04, Trade, 4317334.993, 93, B04, S03, 1
