B00, 100
B00, Trade, 592753.750, 60, S00, B00, 1
B00, Trade, 596421.500, 60, B00, S00, 1
B00, Trade, 597396.100, 60, B00, S00, 1
B00, Trade, 613261.100, 60, B00, S00, 1
B00, Trade, 756684.650, 60, B00, S00, 1
B00, Trade, 758116.800, 60, B00, S00, 1
B00, Trade, 871894.850, 60, B00, S00, 1
B00, Trade, 894964.650, 60, B00, S00, 1
B00, Trade, 897640.550, 60, B00, S00, 1
B00, Trade, 1135092.500, 60, B00, S00, 1
B00, Trade, 1197717.301, 60, B00, S00, 1
B00, Trade, 1354806.351, 60, B00, S00, 1
B00, Trade, 1675568.901, 60, B00, S00, 1
B00, Trade, 1757382.101, 60, B00, S00, 1
B00, Trade, 1762295.201, 60, B00, S00, 1
B00, Trade, 1762639.651, 60, B00, S00, 1
B00, Trade, 1809440.051, 60, B00, S00, 1
B00, Trade, 1832878.201, 60, S00, B00, 1
B00, Trade, 1852858.901, 60, B00, S00, 1
B00, Trade, 1852996.101, 60, B00, S00, 1
B00, Trade, 1854339.451, 60, B00, S00, 1
B00, Trade, 1854343.201, 60, B00, S00, 1
B00, Trade, 1854383.751, 60, B00, S00, 1
B00, Trade, 1854457.351, 60, B00, S00, 1
B00, Trade, 1855578.851, 60, B00, S00, 1
B00, Trade, 1856207.551, 60, B00, S00, 1
B00, Trade, 1880498.901, 60, B00, S00, 1
B00, Trade, 1909524.251, 60, B00, S00, 1
B00, Trade, 1910742.651, 60, B00, S00, 1
B00, Trade, 1910870.551, 60, B00, S00, 1
B00, Trade, 1912944.801, 60, B00, S00, 1
B00, Trade, 1913226.301, 60, B00, S00, 1
B00, Trade, 1913374.551, 60, B00, S00, 1
B00, Trade, 1914545.601, 60, B00, S00, 1
B00, Trade, 1961510.451, 60, B00, S00, 1
B00, Trade, 1984564.151, 60, B00, S00, 1
B00, Trade, 2009207.651, 60, S00, B00, 1
B00, Trade, 2009914.501, 60, B00, S00, 1
B00, Trade, 2030605.151, 60, B00, S00, 1
B00, Trade, 2031305.901, 60, B00, S00, 1
B00, Trade, 2090957.801, 60, B00, S00, 1
B00, Trade, 2299488.801, 60, B00, S00, 1
B00, Trade, 2337677.950, 60, B00, S00, 1
B00, Trade, 2387445.200, 60, B00, S00, 1
B00, Trade, 2389918.650, 60, B00, S00, 1
B00, Trade, 2409132.100, 60, B00, S00, 1
B00, Trade, 2409793.550, 60, S00, B00, 1
B00, Trade, 2410108.350, 60, B00, S00, 1
B00, Trade, 2410885.350, 60, B00, S00, 1
B00, Trade, 2414202.650, 60, B00, S00, 1
B00, Trade, 2483839.600, 60, B00, S00, 1
B00, Trade, 2484317.850, 60, B00, S00, 1
B00, Trade, 2485984.350, 60, B00, S00, 1
B00, Trade, 2487022.500, 60, B00, S00, 1
B00, Trade, 2542225.650, 60, B00, S00, 1
B00, Trade, 2606863.149, 60, B00, S00, 1
B00, Trade, 2610906.949, 60, B00, S00, 1
B00, Trade, 2611030.649, 60, B00, S00, 1
B00, Trade, 2728997.649, 60, B00, S00, 1
B00, Trade, 2730817.599, 60, B00, S00, 1
B00, Trade, 2828474.849, 60, B00, S00, 1
B00, Trade, 2851013.549, 60, B00, S00, 1
B00, Trade, 2905323.398, 60, B00, S00, 1
B00, Trade, 2928991.048, 60, S00, B00, 1
B00, Trade, 3001002.398, 60, B00, S00, 1
B00, Trade, 3236928.497, 60, B00, S00, 1
B00, Trade, 3315532.747, 60, B00, S00, 1
B00, Trade, 3457573.146, 60, B00, S00, 1
